#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="0.8" name="distr" upper="1.3"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-104942.56873788722	-102650.27245546295	-2292.2962824242677	-102650.27245546295	184.2857315131699	1.0	1.0	0.5	0.5	-2285.0816743258456	0.5	0.5	0.6931471805599453	1.1878974401839641	1.0
10000	-69225.26323803049	-69135.45517633123	-89.80806169925881	-69135.45517633123	5.4942698471097655	1.0	0.9645417255198069	0.5053039335346433	0.49469606646535663	-82.62891187531682	0.3896867441951099	0.5006605401119807	0.6931471805599453	1.1820694884431917	0.1969377400464792
20000	-69199.57316797026	-69131.14112277734	-68.43204519292287	-69131.14112277734	3.564334618621903	1.0	0.9645417255198069	0.4972013296788332	0.5027986703211667	-61.25289536898087	0.7085955562888034	0.42642015157969654	0.6931471805599453	0.8607098016166331	0.28976729197195006
30000	-69222.73950060936	-69138.66272278283	-84.07677782652657	-69138.66272278283	4.88126711187423	1.0	1.0718505665868872	0.4980435716647893	0.5019564283352105	-76.79031916151749	0.5611387224027802	0.20012117423786363	0.6931471805599453	1.1700433217384618	0.19889008376145176
40000	-69202.38704650292	-69128.91408583533	-73.47296066758125	-69128.91408583533	3.8587169403925055	1.0	1.0354017649372673	0.49734077502338614	0.5026592249766136	-66.2229508042218	0.5307183111664143	0.2548593915723666	0.6931471805599453	0.9782468198480749	0.2524736003403593
50000	-69211.98266467864	-69135.44883455105	-76.53383012758677	-69135.44883455105	4.171304322860894	1.0	1.0025938167936073	0.5034516521400599	0.4965483478599399	-69.31662821237097	0.45429149625905113	0.35189297643066686	0.6931471805599453	1.0721738008920156	0.24336000747331218
60000	-69214.75779625177	-69148.13370479296	-66.62409145880733	-69148.13370479296	3.4334442324762056	1.0	1.0642294291162724	0.5009648653818127	0.4990351346181868	-59.34525393126888	0.720716544397598	0.3087831966137577	0.6931471805599453	0.8143223039549653	0.2857014455387875
70000	-69220.17896480877	-69149.63879737763	-70.5401674311496	-69149.63879737763	3.7341807905110915	1.0	0.9858006578966775	0.5071394080247499	0.49286059197524973	-63.33975867483074	0.5624401952231114	0.4846048970113967	0.6931471805599453	0.9955160257841469	0.28023299914914596
80000	-69210.11309386588	-69136.00340723245	-74.10968663343206	-69136.00340723245	3.8999946276100954	1.0	0.9817215526236874	0.5006762390374296	0.4993237609625708	-66.91335698238619	0.6726919193745744	0.3255508390158547	0.6931471805599453	1.022999495660148	0.25957138085109277
90000	-69217.03977787327	-69130.66066377207	-86.37911410119729	-69130.66066377207	5.310071568495152	1.0	1.0243837668354874	0.4982836834107982	0.5017163165892012	-79.14012223593961	0.5093637677251446	0.05018229040005135	0.6931471805599453	1.1931064716871542	0.19663458431563755
100000	-69210.03511222228	-69137.30903730408	-72.72607491820533	-69137.30903730408	3.728924838340414	1.0	0.9984529945303626	0.4989706180133612	0.5010293819866383	-65.51301382525277	0.775712833924656	0.29232477492104086	0.6931471805599453	0.9583191821086351	0.27137181962386503
110000	-69215.515172242	-69142.04820833949	-73.46696390250573	-69142.04820833949	3.8885734504887393	1.0	0.9624277933290889	0.5067437008245012	0.4932562991754993	-66.28992801075445	0.9118429927525925	0.03790518584307671	0.6931471805599453	0.9749643153303074	0.2689592161013087
120000	-69213.75174113511	-69141.68220478059	-72.06953635452271	-69141.68220478059	3.847636021670092	1.0	0.9820596339826801	0.5040282381594497	0.4959717618405507	-64.87286862211784	0.743640690559116	0.07392138127231464	0.6931471805599453	0.9846790864438782	0.2606065527553307
130000	-69221.35156024006	-69136.92714297689	-84.42441726316714	-69136.92714297689	4.749358072646087	1.0	1.0015644204478342	0.5021415906334515	0.4978584093665475	-77.20824474429712	0.35369714867288876	0.5095490380767276	0.6931471805599453	1.1875619672621096	0.20456449755278633
140000	-69213.03967126626	-69128.82837768868	-84.21129357757913	-69128.82837768868	4.888597658871335	1.0	0.959932211235658	0.4986808098470716	0.501319190152929	-77.03675326792128	0.5240760345138337	0.22587695409204836	0.6931471805599453	1.2138490969154714	0.2109431503824969
150000	-69228.74200356849	-69157.02183736247	-71.72016620602446	-69157.02183736247	3.6038154565430545	1.0	0.9918337457939683	0.500081559611315	0.49991844038868516	-64.5137243618083	0.5543506346198246	0.11249107663325418	0.6931471805599453	0.9080348915160684	0.26704140620444566
