#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="3.0" name="distr" upper="3.5"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	logP(mrca(a))	mrca.age(a)	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	clockRate.c:clock
21040000	-101474.78243910336	-101364.98967873381	-109.79276036955554	-101364.98967873381	8.065476929806309	1.0	1.0046022973913935	0.5006867041642676	0.4993132958357285	0.6931471805599453	3.1016148811669364	-102.57354997374195	0.317554662587507	0.08700540944525943	1.4957128451638064
21050000	-101516.02695817642	-101378.85190415464	-137.17505402177838	-101378.85190415464	23.570981514075992	1.0	1.0124181973553184	0.503013903066557	0.49698609693343904	0.6931471805599453	3.2891105496923716	-129.94802772600087	0.1193659779186474	0.5535236964986374	1.300665626486065
21060000	-101512.45252515095	-101371.59210846962	-140.8604166813357	-101371.59210846962	33.626130745540216	1.0	0.9520418831103888	0.5011822899866013	0.4988177100134006	0.6931471805599453	3.360066658766647	-133.69376669980312	0.10016933649883653	0.6136559546114327	1.2721687292947776
21070000	-101506.4542240218	-101370.80036177166	-135.65386225014203	-101370.80036177166	17.545689797474942	1.0	0.9242509622449603	0.5003191001547469	0.49968089984525504	0.6931471805599453	3.3895915841761624	-128.51500318947487	0.13545016419145497	0.5296217571314296	1.227714076755447
21080000	-101514.1217050121	-101377.1913621242	-136.9303428879064	-101377.1913621242	18.376662307694705	1.0	1.0021426296728662	0.5030857681355448	0.49691423186445705	0.6931471805599453	3.0447187891593797	-129.71359215981133	0.14070014621424126	0.40864392306034	1.2584649177135363
21090000	-101496.94323458115	-101381.78589123537	-115.15734334578855	-101381.78589123537	9.532096907284096	1.0	1.0234967016049148	0.5022176930140624	0.4977823069859394	0.6931471805599453	3.07162353816952	-107.91923854576144	0.3043380143525597	0.026505822720566653	1.3778916128933645
21100000	-101517.7807511449	-101382.33809681158	-135.4426543333219	-101382.33809681158	18.787521067879823	1.0	0.9677758516527049	0.5015267338291377	0.4984732661708586	0.6931471805599453	3.4789512474706346	-128.26027038324702	0.1787127203205139	0.07526757571114674	1.3622523540978366
21110000	-101495.09874761246	-101377.18696559813	-117.91178201432561	-101377.18696559813	11.956339396323832	1.0	1.0370869649133783	0.500958346775213	0.49904165322478883	0.6931471805599453	3.041853660901414	-110.66008695099003	0.21038915135495748	0.14337453312741513	1.4281396099362282
21120000	-101523.1175038265	-101382.60365395901	-140.51384986749954	-101382.60365395901	34.82043279154087	1.0	1.0370869649133783	0.5025086644519721	0.4974913355480299	0.6931471805599453	3.023197335830626	-133.26215480416397	0.13094295175149245	0.44226185970142573	1.383425865003346
21130000	-101511.35768267077	-101381.6046319283	-129.7530507424672	-101381.6046319283	12.97631493920907	1.0	0.9918193484245724	0.5007136299632546	0.49928637003674736	0.6931471805599453	3.0155345962198616	-122.54662329562045	0.15499356504877784	0.3908312866681451	1.4088847558570254
21140000	-101503.47558576573	-101369.55726639883	-133.91831936689954	-101369.55726639883	24.412743002410743	1.0	0.9669478612841989	0.5004601178727369	0.49953988212725936	0.6931471805599453	3.155806140088503	-126.73676340719314	0.09245118053725274	0.7407113059126311	1.3550894013196333
21150000	-101508.11035524408	-101374.7601254259	-133.35022981817664	-101374.7601254259	24.379874306344373	1.0	0.9713190139051201	0.5023738268529178	0.4976261731470843	0.6931471805599453	3.0040404736674287	-126.16430270584932	0.11499400961203962	0.6176791030362798	1.568076693541941
21160000	-101502.76071117933	-101372.99801510302	-129.76269607631153	-101372.99801510302	17.231995941048957	1.0	0.979356946001966	0.5014400398527279	0.49855996014726833	0.6931471805599453	3.353175231349614	-122.56873103188737	0.15019553271363084	0.6532452806947665	1.3957727807374831
21170000	-101507.36359794466	-101372.87814338735	-134.48545455730496	-101372.87814338735	34.526188056604724	1.0	1.0015597475064388	0.5023738268529178	0.4976261731470843	0.6931471805599453	3.380531937113252	-127.26928671137635	0.08447017795505699	0.7756378789841882	1.5394205040072224
21180000	-101501.60474695466	-101367.91282526236	-133.69192169230215	-101367.91282526236	24.130392923619095	1.0	0.9570606856289557	0.5005746284517387	0.49942537154826333	0.6931471805599453	3.41683935564976	-126.520252908251	0.14272433156398182	0.609826434820331	1.4811123547055245
21190000	-101501.75948829188	-101370.89866806638	-130.86082022549158	-101370.89866806638	19.548499136048054	1.0	0.9570606856289557	0.501550600873832	0.49844939912617015	0.6931471805599453	3.0706138177061124	-123.68915144144043	0.23217038031475767	0.18088747009754094	1.3373155686138722
21200000	-101515.6332402694	-101384.97786144668	-130.65537882272176	-101384.97786144668	17.3113489264986	1.0	0.9627804631723859	0.5023915635725615	0.4976084364274408	0.6931471805599453	3.1811142519008886	-123.4779902611272	0.24904748186901096	0.0113173380009823	1.2246965573216757
21210000	-101523.93932745612	-101380.62756114364	-143.3117663124784	-101380.62756114364	26.299412931245755	1.0	0.938449741836562	0.5041713696661957	0.49582863033380054	0.6931471805599453	3.2615575462007023	-136.15870847221964	0.09050969809334844	0.6610453775005829	1.4624331678669302
21220000	-101523.03640668084	-101377.21368069397	-145.82272598686683	-101377.21368069397	35.43712266312971	1.0	1.0122732976908368	0.5014124348326773	0.49858756516732256	0.6931471805599453	3.3959329628898156	-138.5958445907538	0.08668681125785387	0.6807193016724363	1.1526015486282468
21230000	-101504.47435271856	-101380.84400750276	-123.63034521580694	-101380.84400750276	12.994284314161261	1.0	0.9831640011645209	0.5001360773239705	0.49986392267602947	0.6931471805599453	3.245787774041895	-116.43257311622023	0.22171527749959627	0.07741533247011133	1.3189355688170699
21240000	-101509.10424193082	-101376.13358668877	-132.97065524205647	-101376.13358668877	12.843007605031733	1.0	0.9399519220414183	0.5035434798489223	0.4964565201510802	0.6931471805599453	3.229374610693853	-125.81609522159286	0.19935829032872693	0.503284319001075	1.4261250213343282
21250000	-101540.16649609088	-101382.27946440366	-157.88703168722571	-101382.27946440366	37.04984235571557	1.0	0.9274274588810302	0.4995174089950186	0.5004825910049775	0.6931471805599453	3.4789177028618194	-150.7449961299225	0.12711547373543033	0.24218801937362747	1.1035373253726815
21260000	-101512.29024085007	-101374.2643806694	-138.0258601806681	-101374.2643806694	25.82566840293809	1.0	1.025655945139836	0.49922669076192544	0.5007733092380746	0.6931471805599453	3.360519530371596	-130.78559613710607	0.1424607115066161	0.43834137746117247	1.2501301286979494
21270000	-101507.67046422877	-101366.26004905271	-141.41041517605245	-101366.26004905271	24.119861009792587	1.0	1.023860725140905	0.5003976034060413	0.4996023965939587	0.6931471805599453	3.456679692208138	-134.17194635248936	0.17446587455424317	0.20012340012454355	1.1379888509990157
21280000	-101518.79328136396	-101386.36555402541	-132.4277273385512	-101386.36555402541	20.099970613611877	1.0	0.9667807330947601	0.5035770155987241	0.4964229844012759	0.6931471805599453	3.1448827909883463	-125.24633850703424	0.18354897447474625	0.45549135214978675	1.294521733083242
21290000	-101514.33910226863	-101377.16309025277	-137.17601201585728	-101377.16309025277	21.905671074804413	1.0	1.0068403042221148	0.5013678832857501	0.4986321167142525	0.6931471805599453	3.288238819092545	-129.95456361321297	0.09941049739883875	0.5419865665065771	1.24777237196622
21300000	-101491.17003734592	-101368.31842071975	-122.85161662616197	-101368.31842071975	16.162677962942556	1.0	1.021080925471776	0.5013678832857501	0.4986321167142525	0.6931471805599453	3.4504403763377294	-115.615927602268	0.24101722499938052	0.14822141136100925	1.3701987064828036
21310000	-101488.6068058256	-101370.71458252888	-117.89222329673105	-101370.71458252888	9.044102535241635	1.0	1.0034882689296223	0.5009305183504934	0.49906948164950926	0.6931471805599453	3.0053975189499162	-110.67412692937924	0.10882825908101054	0.7284520807808718	1.4411083995688747
21320000	-101519.43459921914	-101376.11514012092	-143.31945909821872	-101376.11514012092	35.14517142746115	1.0	0.9986502027582533	0.5009211055720134	0.4990788944279892	0.6931471805599453	3.399862775815491	-136.10620079703827	0.11623150762276266	0.5976101374449047	1.3672048726106913
21330000	-101493.38164094272	-101372.46205224635	-120.91958869637477	-101372.46205224635	15.413962930420483	1.0	1.0053000442926028	0.5013169135125086	0.49868308648749404	0.6931471805599453	3.163285863531615	-113.69968055365999	0.18496971964601858	0.2971898134250845	1.5781096902378864
21340000	-101479.9066296609	-101363.25639186132	-116.65023779957369	-101363.25639186132	15.606082019925271	1.0	1.0073881608488435	0.5013169135125086	0.49868308648749404	0.6931471805599453	3.3435466722744387	-109.42824154030265	0.21725489584209448	0.47613986349004006	1.5647369093972165
21350000	-101489.2744303151	-101372.43484847128	-116.83958184381898	-101372.43484847128	11.008995295284885	1.0	0.9871911141934272	0.502409496299665	0.4975905037003376	0.6931471805599453	3.1659720046220103	-109.63778263120336	0.2624544255946422	0.2140175376105229	1.4849669876834701
21360000	-101516.12133160513	-101385.65408283104	-130.46724877408724	-101385.65408283104	16.84606731333404	1.0	1.0649777448226538	0.5028730313136742	0.4971269686863218	0.6931471805599453	3.1981990014721355	-123.18766293084241	0.19168668516185186	0.2054538692794321	1.059575392031127
21370000	-101510.70345618477	-101382.9121715558	-127.79128462896279	-101382.9121715558	16.382097864415297	1.0	1.0458445339765043	0.5022788179755291	0.4977211820244669	0.6931471805599453	3.0147604916534205	-120.5308319965641	0.24578640436657725	0.20961198044431692	1.1911892201359
21380000	-101514.44362420095	-101378.96015646524	-135.4834677357175	-101378.96015646524	21.407079771655926	1.0	1.0244897434544515	0.5001560612995816	0.4998439387004144	0.6931471805599453	3.158435331135886	-128.24436989384088	0.21540825346295214	0.09265371205076825	1.1330345818583
21390000	-101527.364623697	-101386.10049918566	-141.2641245113298	-101386.10049918566	34.47759801483709	1.0	1.0814021361414694	0.5013971538771198	0.49860284612287625	0.6931471805599453	3.0919988956666713	-133.96811427676616	0.085191198184856	0.5697599761701213	1.1269358419503346
21400000	-101512.52982538748	-101371.47001151372	-141.05981387375633	-101371.47001151372	32.74768619286267	1.0	1.1162052678593088	0.5019014013995077	0.49809859860048833	0.6931471805599453	3.3683306275166567	-133.72900050747484	0.11154790755919321	0.6143946638271613	1.0177464324133083
21410000	-101508.87544013045	-101371.93374149068	-136.9416986397771	-101371.93374149068	21.837215206770512	1.0	1.1156281819828295	0.5019014013995077	0.49809859860048833	0.6931471805599453	3.062735319505648	-129.61146235937207	0.04791795114462587	0.8494665588869753	1.141169379910991
21420000	-101525.73227453908	-101385.54120197929	-140.19107255979532	-101385.54120197929	42.22992250501731	1.0	0.9335287342363836	0.5014680086742074	0.4985319913257953	0.6931471805599453	3.1201332765575693	-133.04293572713675	0.03991592600817448	0.8299034072730492	1.3702547703532677
21430000	-101538.71104317083	-101386.74486656519	-151.96617660563763	-101386.74486656519	34.20238280824948	1.0	1.0709920684066925	0.5013847175056658	0.49861528249433024	0.6931471805599453	3.0157265363096992	-144.68057643880874	0.11381583406751064	0.17328321352316292	1.1545163916805528
21440000	-101523.90012843735	-101383.94572220379	-139.95440623356757	-101383.94572220379	34.6703153172876	1.0	0.8617612284690076	0.5012302172291696	0.49876978277083206	0.6931471805599453	3.1910358785452324	-132.87803690667636	0.06788728882760613	0.8106729436595497	1.9297471463883604
21450000	-101530.04086566692	-101384.19778864608	-145.84307702083558	-101384.19778864608	45.28727968771802	1.0	1.0877538835342708	0.5006836598369825	0.49931634016301346	0.6931471805599453	3.1596279000327256	-138.5407150388791	0.04622531193071479	0.8725586030621764	1.2695060699952065
21460000	-101513.83564529421	-101377.82912589498	-136.00651939923316	-101377.82912589498	22.648020490860453	1.0	0.9623386761065529	0.4990763958338461	0.5009236041661557	0.6931471805599453	3.005057583475	-128.8295726247044	0.06691823806631385	0.8191566452528535	1.2970547932659693
21470000	-101550.30271944542	-101384.49834677459	-165.80437267082397	-101384.49834677459	72.33386128826416	1.0	1.0265963676254282	0.501324606045468	0.49867539395453364	0.6931471805599453	3.4254774568099613	-158.56316820477636	0.04127913092452406	0.8107348541572196	1.1189150213786363
21480000	-101517.18175125506	-101377.8556134331	-139.32613782196216	-101377.8556134331	31.85272820336753	1.0	1.043645599828637	0.5024904346419273	0.49750956535807284	0.6931471805599453	3.458959540608515	-132.06788412371134	0.062191831756036854	0.741041856738161	1.1317007598437008
21490000	-101501.31565989349	-101369.94535089444	-131.37030899904718	-101369.94535089444	16.66024050025424	1.0	1.062832397975586	0.49979015762824125	0.5002098423717589	0.6931471805599453	3.0750684755184174	-124.09286850264938	0.16537852493715127	0.30751663686708547	1.0754524621352475
21500000	-101522.71973485302	-101395.52188221982	-127.1978526331883	-101395.52188221982	18.17404813182651	1.0	1.0753355084002398	0.5014095160769456	0.4985904839230503	0.6931471805599453	3.2483988666048975	-119.90790902636587	0.13161947076055	0.6340051837442864	1.5345659390879225
21510000	-101494.46129736933	-101366.83836707345	-127.62293029587633	-101366.83836707345	15.069514582435882	1.0	1.1047710291776462	0.5004947031724787	0.49950529682752154	0.6931471805599453	3.4286393139463085	-120.3035511682765	0.28103518409516615	0.04237193353705126	1.2530673214685069
21520000	-101530.90180962255	-101385.4933053232	-145.40850429935017	-101385.4933053232	37.924966645560445	1.0	1.0827359666556602	0.5017201330141517	0.4982798669858484	0.6931471805599453	3.3840495181184944	-138.11116023427232	0.0877680539750356	0.43217488714919916	1.2407718182117682
21530000	-101524.69149577874	-101380.02760162852	-144.66389415021766	-101380.02760162852	21.06940703045327	1.0	1.0827359666556602	0.5037201023949492	0.496279897605051	0.6931471805599453	3.419355997769823	-137.3665500851398	0.12209955319186896	0.5508401229043315	0.9405909483116479
21540000	-101520.38866325047	-101386.85311763494	-133.53554561553432	-101386.85311763494	18.912600090802822	1.0	0.9507722613708899	0.5047428464249074	0.4952571535750886	0.6931471805599453	3.360196223524251	-126.37016525574124	0.1116440642109002	0.5653277375633539	1.2425887651261152
21550000	-101500.17732749882	-101372.95916508329	-127.21816241554082	-101372.95916508329	14.123561817295851	1.0	0.9516485974204486	0.4994142773632008	0.5005857226368018	0.6931471805599453	3.04550466123185	-120.05190571969818	0.20308432663091	0.218156405394237	1.454367677829231
21560000	-101509.99697789122	-101374.31280763251	-135.68417025871037	-101374.31280763251	19.64415867711266	1.0	0.9650257892633801	0.5045368016919368	0.4954631983080658	0.6931471805599453	3.0332381481047355	-128.50453637102478	0.09403078049864835	0.5489392389794856	1.3496695346699916
21570000	-101495.7209503188	-101372.16353011178	-123.55742020703273	-101372.16353011178	13.056301355915553	1.0	0.9733842696090829	0.504457297610135	0.4955427023898676	0.6931471805599453	3.0152196754748157	-116.36942783900146	0.21181470199368602	0.38771708232390545	1.3274410369900116
21580000	-101500.86602542768	-101376.84691885619	-124.01910657148802	-101376.84691885619	16.405504500527414	1.0	0.969547636228527	0.5038148664041417	0.4961851335958544	0.6931471805599453	3.1902738830943855	-116.83495083683731	0.15832843999995458	0.34805780378945966	1.6967849626078568
21590000	-101495.89034759546	-101372.2513958882	-123.63895170725131	-101372.2513958882	12.83224003661359	1.0	0.969547636228527	0.5009409958962718	0.49905900410372445	0.6931471805599453	3.4022037573881	-116.45479597260059	0.25095751587803866	0.3042494674768401	1.4817358748930651
21600000	-101503.5878187316	-101381.70352070325	-121.88429802835422	-101381.70352070325	11.644209494164494	1.0	1.0563582068382207	0.4988764127219113	0.5011235872780914	0.6931471805599453	3.3064244727916368	-114.61333172309381	0.2438863765125665	0.04069749747113819	1.2170987105072428
21610000	-101511.52766845003	-101375.63933430405	-135.88833414598037	-101375.63933430405	19.29755634414933	1.0	0.9044045196464254	0.5017570681789602	0.4982429318210361	0.6931471805599453	3.3410443926912787	-128.76932152791176	0.0904035786858978	0.7654966198978362	1.3467840311971782
21620000	-101519.93566323709	-101386.21256093489	-133.7231023022103	-101386.21256093489	21.85778498356853	1.0	0.9044045196464254	0.4981663439631892	0.5018336560368071	0.6931471805599453	3.097113733505453	-126.60408968414168	0.17126130831685618	0.2600743341678418	1.580938925737044
21630000	-101520.72944384949	-101378.4234028618	-142.30604098768973	-101378.4234028618	31.160826947788298	1.0	0.9244958203585908	0.4988581772080797	0.5011418227919231	0.6931471805599453	3.465473820306286	-135.16693706890894	0.051131251250209384	0.8014176481726494	1.2210701571842868
21640000	-101486.60430142892	-101365.70098237204	-120.90331905687307	-101365.70098237204	11.46138398131094	1.0	0.9244958203585908	0.500957215463691	0.4990427845363118	0.6931471805599453	3.200809039816569	-113.7642151380923	0.19763823204343411	0.22520216456175957	1.500436693070986
21650000	-101489.26031050875	-101365.83907224344	-123.42123826530576	-101365.83907224344	15.19844206287909	1.0	0.9366994167585145	0.5035401574151132	0.49645984258488335	0.6931471805599453	3.0783792528329474	-116.26993075012506	0.1120410178413201	0.7494797658570387	1.5240990092193547
21660000	-101509.69722284129	-101383.89586057115	-125.80136227013479	-101383.89586057115	12.37000551220349	1.0	0.9316954131000895	0.5012465063490061	0.49875349365099664	0.6931471805599453	3.23388607360421	-118.65505875861251	0.12071396285788304	0.5387130243907471	1.4750277257403093
21670000	-101521.15239532803	-101391.34619376103	-129.80620156699334	-101391.34619376103	25.58323390681207	1.0	0.9443308035625065	0.5036631944748733	0.49633680552512693	0.6931471805599453	3.048492751258956	-122.64726266500863	0.07069395319674215	0.8369047081314115	1.845522100190259
21680000	-101499.83321082324	-101381.66256131929	-118.17064950395684	-101381.66256131929	10.62742846928984	1.0	1.0211956692630193	0.503935060423818	0.49606493957617837	0.6931471805599453	3.4893419621720327	-110.93484573627163	0.18980062214473525	0.39567161356813074	1.6567831019029036
21690000	-101509.24471270268	-101385.82634572701	-123.41836697567521	-101385.82634572701	19.008618970043845	1.0	1.0357428022624136	0.5020042229909821	0.4979957770090142	0.6931471805599453	3.470627336159679	-116.1680160749906	0.279208509732809	0.11364617300127823	1.574599820516179
21700000	-101503.08324447236	-101382.5920431424	-120.49120132995567	-101382.5920431424	14.935894837595026	1.0	1.020505871863422	0.502865195090648	0.49713480490934836	0.6931471805599453	3.085405950336327	-113.25608735967006	0.19992431410771502	0.5465111465338666	1.8353852273891813
21710000	-101497.26930204917	-101374.58650832153	-122.68279372763884	-101374.58650832153	14.713901433367154	1.0	1.020505871863422	0.500312269628884	0.4996877303711122	0.6931471805599453	3.0836424859933946	-115.44767975735323	0.16654873166488204	0.45200423155706965	1.5030590073627328
21720000	-101522.31658202733	-101381.02854655773	-141.28803546959398	-101381.02854655773	20.698530125021126	1.0	1.0116499721873469	0.5041149151293381	0.4958850848706579	0.6931471805599453	3.467961138534648	-134.06177739898445	0.11330996599535638	0.5821046649000936	1.157260752339202
21730000	-101514.01203112281	-101377.48478070756	-136.52725041524928	-101377.48478070756	28.505404988267543	1.0	1.0110856300938877	0.5028147113540932	0.49718528864590694	0.6931471805599453	3.185698851371771	-129.30155668673322	0.06274025242144948	0.8440857025162971	1.4158526918936922
21740000	-101515.45495494248	-101379.96920703248	-135.48574790999695	-101379.96920703248	20.892909198813598	1.0	1.0181705681306004	0.5012513396474247	0.49874866035257137	0.6931471805599453	3.2383262601645773	-128.25296924344414	0.1777495685462804	0.22120114471168292	1.126376423389737
21750000	-101515.05524612356	-101373.85830099577	-141.1969451277934	-101373.85830099577	20.33125387074766	1.0	1.006707803481824	0.5007670391737477	0.49923296082625235	0.6931471805599453	3.1082443095604777	-133.9756292258894	0.1734544482668597	0.5297357273858075	0.8864306768010857
21760000	-101517.9398638715	-101381.57834589123	-136.3615179802756	-101381.57834589123	29.128821777050163	1.0	0.9966197574006627	0.501439408579322	0.49856059142068065	0.6931471805599453	3.370273423699592	-129.15029012445277	0.08811363899017954	0.7597971031908459	1.1897250468415832
21770000	-101508.383460167	-101370.48954208194	-137.89391808506142	-101370.48954208194	21.288770267503057	1.0	0.9394148197088332	0.502396919177273	0.497603080822723	0.6931471805599453	3.267101210151281	-130.73989516693038	0.1919672694580937	0.08102384278202172	1.320108917613918
21780000	-101527.56510608732	-101388.37668034485	-139.1884257424675	-101388.37668034485	25.14025697190305	1.0	0.959698764616466	0.5008244397545772	0.4991755602454254	0.6931471805599453	3.315272793584562	-132.01411887942885	0.16638596197848593	0.18667014481738364	1.2696964499049734
21790000	-101538.41815271159	-101381.56271678448	-156.85543592710673	-101381.56271678448	57.686548554745556	1.0	0.9812135231366179	0.5005364030607065	0.49946359693928954	0.6931471805599453	3.2258437816391416	-149.6596143055479	0.058283878283441316	0.774098706492581	1.2383926226798236
21800000	-101511.67206107569	-101390.28502015036	-121.38704092533149	-101390.28502015036	20.387053895991787	1.0	0.959698764616466	0.5023354274739721	0.4976645725260305	0.6931471805599453	3.014311783077483	-114.21273406229284	0.11096907110453194	0.6784064127091769	2.0515271360550957
21810000	-101510.87545274354	-101386.40915322154	-124.46629952200334	-101386.40915322154	18.14962957704772	1.0	0.9101723440358817	0.5044072224491689	0.49559277755083364	0.6931471805599453	3.4508431465775926	-117.34151907954526	0.1905517501843563	0.3002485216057703	1.9722512296994907
21820000	-101488.4042745117	-101384.4120340258	-103.99224048591174	-101384.4120340258	9.077215642968392	1.0	0.9409852271111991	0.501831467622206	0.4981685323777966	0.6931471805599453	3.057573695536839	-96.83664716037835	0.3859571030521304	0.1042774587806198	2.191672995899991
21830000	-101500.93296266427	-101376.28401574134	-124.64894692292171	-101376.28401574134	12.995898611715246	1.0	0.9097212690013282	0.501817285495521	0.4981827145044793	0.6931471805599453	3.1010525415630954	-117.5246175554982	0.22527876614020087	0.020576574014705706	1.561172711950762
21840000	-101513.30291861185	-101381.34993652167	-131.95298209017804	-101381.34993652167	16.666767882623546	1.0	1.054478347571285	0.4994244285315872	0.5005755714684089	0.6931471805599453	3.257767472780254	-124.68389564418456	0.22895917820169018	0.2557447662473393	1.0911104098509263
21850000	-101488.29088158903	-101377.93834736609	-110.35253422293783	-101377.93834736609	10.474469791779137	1.0	0.9823080784764229	0.5031292926091792	0.49687070739082334	0.6931471805599453	3.462711771512431	-103.15561804603922	0.27020607872699354	0.3047519489267086	2.0431102119013915
21860000	-101478.93417573858	-101371.08866589161	-107.84550984697309	-101371.08866589161	9.501311704884703	1.0	0.9823080784764229	0.5031292926091792	0.49687070739082334	0.6931471805599453	3.2375823855282793	-100.64859367007448	0.2935658348532135	0.3289353797484426	1.9645688116775823
21870000	-101516.96961843417	-101382.15192542078	-134.81769301338875	-101382.15192542078	17.246162243278523	1.0	0.9823080784764229	0.5025602000812222	0.4974397999187803	0.6931471805599453	3.3716082408879866	-127.62077683649015	0.1822537319464091	0.1440737407949293	1.5350008844464447
21880000	-101520.91529584903	-101378.38637860131	-142.52891724772277	-101378.38637860131	26.32879171189385	1.0	1.0146163311356395	0.5011695519303594	0.49883044806964305	0.6931471805599453	3.4161110948519093	-135.29969281816494	0.12423286790790064	0.616373112798634	1.2644273234579022
21890000	-101503.03236906813	-101376.98206394142	-126.0503051266971	-101376.98206394142	16.357855950716353	1.0	1.036958271884828	0.5022888082410369	0.4977111917589637	0.6931471805599453	3.1196748596680823	-118.79873875639008	0.17656482315044666	0.5714915268193761	1.3300991596976568
21900000	-101504.51207063878	-101374.91868165691	-129.59338898186567	-101374.91868165691	14.115663182400874	1.0	1.043630447859095	0.5019850382090393	0.49801496179096144	0.6931471805599453	3.1409566935137883	-122.3351504355844	0.26780965538400314	0.21306200781939327	1.2222352435896322
21910000	-101517.05749732912	-101372.9790754496	-144.07842187951545	-101372.9790754496	24.725597906187343	1.0	1.0332748446100144	0.5014175481741746	0.49858245182582606	0.6931471805599453	3.4513496117155764	-136.83053893648324	0.07294594937294449	0.72606138846511	1.0283940658057888
21920000	-101476.21895725942	-101371.55836646062	-104.66059079880085	-101371.55836646062	10.637471542019455	1.0	1.06134396380619	0.5023747904172405	0.49762520958276063	0.6931471805599453	3.175381832661169	-97.38463873657247	0.36875711373585957	0.11861755030932854	1.8923242101724052
