#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="3.0" name="distr" upper="3.5"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-104768.59385780773	-103956.05892190311	-812.5349359046224	-103956.05892190311	61.34353649297876	1.0	1.0	0.5	0.5	-805.3203278062002	0.5	0.5	0.6931471805599453	3.0586833475594917	1.0
10000	-102435.91627030246	-102235.91526420292	-200.00100609954475	-102235.91526420292	76.8264212464113	1.0	1.099526189673038	0.5022230042501096	0.4977769957498906	-192.68687181144952	0.03732735546309215	0.33157580005306714	0.6931471805599453	3.3789948067489948	0.49913176291695466
20000	-101989.33117198334	-101829.37060862487	-159.96056335847138	-101829.37060862487	38.90169980843469	1.0	1.099526189673038	0.5022230042501096	0.4977769957498906	-152.64642907037614	0.08094977300663904	0.340325231713529	0.6931471805599453	3.100198119966977	0.8666033930930874
30000	-101682.71479831023	-101538.84491835847	-143.86987995176565	-101538.84491835847	23.45419210708411	1.0	1.0477868807871376	0.5014726372115675	0.49852736278843257	-136.60748497255634	0.13599510350124333	0.4974111390655276	0.6931471805599453	3.078842537970042	0.9628229885212051
40000	-101671.48805413058	-101532.52842337996	-138.95963075061968	-101532.52842337996	19.817659278370407	1.0	1.0477868807871376	0.5014726372115675	0.49852736278843257	-131.69723577141036	0.20755095886888394	0.2331527268527291	0.6931471805599453	3.0934957036993356	0.9985784852629211
50000	-101653.46637525345	-101530.7926401904	-122.67373506305107	-101530.7926401904	14.934192612638524	1.0	1.0562048793330616	0.500461243976355	0.49953875602364506	-115.40292208529581	0.28367620518255565	0.0905383464957348	0.6931471805599453	3.131137588237951	1.2090977541482955
60000	-101671.6781386788	-101537.33281789495	-134.34532078386584	-101537.33281789495	22.474073642189033	1.0	1.0111983376935696	0.500194465778306	0.49980553422169405	-127.1195143477501	0.1528715698831834	0.33507950046357404	0.6931471805599453	3.2174128267496247	1.5410043901217234
70000	-101661.4151883854	-101539.43249567863	-121.98269270677784	-101539.43249567863	12.114395501919429	1.0	1.0412768056287915	0.5000346625425678	0.49996533745743227	-114.72680780272685	0.16143001597584827	0.6839028308315985	0.6931471805599453	3.318140383020144	1.633625661785574
80000	-101648.53669431143	-101534.919500748	-113.61719356343843	-101534.919500748	11.868572702148397	1.0	1.0412768056287915	0.5000346625425678	0.49996533745743227	-106.36130865938745	0.19283122429018223	0.5821098517472055	0.6931471805599453	3.002511776053518	1.7738184515012179
90000	-101683.21468362406	-101541.52010588109	-141.69457774296262	-101541.52010588109	55.36742169934848	1.0	1.0162683652572804	0.5018716374370341	0.49812836256296583	-134.46370127928316	0.07360460511616189	0.7697896419022462	0.6931471805599453	3.058526744350408	1.5756283583607023
100000	-101670.66803433083	-101540.21679361115	-130.45124071966885	-101540.21679361115	18.846499022451898	1.0	1.0162683652572804	0.5018716374370341	0.49812836256296583	-123.22036425598937	0.17565023348449774	0.2648932090401838	0.6931471805599453	3.200132982128266	1.3817826573303498
110000	-101669.20276085044	-101539.3382377593	-129.86452309115222	-101539.3382377593	19.945370472095018	1.0	0.985592146859372	0.4986969318607354	0.5013030681392646	-122.66432284587064	0.0798381000672567	0.7349442728859166	0.6931471805599453	3.4116047291900453	1.8452476087915688
120000	-101646.8410585491	-101544.43597210471	-102.405086444388	-101544.43597210471	7.546527486670913	1.0	1.046144562075937	0.4990034303507347	0.5009965696492652	-95.14433378388988	0.4810482669163899	0.007564113148295922	0.6931471805599453	3.0481038484823233	2.1387402573473917
130000	-101643.5648622906	-101543.51367002778	-100.05119226281892	-101543.51367002778	6.976246165353959	1.0	1.046144562075937	0.501476688802139	0.4985233111978609	-92.79043960232079	0.3151208911280898	0.3830922329683231	0.6931471805599453	3.472274649752508	2.603467736330448
140000	-101634.11400258928	-101537.39490536311	-96.71909722617809	-101537.39490536311	11.567084572030671	1.0	1.046144562075937	0.498520042295345	0.501479957704655	-89.45834456567997	0.21141890222375573	0.7338167195698223	0.6931471805599453	3.280332068159966	3.7490214298447757
150000	-101628.18326245263	-101540.86515811786	-87.31810433477008	-101540.86515811786	6.930357459994067	1.0	1.046144562075937	0.5011979459850366	0.49880205401496347	-80.05735167427196	0.3826151318703268	0.26924272729146564	0.6931471805599453	3.043524788599087	3.6009807055485465
160000	-101634.29081340699	-101549.15856265785	-85.1322507491472	-101549.15856265785	9.136055630054285	1.0	1.046144562075937	0.5018979304175482	0.498102069582452	-77.87149808864908	0.48887627263494754	0.15453434166705296	0.6931471805599453	3.320418695576986	3.8367814719455615
