#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2.0" name="distr" upper="2.5"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-115959.25255800095	-115901.15462082645	-58.097937174503485	-115901.15462082645	2.0653734909923345	1.0	1.0	0.5	0.5	-50.883329076081296	0.5	0.5	0.6931471805599453	2.004817486020341	1.0
10000	-99508.76988465912	-99380.0978446781	-128.67203998103622	-99380.0978446781	17.534689070190336	1.0	1.0	0.49910801439001407	0.5008919856099859	-121.45743188261402	0.19254383520065196	0.16090180900253293	0.6931471805599453	2.4338894321801106	0.893902737676478
20000	-99509.50020068332	-99387.23535448073	-122.26484620259436	-99387.23535448073	12.171595565094034	1.0	0.9821056189896828	0.49802938221114496	0.501970617788855	-115.06813248518249	0.3130359853542866	0.028724167134109413	0.6931471805599453	2.4530909697733194	1.0753841114737859
30000	-99511.00193503563	-99378.23208667437	-132.76984836126337	-99378.23208667437	20.506318850547924	1.0	0.9821056189896828	0.49802938221114496	0.501970617788855	-125.57313464385147	0.14493186106311237	0.26490808005676947	0.6931471805599453	2.4710627182336213	0.9716903958840195
40000	-99504.49516668434	-99377.09524254654	-127.39992413780445	-99377.09524254654	13.04210092214897	1.0	1.0313243510403114	0.49848142153373964	0.5015185784662601	-120.15399168834193	0.20634021798388555	0.1666495477258768	0.6931471805599453	2.4464102480905106	0.8431773708589373
50000	-99507.86244790527	-99378.4502250378	-129.41222286746398	-99378.4502250378	39.24043440988376	1.0	0.9957882601155024	0.4977135118526378	0.5022864881473621	-122.20182650892629	0.12564955016016346	0.6961542432632561	0.6931471805599453	2.183728261944437	1.1169242154924033
60000	-99496.38599894376	-99376.52852763036	-119.85747131340429	-99376.52852763036	14.18924011847515	1.0	1.0510611739943978	0.4954235039029759	0.504576496097024	-112.5918020409877	0.1602177269976676	0.6358272829818115	0.6931471805599453	2.196279069403344	1.0769254372590942
70000	-99495.21503738749	-99376.99107352218	-118.2239638653126	-99376.99107352218	12.904483104636222	1.0	0.9920073938141605	0.49829064457501776	0.5017093554249822	-111.01734837307625	0.22640531940834685	0.07312240548227962	0.6931471805599453	2.357603152389303	1.1534744140182016
80000	-99494.70742500696	-99375.89704429355	-118.81038071340542	-99375.89704429355	12.065541193627967	1.0	1.035310329886592	0.4952883293872354	0.5047116706127645	-111.56046228509663	0.22796830386301434	0.4200097107642557	0.6931471805599453	2.1976291386877085	1.0286122162325808
90000	-99499.52915608593	-99378.28854849328	-121.24060759265285	-99378.28854849328	14.267616201650254	1.0	1.035310329886592	0.4998579244994533	0.5001420755005466	-113.99068916434406	0.19962422347825212	0.08136194546284503	0.6931471805599453	2.160727707925444	1.0650359310247397
100000	-99481.0331990977	-99369.95313019329	-111.08006890441824	-99369.95313019329	9.479411265627343	1.0	1.035310329886592	0.49865986841818466	0.5013401315818152	-103.83015047610945	0.2643353947840475	0.1083960863786028	0.6931471805599453	2.007629640793075	1.1506052879774915
110000	-99500.34032635184	-99384.40704154609	-115.93328480574802	-99384.40704154609	13.995836806074344	1.0	1.011173318408557	0.4977892489583354	0.5022107510416645	-108.70750338891727	0.24822502830363855	0.3221249429240948	0.6931471805599453	2.096793237534568	1.112345239050851
120000	-99518.28864910193	-99379.88454831312	-138.40410078881754	-99379.88454831312	31.668745203712508	1.0	1.0076992741911268	0.49737325219014844	0.5026267478098513	-131.18179341620421	0.04806502294818603	0.8867670164144712	0.6931471805599453	2.325023983884689	0.9685989229135669
130000	-99492.7985905247	-99378.29315843231	-114.50543209239561	-99378.29315843231	11.149856019572644	1.0	1.0433453889716249	0.4972976072654117	0.5027023927345884	-107.24747860500179	0.28562984334351077	0.2701741804900015	0.6931471805599453	2.3100921972079522	1.0005479604960854
140000	-99492.66804945125	-99374.34422959299	-118.32381985826545	-99374.34422959299	11.880056515193628	1.0	1.0433453889716249	0.49738946152650454	0.5026105384734956	-111.06586637087163	0.19794212415148402	0.5270550289377354	0.6931471805599453	2.0382628121194784	1.020935827111155
150000	-99492.21068172151	-99382.93900309308	-109.27167862843562	-99382.93900309308	8.594206311526687	1.0	1.0180504116180975	0.49837986744676577	0.5016201325532343	-102.03902011839534	0.23186266354286084	0.3934135588690949	0.6931471805599453	2.0032812822563546	1.2121047403371228
160000	-99501.23295947924	-99380.34668588826	-120.88627359097978	-99380.34668588826	16.766623030449466	1.0	1.0180504116180975	0.49930630460852377	0.5006936953914765	-113.6536150809395	0.20474822281867344	0.34555410088146826	0.6931471805599453	2.071112795695839	1.2011469241117705
