#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="2.5" name="distr" upper="3.0"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-116212.63881277022	-116168.56897874623	-44.06983402398381	-116168.56897874623	2.5164986834741176	1.0	1.0	0.5	0.5	-36.85522592556162	0.5	0.5	0.6931471805599453	2.5028834736969996	1.0
10000	-99876.622430653	-99758.19930212032	-118.42312853268864	-99758.19930212032	11.826567212857725	1.0	1.7802471056466138	0.5010425389456897	0.49895746105431027	-110.42827332861984	0.17377129926467103	0.5207591652905748	0.6931471805599453	2.960414393611828	0.5542169784298984
20000	-99805.6832268533	-99659.02258998356	-146.6606368697385	-99659.02258998356	51.23484608505177	1.0	0.9865294980682211	0.5022339820040463	0.49776601799595344	-139.4594992732481	0.03063325703008362	0.9141546065866404	0.6931471805599453	2.503821448839732	0.8797461426733247
30000	-99779.18718487742	-99654.65458518318	-124.53259969423577	-99654.65458518318	11.23049323320382	1.0	0.9865294980682211	0.5038106014355486	0.49618939856445127	-117.33146209774536	0.24695066603580137	0.34487958979982586	0.6931471805599453	2.670350014212045	0.9235444135923004
40000	-99776.98766975985	-99660.75712282087	-116.23054693898348	-99660.75712282087	9.255656434500558	1.0	1.1532765584313485	0.5039539378637621	0.496046062136238	-108.86266228212995	0.2337317054934949	0.39901344021745677	0.6931471805599453	2.7850629747388416	0.8938016286934717
50000	-99781.63808831717	-99649.07672298687	-132.56136533029974	-99649.07672298687	15.746370870740513	1.0	1.1532765584313485	0.5039539378637621	0.496046062136238	-125.19348067344619	0.15534502675160328	0.16254797559461992	0.6931471805599453	2.7070355300267908	0.6965853269712121
60000	-99785.42027035977	-99648.84750635798	-136.57276400178543	-99648.84750635798	33.62143060193826	1.0	1.1532765584313485	0.502192277186803	0.497807722813197	-129.2048793449319	0.1338922821984339	0.543885202080107	0.6931471805599453	2.7295265547529195	0.6940218484346371
70000	-99780.40578768127	-99649.02243747174	-131.3833502095298	-99649.02243747174	17.19787654386242	1.0	1.015244814575795	0.5040027668489382	0.4959972331510617	-124.15349729653181	0.29088279748711215	0.08981983892565876	0.6931471805599453	2.515671660990854	0.8478357184693096
80000	-99773.37754309879	-99642.3677071286	-131.0098359701924	-99642.3677071286	16.803994818906812	1.0	1.0231867316309333	0.5023681002182255	0.49763189978177436	-123.77204114013927	0.1752547256939911	0.08776022593617476	0.6931471805599453	2.8835288378486177	0.8459766031891913
90000	-99788.33011095304	-99645.99308953724	-142.3370214157987	-99645.99308953724	38.428169037028155	1.0	1.0416330564804295	0.5029998732034406	0.4970001267965595	-135.08078026089606	0.07550543932188597	0.7138116513577814	0.6931471805599453	2.93807714126085	0.7080328919283074
100000	-99767.52365961779	-99635.26893418607	-132.2547254317222	-99635.26893418607	21.560938886001736	1.0	1.0183464032955354	0.503288981318437	0.49671101868156303	-125.02177093000445	0.1986671752634375	0.1527504641914213	0.6931471805599453	2.8680171105103693	0.7938508434744522
110000	-99776.9156574331	-99648.31804159432	-128.59761583878495	-99648.31804159432	15.691602329506681	1.0	0.9929375185251809	0.500926910769866	0.49907308923013394	-121.3900702218376	0.09526302306739058	0.7847271484081946	0.6931471805599453	2.58901892179021	0.9861403492030346
120000	-99785.4082104994	-99647.67460543652	-137.73360506288176	-99647.67460543652	23.696290258765593	1.0	1.0081035396353701	0.502630108038782	0.497369891961218	-130.51089342482422	0.14137259551252926	0.3758693332177609	0.6931471805599453	2.6294675776452756	0.8193934631823185
130000	-99786.42423455161	-99653.5269120696	-132.8973224820103	-99653.5269120696	13.447348694844532	1.0	1.0715406533479632	0.500343410994917	0.4996565890050831	-125.61117373024014	0.1535317047276732	0.19404959432683833	0.6931471805599453	2.7128856871451785	0.7887539552838199
140000	-99778.93474419414	-99646.72337512815	-132.21136906598952	-99646.72337512815	13.287994914035457	1.0	1.0715406533479632	0.4997905767352708	0.5002094232647293	-124.92522031421936	0.16929164864144366	0.29729588187395734	0.6931471805599453	2.6597303008600446	0.7348838762953315
150000	-99779.16592706837	-99648.65829745817	-130.50762961020993	-99648.65829745817	13.866855454668288	1.0	1.0715406533479632	0.5009803470308717	0.4990196529691284	-123.22148085843978	0.2382215957933663	0.0795449520783908	0.6931471805599453	2.908574565818394	0.67259011413788
160000	-99783.01671929815	-99647.07080767653	-135.9459116216222	-99647.07080767653	14.101326040981764	1.0	1.0778608809297874	0.5041177315810346	0.4958822684189656	-128.65344264227022	0.16834647222189486	0.405864842438361	0.6931471805599453	2.964961234601011	0.6500786532332175
