#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="0.8" name="distr" upper="1.3"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-110726.27989819014	-110652.74377834538	-73.53611984476035	-110652.74377834538	3.1780275088137717	1.0	1.0	0.5	0.5	-66.32151174633816	0.5	0.5	0.6931471805599453	0.8033236756178265	1.0
10000	-94206.22520893281	-94135.68567729117	-70.53953164163401	-94135.68567729117	3.8286031864634285	1.0	0.974339950230943	0.5016193672428632	0.49838063275713673	-63.35058359298089	0.7541794854070596	0.30569145821524574	0.6931471805599453	0.8826370949587633	1.4300134425836306
20000	-94225.54273580425	-94132.80236472072	-92.74037108353987	-94132.80236472072	5.830548890401999	1.0	0.9710241200686835	0.4967639289321433	0.5032360710678565	-85.554738865049	0.3447230444530839	0.21222037951351858	0.6931471805599453	1.262550575262448	0.9161172503487327
30000	-94222.3806809691	-94140.71680552869	-81.66387544040883	-94140.71680552869	5.037171075005838	1.0	0.9710241200686835	0.5030370048662431	0.49696299513375664	-74.47824322191796	0.5966061916660024	0.15465285871887585	0.6931471805599453	1.1987567083900987	1.0809110271545088
40000	-94231.6888425516	-94155.64977541304	-76.0390671385508	-94155.64977541304	4.1209847412666525	1.0	1.0	0.5005037847720403	0.4994962152279595	-68.82445904012862	0.6615661137763532	0.17223637504908176	0.6931471805599453	0.9944703247025367	1.2065748045984075
50000	-94219.01234518738	-94142.69013365943	-76.32221152794658	-94142.69013365943	4.073495807092326	1.0	1.0	0.5012726529187083	0.4987273470812915	-69.10760342952439	0.569029186086343	0.29563293040785577	0.6931471805599453	1.1026828651474383	1.2147771415277042
60000	-94223.45109868114	-94135.34165443321	-88.10944424791717	-94135.34165443321	5.174578615786626	1.0	1.0	0.49941115924010515	0.5005888407598946	-80.89483614949498	0.4479774469248798	0.10958684383113312	0.6931471805599453	1.2216040423004246	0.9895907024288525
70000	-94212.84183531227	-94137.3966320819	-75.44520323037122	-94137.3966320819	4.24033124818897	1.0	0.8981866020788619	0.5029400610351781	0.4970599389648217	-68.33240852987016	0.6290881261043273	0.4782274038014874	0.6931471805599453	1.0405247442409011	1.4352271043801414
80000	-94213.33085904579	-94133.37836005946	-79.95249898633024	-94133.37836005946	4.190662782785051	1.0	0.9350698493851207	0.4982468633928775	0.5017531366071225	-72.80282103852294	0.8339145137820365	0.3298486002828483	0.6931471805599453	1.036589233791867	1.3214784429546282
90000	-94216.55815815291	-94142.31501484626	-74.24314330665459	-94142.31501484626	3.7104552742591195	1.0	0.9902727355909762	0.5024219499224803	0.4975780500775194	-67.03826247264142	0.5540956885006539	0.4240177259402368	0.6931471805599453	0.9771733727551761	1.253694613143446
100000	-94204.02588182986	-94126.3238796073	-77.70200222255593	-94126.3238796073	4.390827564735808	1.0	0.9611087148191279	0.5029027014298325	0.4970972985701672	-70.52628540931461	0.4824381272357962	0.3572193761472916	0.6931471805599453	1.0480200912036606	1.2236593632453243
110000	-94213.65250954099	-94142.03355733088	-71.6189522101038	-94142.03355733088	4.181315214036718	1.0	0.9611087148191279	0.5002629246935476	0.49973707530645217	-64.44323539686248	0.5462504726856596	0.2943855405502538	0.6931471805599453	0.8638461647485193	1.413381846480559
120000	-94212.19995097577	-94134.12147746154	-78.07847351424286	-94134.12147746154	4.477603780183095	1.0	0.8904543254810625	0.5010992508270073	0.4989007491729924	-70.97341109033961	0.6197031751206334	0.09976320020684777	0.6931471805599453	0.9930209533815103	1.4147817995586005
130000	-94204.08390940314	-94134.58258764606	-69.50132175707432	-94134.58258764606	3.4867786559174707	1.0	0.984012670562808	0.5039248767409492	0.49607512325905057	-62.302700988089335	0.5803167117593359	0.1606793143861097	0.6931471805599453	0.883120016389981	1.396703270958822
140000	-94219.10196812314	-94138.03366766957	-81.06830045357246	-94138.03366766957	4.597926758082937	1.0	0.984012670562808	0.49895118737853617	0.5010488126214635	-73.86967968458747	0.43551627261329134	0.34199178155488574	0.6931471805599453	1.1058422575847449	1.1510171311073585
150000	-94218.96046007256	-94133.92723507155	-85.03322500100442	-94133.92723507155	4.749108920633871	1.0	0.9462468207225091	0.5021042978792604	0.49789570212073936	-77.87237008185973	0.6286668119485783	0.008322233084543211	0.6931471805599453	1.2705359681314172	1.10498199073687
160000	-94224.286861219	-94143.06279219022	-81.22406902879163	-94143.06279219022	4.670538859984901	1.0	0.8941855104165253	0.4994430822627612	0.5005569177372389	-74.11527541995292	0.4092083362559452	0.47699413151379033	0.6931471805599453	1.1514615695342172	1.373453304649714
170000	-94198.62365603978	-94128.07548001349	-70.54817602628762	-94128.07548001349	3.767067222328444	1.0	0.9068901026918208	0.49964515885786265	0.5003548411421368	-63.426677825173606	0.8104693038968067	0.1761231706458871	0.6931471805599453	0.9129478570366892	1.590153272467215
180000	-94207.17923646876	-94133.40989499046	-73.76934147829995	-94133.40989499046	3.9983807682412618	1.0	0.9130023632532828	0.5005464014416423	0.49945359855835714	-66.64173101662448	0.5088083751608614	0.364856976164657	0.6931471805599453	0.9704126706057831	1.4425490355456048
