"type","age","simulation","node","exist","N_nodes"
"consensus",15,10,68,22,FALSE
"consensus",15,10,69,22,TRUE
"consensus",15,10,70,22,TRUE
"consensus",15,10,71,22,FALSE
"consensus",15,10,72,22,TRUE
"consensus",16,10,51,17,TRUE
"consensus",16,10,57,17,TRUE
"consensus",16,10,58,17,TRUE
"consensus",16,10,59,17,TRUE
"consensus",16,10,60,17,TRUE
"consensus",16,10,61,17,TRUE
"consensus",16,10,66,17,TRUE
"consensus",17,10,51,19,TRUE
"consensus",17,10,52,19,TRUE
"consensus",17,10,53,19,TRUE
"consensus",17,10,54,19,TRUE
"consensus",17,10,55,19,FALSE
"consensus",17,10,56,19,TRUE
"consensus",17,10,57,19,TRUE
"consensus",17,10,69,19,FALSE
"consensus",2,10,51,49,TRUE
"consensus",2,10,52,49,TRUE
"consensus",2,10,53,49,TRUE
"consensus",2,10,54,49,TRUE
"consensus",2,10,55,49,FALSE
"consensus",2,10,56,49,TRUE
"consensus",2,10,57,49,TRUE
"consensus",2,10,58,49,TRUE
"consensus",2,10,59,49,TRUE
"consensus",2,10,60,49,TRUE
"consensus",2,10,61,49,TRUE
"consensus",2,10,62,49,TRUE
"consensus",2,10,63,49,TRUE
"consensus",2,10,64,49,TRUE
"consensus",2,10,66,49,TRUE
"consensus",2,10,67,49,TRUE
"consensus",2,10,68,49,TRUE
"consensus",2,10,69,49,TRUE
"consensus",2,10,70,49,TRUE
"consensus",2,10,75,49,TRUE
"consensus",2,10,76,49,TRUE
"consensus",2,10,77,49,TRUE
"consensus",2,10,78,49,TRUE
"consensus",2,10,79,49,TRUE
"consensus",2,10,80,49,TRUE
"consensus",2,10,81,49,FALSE
"consensus",2,10,82,49,TRUE
"consensus",2,10,83,49,TRUE
"consensus",2,10,84,49,TRUE
"consensus",2,10,85,49,TRUE
"consensus",2,10,86,49,TRUE
"consensus",2,10,87,49,TRUE
"consensus",2,10,88,49,FALSE
"consensus",2,10,89,49,TRUE
"consensus",2,10,90,49,TRUE
"consensus",2,10,91,49,TRUE
"consensus",2,10,92,49,TRUE
"consensus",2,10,93,49,TRUE
"consensus",3,10,51,42,TRUE
"consensus",3,10,52,42,TRUE
"consensus",3,10,53,42,TRUE
"consensus",3,10,54,42,TRUE
"consensus",3,10,55,42,TRUE
"consensus",3,10,56,42,TRUE
"consensus",3,10,57,42,TRUE
"consensus",3,10,58,42,TRUE
"consensus",3,10,59,42,TRUE
"consensus",3,10,60,42,TRUE
"consensus",3,10,61,42,TRUE
"consensus",3,10,62,42,TRUE
"consensus",3,10,64,42,TRUE
"consensus",3,10,65,42,TRUE
"consensus",3,10,66,42,TRUE
"consensus",3,10,67,42,TRUE
"consensus",3,10,68,42,TRUE
"consensus",3,10,73,42,TRUE
"consensus",3,10,74,42,TRUE
"consensus",3,10,75,42,TRUE
"consensus",3,10,76,42,TRUE
"consensus",3,10,77,42,TRUE
"consensus",3,10,78,42,TRUE
"consensus",3,10,79,42,TRUE
"consensus",3,10,80,42,TRUE
"consensus",3,10,81,42,TRUE
"consensus",3,10,82,42,TRUE
"consensus",3,10,83,42,TRUE
"consensus",3,10,84,42,TRUE
"consensus",3,10,85,42,TRUE
"consensus",3,10,86,42,TRUE
"consensus",4,10,51,41,TRUE
"consensus",4,10,52,41,TRUE
"consensus",4,10,53,41,TRUE
"consensus",4,10,54,41,TRUE
"consensus",4,10,55,41,TRUE
"consensus",4,10,56,41,TRUE
"consensus",4,10,57,41,TRUE
"consensus",4,10,58,41,TRUE
"consensus",4,10,59,41,TRUE
"consensus",4,10,60,41,TRUE
"consensus",4,10,61,41,TRUE
"consensus",4,10,62,41,TRUE
