family,n_trees,N,k,pi0,pi1,mu,q,clock_rate,t_R,concept,n_cogsets,ub_DS,ub_DT,inf_t_DS,inf_t_DT
TEA,NA,98,3421,0.9814112217122885,0.01858877828771211,1.3818625309478076,1.0000000000000004,0.00293042570345236,14.67253575279156,carry,21,20.330204341761018,1747.6046633649516,77.274,127.831
TEA,NA,98,3421,0.9771980771181414,0.0228019228818583,1.4540464597983425,0.9999999999999998,0.00293042570345236,14.67253575279156,cheek,19,25.19947721443449,1615.533379435038,87.55,146.247
TEA,NA,98,3421,0.9730225529006932,0.02697744709930693,0.6678029308636892,1,0.00293042570345236,14.67253575279156,chew,12,57.80087787450299,1110.6119159230736,219.975,354.448
TEA,NA,98,3421,0.975928419730932,0.02407158026906836,1.4962582097804855,1.0000000000000004,0.00293042570345236,14.67253575279156,child,22,26.023619071887193,1876.678715099267,89.119,149.514
TEA,NA,98,3421,0.9748796112665138,0.02512038873349031,0.9627294035236482,1.000000000000004,0.00293042570345236,14.67253575279156,chin,15,43.19577335248204,1347.0391417985854,143.612,234.03
TEA,NA,98,3421,0.9654188912054404,0.03458110879455872,0.6410015873618986,0.9999999999999992,0.00293042570345236,14.67253575279156,claw,11,65.9201168041539,1032.2007747356386,282.626,465.371
TEA,NA,98,3421,0.8659789697090231,0.13402103029097262,0.42521409215534506,0.9999999999999958,0.00293042570345236,14.67253575279156,cloud,6,91.46878433076171,583.0799255168731,1228.534,2383.112
TEA,NA,98,3421,0.9747408467607722,0.0252591532392325,0.7094310523878438,1.0000000000000049,0.00293042570345236,14.67253575279156,cold,14,53.84125954957779,1286.1668424246468,195.786,314.492
TEA,NA,98,3421,0.9355219172880144,0.06447808271198252,0.43797349913200895,0.999999999999997,0.00293042570345236,14.67253575279156,come,8,84.81947597425611,771.0955961868978,688.718,1209.011
TEA,NA,98,3421,0.9725826222747602,0.02741737772524041,0.5059307621832361,1.0000000000000009,0.00293042570345236,14.67253575279156,cough,10,66.24391044441847,938.8379899788816,294.357,470.782
TEA,NA,98,3421,0.9297815844878328,0.07021841551216468,1.2246570463682085,0.9999999999999974,0.00293042570345236,14.67253575279156,count,10,66.50279921616388,939.2875521924509,263.518,476.034
TEA,NA,98,3421,0.9884298131477391,0.01157018685225934,0.6928307008780616,0.9999999999999984,0.00293042570345236,14.67253575279156,cover,19,27.76131818757779,1631.2592647585757,101.945,156.509
TEA,NA,98,3421,0.9862400638815032,0.01375993611849599,1.0062092022872076,0.9999999999999992,0.00293042570345236,14.67253575279156,crush,29,21.009608113796705,2421.2390888974096,81.709,130.303
TEA,NA,98,3421,0.959045268655692,0.04095473134431023,0.5828359422630174,1.0000000000000022,0.00293042570345236,14.67253575279156,cry,11,72.27401631922741,1042.2926163839836,357.894,598.28
TEA,NA,98,3421,0.9727534348079644,0.02724656519203992,0.7210712376346,1.0000000000000044,0.00293042570345236,14.67253575279156,cut,13,55.69177291580598,1198.5088764470522,205.454,332.301
TEA,NA,98,3421,0.9443952427475406,0.05560475725246267,0.18194220092326469,1.000000000000003,0.00293042570345236,14.67253575279156,day,8,91.93433637683202,777.7937368542149,1472.403,2519.268
TEA,NA,98,3421,0.9269754530110308,0.07302454698897126,0.6681810224305036,1.0000000000000022,0.00293042570345236,14.67253575279156,deep,8,80.24958747849007,766.5502252460926,498.009,892.784
TEA,NA,98,3421,0.9262029523820492,0.07379704761795068,0.4377247415244057,1,0.00293042570345236,14.67253575279156,die,9,86.36371372720414,869.1728387927609,766.455,1368.988
TEA,NA,98,3421,0.9351237140591356,0.06487628594086452,0.8789755325419841,1.0000000000000002,0.00293042570345236,14.67253575279156,dig,9,72.78753210753959,853.4547574253675,344.881,612.435
TEA,NA,98,3421,0.9900254681164582,0.00997453188354075,1.2395104038009097,0.9999999999999988,0.00293042570345236,14.67253575279156,dirty,30,7.655173953417314,2263.2417621398386,50.04,82.425
TEA,NA,98,3421,0.9714996871509014,0.02850031284909921,1.1767748995925222,1.0000000000000009,0.00293042570345236,14.67253575279156,do,17,40.40490955181008,1516.2466355725496,130.813,217.461
TEA,NA,98,3421,0.9581339060133702,0.04186609398662613,0.2809663029507866,0.9999999999999964,0.00293042570345236,14.67253575279156,dog,8,85.30414373193705,771.5447953873106,756.01,1252.795
TEA,NA,98,3421,0.9686947396589838,0.03130526034101534,0.4237740198579438,0.9999999999999992,0.00293042570345236,14.67253575279156,drink,9,73.61678869264702,854.4391060763154,393.157,634.485
TEA,NA,98,3421,0.9626401027397586,0.03735989726023941,1.2182570917504898,0.999999999999998,0.00293042570345236,14.67253575279156,dry,12,48.39883518620294,1090.351982389865,158.66,269.481
TEA,NA,98,3421,0.9834502859224707,0.01654971407753404,1.648499532819483,1.0000000000000049,0.00293042570345236,14.67253575279156,dust,23,12.181804961225465,1818.697849492317,58.587,98.954
TEA,NA,98,3421,0.8788544122007986,0.12114558779919536,0.40631650188623714,0.999999999999994,0.00293042570345236,14.67253575279156,ear,6,91.18614145332553,582.8767348490451,1197.502,2288.397
TEA,NA,98,3421,0.9820853518009898,0.01791464819901081,1.132186606860624,1.0000000000000009,0.00293042570345236,14.67253575279156,eat,11,25.6782869033765,937.0592031520639,91.339,148.116
TEA,NA,98,3421,0.9783407405712652,0.0216592594287359,1.4167018310029746,1.000000000000001,0.00293042570345236,14.67253575279156,edge,25,24.384661365838948,2118.69731363836,85.981,143.064
TEA,NA,98,3421,0.9930649171402316,0.00693508285976736,0.2967306312000145,0.9999999999999988,0.00293042570345236,14.67253575279156,egg,18,39.93590092773443,1603.433951783102,151.427,214.69
TEA,NA,98,3421,0.8821070497363742,0.11789295026362726,0.3753474666282519,1.0000000000000016,0.00293042570345236,14.67253575279156,eye,6,91.59065377579836,583.1525006553403,1271.313,2418.867
TEA,NA,98,3421,0.965959841913728,0.03404015808627567,0.6504645787554074,1.0000000000000036,0.00293042570345236,14.67253575279156,fall,15,65.11595939739206,1405.728096403786,274.856,452.066
TEA,NA,98,3421,0.9713757921826618,0.02862420781734061,0.6197321532640726,1.0000000000000024,0.00293042570345236,14.67253575279156,far,11,61.76811278026651,1025.1591472547468,249.259,402.708
TEA,NA,98,3421,0.9804807079107164,0.01951929208928553,0.3698683665253437,1.000000000000002,0.00293042570345236,14.67253575279156,fat,13,65.76017489610781,1219.5322665163055,300.981,462.423
TEA,NA,98,3421,0.9501343477644734,0.04986565223553042,2.119886556575036,1.0000000000000038,0.00293042570345236,14.67253575279156,father,14,38.53484612316833,1242.7146720726753,115.728,207.227
TEA,NA,98,3421,0.9853087374482632,0.01469126255173312,0.273276717366814,0.9999999999999962,0.00293042570345236,14.67253575279156,fear,13,66.38882796613618,1220.7457372699378,318.385,473.071
TEA,NA,98,3421,0.9779927130024808,0.02200728699751693,1.3884747291633968,0.9999999999999978,0.00293042570345236,14.67253575279156,feather,18,25.58996091498194,1532.8638929926633,88.936,147.783
TEA,NA,98,3421,0.9316407524310272,0.06835924756897208,1.7648287015666964,0.9999999999999992,0.00293042570345236,14.67253575279156,female,9,55.06156025762796,828.8187025464215,179.054,326.482
TEA,NA,98,3421,0.9847176113371164,0.0152823886628829,1.982227145512911,0.9999999999999992,0.00293042570345236,14.67253575279156,fight,33,6.821346035693023,2460.2978926857277,45.477,79.175
TEA,NA,98,3421,0.9481410179646804,0.05185898203531922,0.6491701076172433,0.9999999999999996,0.00293042570345236,14.67253575279156,find,8,74.80698315397122,760.8180160422999,390.04,670.8
TEA,NA,98,3421,0.9021250438215268,0.09787495617846992,0.28191297127816034,0.9999999999999968,0.00293042570345236,14.67253575279156,fingernail,7,92.4235339472593,680.9928282346482,1476.914,2732.674
TEA,NA,98,3421,0.956737382564154,0.04326261743584765,0.4417186676220935,1.0000000000000018,0.00293042570345236,14.67253575279156,fire,8,78.93003001224395,765.1651099917863,494.115,826.763
TEA,NA,98,3421,0.9875705621224024,0.01242943787759983,0.5656222893224693,1.0000000000000022,0.00293042570345236,14.67253575279156,firewood,16,37.511853325712764,1416.2128585784822,132.95,201.601
TEA,NA,98,3421,0.9746986352005544,0.02530136479944845,0.5039478292935846,1.0000000000000029,0.00293042570345236,14.67253575279156,fish,15,64.23406637415253,1403.6936896494967,275.988,438.047
TEA,NA,98,3421,0.8932506839804446,0.10674931601955548,0.15579875283343178,1,0.00293042570345236,14.67253575279156,five,6,95.52255355898151,585.796547051987,2849.763,5327.469
TEA,NA,98,3421,0.982424490599444,0.01757550940055649,0.4992759231774957,1.0000000000000009,0.00293042570345236,14.67253575279156,flow,14,53.733825626672086,1285.880755152911,203.657,313.432
TEA,NA,98,3421,0.968553927439336,0.03144607256066388,0.7987761507469188,1,0.00293042570345236,14.67253575279156,flower,10,56.84801715917075,923.9136008242724,209.397,344.223
TEA,NA,98,3421,0.9792168839551706,0.02078311604483297,1.027208576955585,1.0000000000000036,0.00293042570345236,14.67253575279156,fly,3421,34.22256953834961,299998.2146542596,114.428,185.199
TEA,NA,98,3421,0.9255818583546648,0.0744181416453416,0.7347757607280911,1.0000000000000064,0.00293042570345236,14.67253575279156,fly_verb,9,78.90622201215808,860.8192929441512,459.616,827.099
TEA,NA,98,3421,0.9575605376030932,0.04243946239690301,0.8992109432608937,0.9999999999999964,0.00293042570345236,14.67253575279156,foam,13,61.964939906494735,1211.9843036646848,238.931,405.551
TEA,NA,98,3421,0.9649482309853324,0.03505176901466706,0.7664524359927367,0.9999999999999994,0.00293042570345236,14.67253575279156,fog,10,61.27922324614657,931.1971427690469,239.068,396.314
TEA,NA,98,3421,0.9805116996736648,0.01948830032633514,0.7061380982147195,1,0.00293042570345236,14.67253575279156,forehead,17,45.38850789736435,1534.4131754042442,157.461,248.121
TEA,NA,98,3421,0.6906617600273539,0.30933823997264376,0.2748433389761834,0.9999999999999976,0.00293042570345236,14.67253575279156,four,3,96.02694176491778,293.13194081557424,3055.019,6762.901
TEA,NA,98,3421,0.9877094430298392,0.01229055697016125,0.5367420589396679,1.0000000000000004,0.00293042570345236,14.67253575279156,freeze,14,39.00033485883603,1244.1151994470051,138.729,209.546
TEA,NA,98,3421,0.980839867190726,0.01916013280927101,0.7727673103959112,0.9999999999999972,0.00293042570345236,14.67253575279156,fruit,18,41.59826942981,1610.1900325709876,141.796,224.322
TEA,NA,98,3421,0.977702204799843,0.02229779520015507,0.8344751585316597,0.999999999999998,0.00293042570345236,14.67253575279156,full,13,44.14455588252285,1170.033851919076,149.617,239.999
TEA,NA,98,3421,0.950403797423633,0.04959620257636728,0.477573838655559,1.0000000000000002,0.00293042570345236,14.67253575279156,give,8,79.83106495270168,766.0986661883193,511.251,870.138
TEA,NA,98,3421,0.950590725467796,0.04940927453220772,1.8549208002159343,1.0000000000000038,0.00293042570345236,14.67253575279156,go,9,43.0080076707062,807.9090623324903,131.263,233.017
TEA,NA,98,3421,0.9878243170777524,0.01217568292224726,0.4640922610404423,0.9999999999999998,0.00293042570345236,14.67253575279156,good,14,43.870379413242745,1259.2003284849013,159.123,238.185
TEA,NA,98,3421,0.9319479125268916,0.06805208747311198,1.13212361250418,1.0000000000000036,0.00293042570345236,14.67253575279156,grasp,11,67.79121317050388,1035.3041108096832,278.101,499.55
TEA,NA,98,3421,0.979815953667255,0.02018404633274257,0.82177087468649,0.9999999999999976,0.00293042570345236,14.67253575279156,grass,14,41.222587222607906,1251.2101338787788,139.465,222.124
TEA,NA,98,3421,0.9241279731597696,0.07587202684022856,2.401737539832,0.999999999999998,0.00293042570345236,14.67253575279156,green,9,47.975995754978705,817.091211369464,142.786,266.64
TEA,NA,98,3421,0.9630345994858678,0.0369654005141334,1.894123202847625,1.000000000000001,0.00293042570345236,14.67253575279156,grow,22,32.316372706600426,1918.1727948629007,101.167,176.365
TEA,NA,98,3421,0.9681034460666424,0.03189655393335999,1.0300194916556604,1.0000000000000024,0.00293042570345236,14.67253575279156,guts,13,48.93327874770992,1182.541665302996,164.357,273.46
TEA,NA,98,3421,0.9644857598607876,0.03551424013921123,0.6648510517375879,0.9999999999999988,0.00293042570345236,14.67253575279156,hair,11,65.62782946282589,1031.7195204580012,278.634,460.481
TEA,NA,98,3421,0.9544776347557772,0.04552236524422637,1.4270067468739926,1.0000000000000036,0.00293042570345236,14.67253575279156,hard,15,49.450637032405,1365.9942344801286,159.537,277.533
TEA,NA,98,3421,0.98826852402807,0.01173147597192582,0.7028801289329507,0.9999999999999958,0.00293042570345236,14.67253575279156,head,17,27.73614695386769,1459.4153382450131,101.716,156.406
TEA,NA,98,3421,0.9471123613317008,0.05288763866830096,0.9012575683665688,1.0000000000000018,0.00293042570345236,14.67253575279156,hear,12,67.60383288244459,1129.0663933110386,285.475,495.721
TEA,NA,98,3421,0.9856297223999436,0.01437027760005716,0.7682640735432323,1.0000000000000009,0.00293042570345236,14.67253575279156,heart,12,31.652142938022536,1044.005486823188,111.127,173.255
TEA,NA,98,3421,0.9435320772406444,0.05646792275936305,0.4785908287300396,1.0000000000000075,0.00293042570345236,14.67253575279156,heavy,9,81.78981055954807,864.1030036853383,566.784,979.767
TEA,NA,98,3421,0.8531994732499852,0.14680052675001462,0.4290523788602703,1,0.00293042570345236,14.67253575279156,here,5,91.9194843371581,486.164606545152,1295.812,2547.912
TEA,NA,98,3421,0.9847441724899324,0.01525582751006176,0.6573492245753898,0.999999999999994,0.00293042570345236,14.67253575279156,hide,20,39.37255358517118,1779.0463721200026,136.811,211.604
TEA,NA,98,3421,0.9790255808484633,0.02097441915153937,1.4848008158865462,1.0000000000000024,0.00293042570345236,14.67253575279156,hit,29,21.806505325584737,2430.346273261342,79.807,133.279
TEA,NA,98,3421,0.9789094437465252,0.02109055625347826,0.6140843885690668,1.0000000000000036,0.00293042570345236,14.67253575279156,hole,13,52.802819950179575,1191.8742772814344,193.805,305.072
TEA,NA,98,3421,0.9614169383338864,0.0385830616661139,0.6495964529024594,1.0000000000000002,0.00293042570345236,14.67253575279156,horn,11,68.30786191403736,1036.0863549437552,305.598,508.965
TEA,NA,98,3421,0.961029207170252,0.0389707928297468,0.9176754964774096,0.9999999999999988,0.00293042570345236,14.67253575279156,hot,12,58.941887528191465,1112.9058886334187,218.147,367.51
TEA,NA,98,3421,0.9437697481908742,0.05623025180912558,0.8818542153361189,0.9999999999999998,0.00293042570345236,14.67253575279156,house,12,69.59326575657012,1132.534046953576,306.579,535.659
TEA,NA,98,3421,0.9459946116440628,0.05400538835593636,0.7301826700508763,0.9999999999999992,0.00293042570345236,14.67253575279156,how.,3421,73.10073500239996,324550.19875970535,358.368,620.655
TEA,NA,98,3421,0.9735394196605504,0.02646058033944824,1.2602002687085374,0.9999999999999988,0.00293042570345236,14.67253575279156,hunt,21,35.342008718113135,1847.6149619402,114.692,190.662
TEA,NA,98,3421,0.9560219696427884,0.04397803035720805,0.7778058658136059,0.9999999999999966,0.00293042570345236,14.67253575279156,ice,10,66.89242410610093,939.8268174354207,284.454,482.49
TEA,NA,98,3421,0.9641413374062996,0.03585866259370029,0.2912081109182716,0.9999999999999998,0.00293042570345236,14.67253575279156,in,7,82.78542928286278,672.9323813386621,641.232,1043.992
TEA,NA,98,3421,0.9866569639980284,0.0133430360019709,0.7429227466998537,0.9999999999999992,0.00293042570345236,14.67253575279156,jump,27,30.247954265191364,2338.256141208367,107.713,167.045
TEA,NA,98,3421,0.8866591298408122,0.11334087015918724,0.3184309962495208,0.9999999999999994,0.00293042570345236,14.67253575279156,kill,7,92.45552960033652,681.0305343757805,1456.595,2753.447
TEA,NA,98,3421,0.9766293213271392,0.02337067867286131,0.9225373452594106,1.0000000000000004,0.00293042570345236,14.67253575279156,knee,16,42.208621372739145,1433.432735310356,140.901,227.985
TEA,NA,98,3421,0.9495372046799496,0.05046279532005102,0.2019373090945793,1.0000000000000009,0.00293042570345236,14.67253575279156,know,9,90.48998635646053,873.5204460274273,1226.213,2073.469
TEA,NA,98,3421,0.9753297056785653,0.02467029432143597,0.6983297690016829,1.000000000000001,0.00293042570345236,14.67253575279156,lake,13,53.606187770535236,1193.7534473528415,194.934,312.327
TEA,NA,98,3421,0.9762331952961886,0.02376680470381034,0.19132953951351803,0.9999999999999988,0.00293042570345236,14.67253575279156,laugh,7,83.10791717727874,673.2019774788615,689.016,1066.09
TEA,NA,98,3421,0.9505305085777742,0.04946949142222458,0.8842519393378182,0.9999999999999988,0.00293042570345236,14.67253575279156,leaf,13,66.45737412552386,1220.9458139206606,275.569,474.874
TEA,NA,98,3421,0.9439517990747972,0.05604820092520674,1.1077418241851238,1.000000000000004,0.00293042570345236,14.67253575279156,left,11,63.5257326287233,1028.228832564504,243.436,427.844
TEA,NA,98,3421,0.9837303786847964,0.0162696213152036,0.6777695101845158,1,0.00293042570345236,14.67253575279156,leg,14,40.54709712526673,1249.0838485235713,140.323,218.202
TEA,NA,98,3421,0.9716929698027224,0.02830703019727612,0.2325495813385916,0.9999999999999986,0.00293042570345236,14.67253575279156,lick,8,82.73770887403789,769.010614566167,657.929,1040.146
TEA,NA,98,3421,0.9724642187506618,0.02753578124934028,1.0153727122201937,1.000000000000002,0.00293042570345236,14.67253575279156,lie,15,44.4723498104307,1351.0823107063966,147.235,242.145
TEA,NA,98,3421,0.9826268206321284,0.01737317936787222,0.6548810603303579,1.0000000000000004,0.00293042570345236,14.67253575279156,live,18,44.07208374984572,1619.7547902618176,153.73,239.503
TEA,NA,98,3421,0.8721757325995791,0.12782426740042485,1.108792882596575,1.000000000000004,0.00293042570345236,14.67253575279156,liver,6,80.06789215749708,574.8155848982506,455.848,886.173
TEA,NA,98,3421,0.836671138991253,0.16332886100874178,0.2184677209110208,0.9999999999999948,0.00293042570345236,14.67253575279156,long,5,95.53733512974983,488.20320533263646,2730.936,5444.448
TEA,NA,98,3421,0.9632764514370832,0.03672354856291868,0.9323128155703924,1.000000000000002,0.00293042570345236,14.67253575279156,look,12,56.688536542393294,1108.3823463232327,204.355,342.603
TEA,NA,98,3421,0.9714405871363572,0.0285594128636457,1.5053383221780825,1.0000000000000029,0.00293042570345236,14.67253575279156,look_for,19,31.62671442117574,1652.949302050995,102.453,173.205
TEA,NA,98,3421,0.980391417819788,0.019608582180215,0.4636759133206805,1.0000000000000029,0.00293042570345236,14.67253575279156,louse,11,59.43902364601208,1021.0250725193422,241.046,373.138
TEA,NA,98,3421,0.9844850914053992,0.01551490859459963,0.6032620685116753,0.9999999999999988,0.00293042570345236,14.67253575279156,man,16,43.03990884841046,1436.2759511527374,151.272,233.005
TEA,NA,98,3421,0.9894237169999353,0.01057628300006437,0.7201601117542512,0.9999999999999996,0.00293042570345236,14.67253575279156,many,25,23.432098317441245,2110.1567028192476,90.639,139.361
TEA,NA,98,3421,0.977459576592716,0.02254042340728455,0.4448349650226187,1.0000000000000004,0.00293042570345236,14.67253575279156,meat,13,64.56934735783103,1217.1951624340663,283.239,443.198
TEA,NA,98,3421,0.9180509276207784,0.08194907237922552,0.17565797941029107,1.000000000000004,0.00293042570345236,14.67253575279156,month,6,94.13711092466897,584.8558664544945,2071.537,3732.05
TEA,NA,98,3421,0.95852550609344,0.04147449390655857,0.19691215038150084,0.9999999999999988,0.00293042570345236,14.67253575279156,moon,8,89.09299133375002,775.1547385538713,1070.341,1766.136
TEA,NA,98,3421,0.9281276220089928,0.071872377991008915,1.830706067232018,1.0000000000000018,0.00293042570345236,14.67253575279156,mother,13,55.36872764492612,1197.8835046305926,179.55,329.532
TEA,NA,98,3421,0.9196445915247268,0.08035540847527987,1.3175046948984723,1.0000000000000064,0.00293042570345236,14.67253575279156,mountain,10,67.8109032796549,941.2323849218943,272.087,500.16
TEA,NA,98,3421,0.9253455297337684,0.07465447026622937,0.2414350375439496,0.9999999999999978,0.00293042570345236,14.67253575279156,mouth,7,91.85638411663761,680.522481838382,1402.137,2497.59
TEA,NA,98,3421,0.881254046311775,0.11874595368822638,0.5564233690484783,1.000000000000001,0.00293042570345236,14.67253575279156,name,7,88.33117277171257,677.6978690475629,862.053,1646.128
TEA,NA,98,3421,0.9849455547824651,0.01505444521753341,0.9286266398071306,0.9999999999999988,0.00293042570345236,14.67253575279156,narrow,22,26.610204947886405,1880.8213516544565,95.748,151.83
TEA,NA,98,3421,0.9837913433565628,0.01620865664343779,1.3479054174280067,1.0000000000000009,0.00293042570345236,14.67253575279156,nasal,26,17.015166382789893,2125.6002639731323,70.357,115.93
TEA,NA,98,3421,0.9675250403124414,0.03247495968755261,0.5289640275080844,0.999999999999994,0.00293042570345236,14.67253575279156,navel,12,69.29753617490721,1131.9836679127952,324.87,528.9
TEA,NA,98,3421,0.987892295658628,0.01210770434137033,0.4651591072678524,0.9999999999999984,0.00293042570345236,14.67253575279156,near,16,43.592906700590895,1438.1481792868215,157.981,236.431
TEA,NA,98,3421,0.9623052240148012,0.03769477598519906,0.5364763774604316,1.0000000000000004,0.00293042570345236,14.67253575279156,neck,9,72.35269144938135,852.879116142899,362.915,600.232
TEA,NA,98,3421,0.973848983878514,0.02615101612148387,0.4548082846145305,0.999999999999998,0.00293042570345236,14.67253575279156,new,13,67.82208002286754,1223.5202199600367,314.53,499.341
TEA,NA,98,3421,0.9676338453594224,0.03236615464057785,0.4454478859634956,1.0000000000000002,0.00293042570345236,14.67253575279156,night,9,73.22956755539795,853.9624837778024,384.681,623.615
TEA,NA,98,3421,0.9750526346982078,0.02494736530179192,0.6622904166448718,0.9999999999999998,0.00293042570345236,14.67253575279156,nose,14,55.66968638571454,1290.6429918081294,207.507,332.057
TEA,NA,98,3421,0.9174262606342988,0.08257373936570409,0.6113884482477987,1.0000000000000029,0.00293042570345236,14.67253575279156,not,6,83.35881130762203,577.2601283210406,598.697,1089.014
TEA,NA,98,3421,0.984062365153303,0.01593763484669907,0.7200059106053223,1.000000000000002,0.00293042570345236,14.67253575279156,old,19,37.64257634256789,1682.365227145845,129.75,202.304
TEA,NA,98,3421,0.914560763729112,0.0854392362708857,0.21143987214225476,0.9999999999999978,0.00293042570345236,14.67253575279156,one,7,93.3955373487477,681.752119520291,1776.933,3222.032
TEA,NA,98,3421,0.9841494297611988,0.01585057023879898,0.9923657070461284,0.9999999999999978,0.00293042570345236,14.67253575279156,open,14,26.07261202706792,1194.4378459701827,93.708,149.676
TEA,NA,98,3421,0.9740827155462978,0.02591728445370163,0.8198948705209417,0.9999999999999994,0.00293042570345236,14.67253575279156,other,17,49.85156206932435,1549.3568664335085,173.17,280.509
TEA,NA,98,3421,0.9448145143032812,0.05518548569672239,1.0374135293835205,1.0000000000000038,0.00293042570345236,14.67253575279156,person,9,64.9376132605978,843.222416483028,256.701,449.54
TEA,NA,98,3421,0.9816634127049028,0.01833658729509503,0.12510972259829314,0.999999999999998,0.00293042570345236,14.67253575279156,play,10,85.42513407680539,964.5491128120506,842.941,1262.411
TEA,NA,98,3421,0.9531458732490836,0.0468541267509109,1.0831665611321242,0.9999999999999946,0.00293042570345236,14.67253575279156,pull,12,59.243320981985136,1113.5149453060726,215.196,371.139
TEA,NA,98,3421,0.9690288795489236,0.03097112045107991,0.829240426082192,1.0000000000000036,0.00293042570345236,14.67253575279156,pus,10,55.19284401758588,921.0728902472622,199.134,327.399
TEA,NA,98,3421,0.9550703046352396,0.04492969536475706,0.4962231376487757,0.9999999999999968,0.00293042570345236,14.67253575279156,push,10,77.45243953117995,954.5345120467455,453.768,763.993
TEA,NA,98,3421,0.949300718599529,0.05069928140046614,0.2239296186807,0.9999999999999952,0.00293042570345236,14.67253575279156,put,7,89.65294095441257,678.7254364087576,1110.01,1879.362
TEA,NA,98,3421,0.9808499417063214,0.01915005829367681,0.4887282984113621,0.9999999999999982,0.00293042570345236,14.67253575279156,rain,13,57.108519340675045,1201.6335613562073,224.072,346.856
TEA,NA,98,3421,0.962792529757668,0.03720747024233505,1.0063554768333192,1.000000000000003,0.00293042570345236,14.67253575279156,raw,10,54.652676123225355,920.141641732689,191.403,322.231
TEA,NA,98,3421,0.925771994497333,0.07422800550266472,0.8025623891693195,0.9999999999999978,0.00293042570345236,14.67253575279156,red,7,77.23488100771014,668.001048536701,419.961,756.598
TEA,NA,98,3421,0.968671676115882,0.03132832388411577,1.1247275897212867,0.9999999999999978,0.00293042570345236,14.67253575279156,remain,14,45.273797352659514,1263.339340544132,148.259,247.435
TEA,NA,98,3421,0.9650844489582636,0.0349155510417348,0.7480907433527098,0.9999999999999986,0.00293042570345236,14.67253575279156,right,12,61.87620148110652,1118.5724000603293,244.137,404.248
TEA,NA,98,3421,0.9784977874984052,0.02150221250159536,1.0814984386329365,1.0000000000000009,0.00293042570345236,14.67253575279156,ripe,14,33.56754076204678,1225.3023141696099,111.911,182.094
TEA,NA,98,3421,0.9759784741485126,0.02402152585148489,1.2047017601415153,0.9999999999999974,0.00293042570345236,14.67253575279156,rise,22,33.57693242762856,1925.5443246262525,110.477,182.15
TEA,NA,98,3421,0.9903907276843368,0.00960927231566538,0.5819610311651174,1.000000000000002,0.00293042570345236,14.67253575279156,river,23,27.439338292282443,1972.350766424777,103.07,155.178
TEA,NA,98,3421,0.9809906723661684,0.01900932763383079,0.8714175152899317,0.9999999999999992,0.00293042570345236,14.67253575279156,root,21,36.999972170741316,1856.212533409006,124.895,198.979
TEA,NA,98,3421,0.9867565868371868,0.0132434131628143,0.7621205039708361,1.0000000000000009,0.00293042570345236,14.67253575279156,rope,29,29.088614273682875,2501.574844226494,104.316,162.066
TEA,NA,98,3421,0.9753004640787282,0.02469953592127038,1.6539746601848249,0.9999999999999986,0.00293042570345236,14.67253575279156,round,18,23.495095224239616,1519.8130060091864,82.419,139.655
TEA,NA,98,3421,0.9853106528467408,0.01468934715326304,0.7358691405657747,1.0000000000000038,0.00293042570345236,14.67253575279156,run,20,33.96761137165026,1752.5006725009234,118.258,183.954
TEA,NA,98,3421,0.9437428217474058,0.05625717825259356,0.5492261832786058,0.9999999999999992,0.00293042570345236,14.67253575279156,salt,10,79.46532005096954,957.1628302309593,492.411,852.492
TEA,NA,98,3421,0.981714039911252,0.01828596008874979,1.1637556140339935,1.0000000000000018,0.00293042570345236,14.67253575279156,sand,21,25.427607939461858,1787.1730073028311,90.453,147.127
TEA,NA,98,3421,0.9766065487675744,0.02339345123242271,0.6362306191535765,0.9999999999999972,0.00293042570345236,14.67253575279156,say,17,54.94776930776708,1565.0763908381748,204.452,324.939
TEA,NA,98,3421,0.9700873921358102,0.02991260786418797,1.0326997017717945,0.999999999999998,0.00293042570345236,14.67253575279156,scratch,13,46.69622177662486,1176.8398051648353,155.284,257.136
TEA,NA,98,3421,0.9699331389816764,0.03006686101832132,0.9847595302248162,0.999999999999998,0.00293042570345236,14.67253575279156,sea,13,48.51457150705171,1181.4876796818453,163.551,270.291
TEA,NA,98,3421,0.9646484862288858,0.03535151377111618,0.38743251725234235,1.000000000000002,0.00293042570345236,14.67253575279156,see,11,77.79527959383553,1050.4681877328437,476.276,777.406
TEA,NA,98,3421,0.9790914374946604,0.02090856250534144,0.8051566950871065,1.0000000000000018,0.00293042570345236,14.67253575279156,seed,16,43.1831151998381,1436.7841506560887,146.728,233.926
TEA,NA,98,3421,0.9778609146105488,0.02213908538944969,0.6034298381440263,0.9999999999999984,0.00293042570345236,14.67253575279156,sew,15,54.92015478097595,1380.8742300935367,205.619,324.659
TEA,NA,98,3421,0.9493318187984436,0.05066818120155208,1.0469221142991296,0.9999999999999956,0.00293042570345236,14.67253575279156,shade,13,62.43163297555406,1212.9551687114829,237.347,412.078
TEA,NA,98,3421,0.9787002018490352,0.02129979815096482,1.7581846997649555,1,0.00293042570345236,14.67253575279156,sharp,19,17.07495067648304,1553.9125479844072,68.304,116.159
TEA,NA,98,3421,0.9862295777345154,0.01377042226548387,0.24945759416911703,0.9999999999999992,0.00293042570345236,14.67253575279156,short,15,67.10849980232454,1410.1525680403965,329.633,485.847
