family,n_trees,N,k,pi0,pi1,mu,q,clock_rate,t_R,concept,n_cogsets,ub_DS,ub_DT,inf_t_DS,inf_t_DT
TEA,NA,98,3421,0.9691354813351916,0.03086451866480794,1.5300303684535563,0.9999999999999996,0.00293042570345236,14.67253575279156,bite,18,33.73391665777083,1576.2230308807284,107.638,182.923
TEA,NA,98,3421,0.9382083449960814,0.06179165500391868,0.2038548724090805,1,0.00293042570345236,14.67253575279156,bitter,6,91.8275679693646,583.2764428701009,1430.307,2482.468
TEA,NA,98,3421,0.9699837338760848,0.03001626612391674,0.2719486686923165,1.0000000000000016,0.00293042570345236,14.67253575279156,black,10,81.19912523490093,959.3376547138865,591.253,942.745
TEA,NA,98,3421,0.8861072826691125,0.1138927173308902,0.2571304457143314,1.0000000000000029,0.00293042570345236,14.67253575279156,blood,6,93.68081455657627,584.5705646333024,1810.192,3421.152
TEA,NA,98,3421,0.9409065505051866,0.05909344949481389,1.6416255724397226,1.0000000000000004,0.00293042570345236,14.67253575279156,blow,14,53.00845979439491,1284.1706454338039,171.426,307.237
TEA,NA,98,3421,0.9471167468786033,0.05288325312139712,0.3914804210274043,1.0000000000000004,0.00293042570345236,14.67253575279156,bone,7,83.83916274333914,673.8589280252106,657.1,1124.046
TEA,NA,98,3421,0.9493896062883508,0.05061039371164849,0.8900243458615873,0.9999999999999992,0.00293042570345236,14.67253575279156,bottom,10,66.85268204817294,939.7777827662164,278.919,481.895
TEA,NA,98,3421,0.9742033324811924,0.02579666751880551,1.111542713402604,0.9999999999999978,0.00293042570345236,14.67253575279156,brain,14,38.97455494350201,1244.075210330051,127.241,209.479
TEA,NA,98,3421,0.9713857766353252,0.02861422336467333,1.2573282899377607,0.9999999999999988,0.00293042570345236,14.67253575279156,branch,16,38.16218397909221,1418.7585322908676,122.85,205.117
TEA,NA,98,3421,0.986369645714024,0.01363035428598048,1.0104042758988752,1.0000000000000044,0.00293042570345236,14.67253575279156,break,28,20.58252882526767,2332.9551159213706,80.701,128.735
TEA,NA,98,3421,0.9620585763611555,0.03794142363884637,1.1147905833421752,1.000000000000002,0.00293042570345236,14.67253575279156,breast,13,51.90905837150744,1189.8047785778792,175.627,297.457
TEA,NA,98,3421,0.9735459428143346,0.02645405718566567,1.1401396394910472,1.0000000000000002,0.00293042570345236,14.67253575279156,breathe,12,38.94104334976651,1066.258385063621,126.737,209.3
TEA,NA,98,3421,0.9717262303520048,0.0282737696479944,0.9501346929984628,0.9999999999999992,0.00293042570345236,14.67253575279156,burn,16,47.693646983873776,1451.5733617934723,160.911,264.232
