trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form,mean_root_age
4296,thick,2.664,7133,8.176,0.326,37,0.062,NA,8.213838621645293
4297,thick,1.108,5996,8.176,0.135,37,0.062,*past-,8.213838621645293
4319,thigh,8.096,6360,8.096,1,51,0,*k̑lou̯ni-,8.213838621645293
4320,thigh,3.514,6317,8.096,0.434,51,0,NA,8.213838621645293
4321,thigh,5.422,5048,8.096,0.67,51,0,NA,8.213838621645293
4322,thigh,4.988,6464,8.096,0.616,51,0,*kok̑s-,8.213838621645293
4323,thigh,5.612,5237,8.096,0.693,51,0,NA,8.213838621645293
4324,thigh,2.745,5160,8.096,0.339,51,0,*stei̯gʰ-,8.213838621645293
4325,thigh,2.611,6955,8.096,0.322,51,0,NA,8.213838621645293
4326,thigh,3.226,6956,8.096,0.398,51,0,*teu̯(h₂)k-,8.213838621645293
4327,thigh,2.288,9429,8.096,0.283,51,0,*(s)ken⁽g̑⁾-,8.213838621645293
4328,thigh,2.033,6315,8.096,0.251,51,0,*g̑ʰengʰ-,8.213838621645293
4329,thigh,5.306,5107,8.096,0.655,51,0,*mē(m)s-,8.213838621645293
4330,thigh,2.024,6733,8.096,0.25,51,0,NA,8.213838621645293
4331,thigh,2.776,6731,8.096,0.343,51,0,NA,8.213838621645293
4332,thigh,5.748,6318,8.096,0.71,51,0,NA,8.213838621645293
4333,thigh,0.997,5218,8.096,0.123,51,0,NA,8.213838621645293
4334,thigh,1.409,5207,8.096,0.174,51,0,*bʰedʰ-,8.213838621645293
4335,thigh,0.958,5185,8.096,0.118,51,0,NA,8.213838621645293
4336,thigh,0.77,6308,8.096,0.095,51,0,NA,8.213838621645293
4337,thigh,2.606,5955,8.096,0.322,51,0,NA,8.213838621645293
4338,thigh,2.756,5917,8.096,0.34,51,0,NA,8.213838621645293
4370,think,5.594,3036,5.837,0.958,46,0.043,*men-,8.213838621645293
4371,think,1.291,5954,5.837,0.221,46,0.043,*med-,8.213838621645293
4372,think,2.745,1184,5.837,0.47,46,0.043,NA,8.213838621645293
4373,think,3.385,946,5.837,0.58,46,0.043,?*(s)pend-,8.213838621645293
4374,think,3.539,322,5.837,0.606,46,0.043,*ten⁽g̑⁾-,8.213838621645293
4375,think,5.837,1622,5.837,1,46,0.043,NA,8.213838621645293
4376,think,1.932,3037,5.837,0.331,46,0.043,NA,8.213838621645293
4377,think,2.839,3039,5.837,0.486,46,0.043,NA,8.213838621645293
4378,think,1.79,1554,5.837,0.307,46,0.043,*spek̑-,8.213838621645293
4379,think,1.986,1385,5.837,0.34,46,0.043,NA,8.213838621645293
4380,think,1.168,5762,5.837,0.2,46,0.043,NA,8.213838621645293
4381,think,2.773,1754,5.837,0.475,46,0.043,NA,8.213838621645293
4382,think,0.441,7818,5.837,0.076,46,0.043,NA,8.213838621645293
4383,think,0.225,7766,5.837,0.039,46,0.043,*h₁eu̯-,8.213838621645293
4385,think,0.868,7163,5.837,0.149,46,0.043,NA,8.213838621645293
4386,think,3.406,6876,5.837,0.584,46,0.043,*dei̯k̑-,8.213838621645293
4387,think,4.375,5291,5.837,0.75,46,0.043,*h₂eg̑-,8.213838621645293
4388,think,2.778,5061,5.837,0.476,46,0.043,NA,8.213838621645293
4389,think,0.757,3248,5.837,0.13,46,0.043,*gʰeh₂u̯-,8.213838621645293
4390,think,4.977,3035,5.837,0.853,46,0.043,*kʷei̯t-,8.213838621645293
4391,think,1.835,3033,5.837,0.314,46,0.043,NA,8.213838621645293
4392,think,0.77,3030,5.837,0.132,46,0.043,NA,8.213838621645293
4393,think,2.664,3029,5.837,0.456,46,0.043,NA,8.213838621645293
4416,three,8.214,146,8.214,1,2,1,*trei̯-,8.213838621645293
4418,throw,7.011,325,7.011,1,71,0.04,*u̯ergʷ-,8.213838621645293
4419,throw,3.563,1215,7.011,0.508,71,0.04,NA,8.213838621645293
4420,throw,0.792,9604,7.011,0.113,71,0.04,*(s)keu̯d-,8.213838621645293
4421,throw,1.813,9445,7.011,0.259,71,0.04,*lei̯kʷ-,8.213838621645293
4423,throw,2.611,1331,7.011,0.372,71,0.04,NA,8.213838621645293
4424,throw,4.26,838,7.011,0.608,71,0.04,NA,8.213838621645293
4425,throw,5.306,8234,7.011,0.757,71,0.04,NA,8.213838621645293
4426,throw,2.913,3049,7.011,0.416,71,0.04,NA,8.213838621645293
4427,throw,2.957,1073,7.011,0.422,71,0.04,NA,8.213838621645293
4428,throw,2.223,8590,7.011,0.317,71,0.04,NA,8.213838621645293
4429,throw,4.866,1407,7.011,0.694,71,0.04,*Hi̯eh₁-,8.213838621645293
4430,throw,2.546,3050,7.011,0.363,71,0.04,NA,8.213838621645293
4431,throw,1.004,1943,7.011,0.143,71,0.04,NA,8.213838621645293
4432,throw,3.177,6249,7.011,0.453,71,0.04,*tu̯er-,8.213838621645293
4433,throw,0.958,4837,7.011,0.137,71,0.04,NA,8.213838621645293
4434,throw,2.774,3052,7.011,0.396,71,0.04,NA,8.213838621645293
4435,throw,5.506,9264,7.011,0.785,71,0.04,*u̯i̯edʰ-,8.213838621645293
4438,throw,3.405,7978,7.011,0.486,71,0.04,NA,8.213838621645293
4439,throw,0.441,6966,7.011,0.063,71,0.04,NA,8.213838621645293
4440,throw,2.773,6730,7.011,0.396,71,0.04,NA,8.213838621645293
4441,throw,2.664,5876,7.011,0.38,71,0.04,*sel-,8.213838621645293
4442,throw,0.958,4819,7.011,0.137,71,0.04,*reu̯H-,8.213838621645293
4443,throw,1.108,3371,7.011,0.158,71,0.04,*ned-,8.213838621645293
4444,throw,0.613,1295,7.011,0.087,71,0.04,?*gʰedʰ-,8.213838621645293
4445,throw,4.081,147,7.011,0.582,71,0.04,?*k⁽ʷ⁾su̯ei̯bʰ-,8.213838621645293
4489,tie,7.945,326,7.945,1,27,0.071,*bʰendʰ-,8.213838621645293
4490,tie,7.113,3057,7.945,0.895,27,0.071,NA,8.213838621645293
4491,tie,5.038,500,7.945,0.634,27,0.071,*lei̯g̑-,8.213838621645293
4492,tie,5.433,3055,7.945,0.684,27,0.071,*seh₂(i̯)-,8.213838621645293
4493,tie,2.745,1248,7.945,0.346,27,0.071,*h₂emg̑ʰ-,8.213838621645293
4494,tie,5.306,1555,7.945,0.668,27,0.071,*deh₁-,8.213838621645293
4495,tie,2.957,1099,7.945,0.372,27,0.071,NA,8.213838621645293
4496,tie,2.776,1755,7.945,0.349,27,0.071,NA,8.213838621645293
4497,tie,1.004,1185,7.945,0.126,27,0.071,*u̯erg̑ʰ-,8.213838621645293
4498,tie,1.573,3060,7.945,0.198,27,0.071,*h₁ep-,8.213838621645293
4499,tie,2.606,658,7.945,0.328,27,0.071,NA,8.213838621645293
4500,tie,1.546,6838,7.945,0.195,27,0.071,?*neh₃d-,8.213838621645293
4501,tie,0.731,6468,7.945,0.092,27,0.071,NA,8.213838621645293
4502,tie,4.521,3059,7.945,0.569,27,0.071,*u̯reik̑-,8.213838621645293
4516,tongue,8.214,327,8.214,1,8,0.4,*dn̥g̑ʰu̯éh₂-,8.213838621645293
4517,tongue,5.306,1556,8.214,0.646,8,0.4,NA,8.213838621645293
4518,tongue,2.752,501,8.214,0.335,8,0.4,NA,8.213838621645293
4519,tongue,5.423,3329,8.214,0.66,8,0.4,NA,8.213838621645293
4520,tongue,0.86,2347,8.214,0.105,8,0.4,NA,8.213838621645293
4524,tooth,8.214,328,8.214,1,7,0.333,*Hd-ónt-,8.213838621645293
4525,tooth,8.202,502,8.214,0.999,7,0.333,*g̑ombʰ-o-,8.213838621645293
4526,tooth,2.773,1756,8.214,0.338,7,0.333,NA,8.213838621645293
4531,tree,8.214,503,8.214,1,39,0.125,*déru- ~ *dóru- ~ *dru-,8.213838621645293
4532,tree,2.664,2359,8.214,0.324,39,0.125,*steh₂-,8.213838621645293
4533,tree,6.211,2360,8.214,0.756,39,0.125,NA,8.213838621645293
4534,tree,5.004,948,8.214,0.609,39,0.125,NA,8.213838621645293
4535,tree,3.142,329,8.214,0.383,39,0.125,NA,8.213838621645293
4536,tree,2.961,1074,8.214,0.36,39,0.125,*u̯idʰh₁ú-,8.213838621645293
4537,tree,4.299,151,8.214,0.523,39,0.125,*dregʰ-,8.213838621645293
4538,tree,5.219,1757,8.214,0.635,39,0.125,*kʷres-,8.213838621645293
4539,tree,5.361,839,8.214,0.653,39,0.125,NA,8.213838621645293
4540,tree,2.606,6101,8.214,0.317,39,0.125,NA,8.213838621645293
4541,tree,1.72,4766,8.214,0.209,39,0.125,NA,8.213838621645293
4542,tree,4.201,2368,8.214,0.511,39,0.125,NA,8.213838621645293
4543,tree,1.202,1296,8.214,0.146,39,0.125,*ster(H)-,8.213838621645293
4544,tree,3.851,7504,8.214,0.469,39,0.125,NA,8.213838621645293
4546,tree,0.757,3261,8.214,0.092,39,0.125,NA,8.213838621645293
4547,tree,0.86,2358,8.214,0.105,39,0.125,?*keu̯k-,8.213838621645293
4570,turn,7.977,1186,7.977,1,53,0,*u̯ert-,8.213838621645293
4571,turn,4.349,3068,7.977,0.545,53,0,*u̯endʰ-,8.213838621645293
4572,turn,3.358,3063,7.977,0.421,53,0,NA,8.213838621645293
4573,turn,2.957,1100,7.977,0.371,53,0,NA,8.213838621645293
4574,turn,3.17,5321,7.977,0.397,53,0,NA,8.213838621645293
4575,turn,5.027,4114,7.977,0.63,53,0,NA,8.213838621645293
4576,turn,3.388,9344,7.977,0.425,53,0,NA,8.213838621645293
4577,turn,1.424,330,7.977,0.178,53,0,?*treh₁-,8.213838621645293
4578,turn,2.766,6865,7.977,0.347,53,0,NA,8.213838621645293
4579,turn,5.801,3062,7.977,0.727,53,0,NA,8.213838621645293
4580,turn,2.842,1682,7.977,0.356,53,0,NA,8.213838621645293
4581,turn,2.463,1273,7.977,0.309,53,0,NA,8.213838621645293
4582,turn,2.776,4353,7.977,0.348,53,0,*seu̯h₁-,8.213838621645293
4583,turn,0.126,1332,7.977,0.016,53,0,*sneu̯H-,8.213838621645293
4584,turn,2.606,660,7.977,0.327,53,0,*dʰerg̑ʰ-,8.213838621645293
4585,turn,1.525,8035,7.977,0.191,53,0,NA,8.213838621645293
4586,turn,1.549,3429,7.977,0.194,53,0,NA,8.213838621645293
4587,turn,0.757,3243,7.977,0.095,53,0,*tek-,8.213838621645293
4588,turn,0.86,3067,7.977,0.108,53,0,?*greng̑ʰ-,8.213838621645293
4589,turn,0.613,3066,7.977,0.077,53,0,*tekʷ-,8.213838621645293
4590,turn,0.77,504,7.977,0.096,53,0,NA,8.213838621645293
4625,vomit,8.176,840,8.176,1,47,0,*u̯emh₁-,8.213838621645293
4626,vomit,2.606,5982,8.176,0.319,47,0,*(h₁)reu̯g-,8.213838621645293
4627,vomit,4.349,3074,8.176,0.532,47,0,NA,8.213838621645293
4628,vomit,2.745,1187,8.176,0.336,47,0,*bʰleu̯H-,8.213838621645293
4629,vomit,5.219,1075,8.176,0.638,47,0,*sk̑ʰei̯-,8.213838621645293
4630,vomit,2.325,537,8.176,0.284,47,0,*u̯ert-,8.213838621645293
4631,vomit,3.094,1559,8.176,0.378,47,0,*h₁reh₁-,8.213838621645293
4632,vomit,2.104,8566,8.176,0.257,47,0,NA,8.213838621645293
4633,vomit,1.318,1625,8.176,0.161,47,0,NA,8.213838621645293
4634,vomit,1.998,1333,8.176,0.244,47,0,NA,8.213838621645293
4635,vomit,0.872,7227,8.176,0.107,47,0,*gʰebʰ-,8.213838621645293
4636,vomit,3.881,3070,8.176,0.475,47,0,NA,8.213838621645293
4639,vomit,0.441,7214,8.176,0.054,47,0,NA,8.213838621645293
4640,vomit,0.775,6078,8.176,0.095,47,0,*u̯elH-,8.213838621645293
4672,wash,8.203,8364,8.203,1,27,0.133,*leh₃u̯-,8.213838621645293
4673,wash,5.687,3080,8.203,0.693,27,0.133,*nei̯gʷ-,8.213838621645293
4674,wash,4.33,744,8.203,0.528,27,0.133,?*k⁽ʷ⁾seu̯d-,8.213838621645293
4675,wash,7.101,3079,8.203,0.866,27,0.133,*(s)neh₂-,8.213838621645293
4676,wash,6.909,662,8.203,0.842,27,0.133,*pleu̯-,8.213838621645293
4677,wash,2.745,1188,8.203,0.335,27,0.133,*meu̯H-,8.213838621645293
4678,wash,5.861,841,8.203,0.715,27,0.133,*dʰeu̯H-,8.213838621645293
4679,wash,3.445,334,8.203,0.42,27,0.133,NA,8.213838621645293
4680,wash,2.957,1078,8.203,0.361,27,0.133,*u̯elg-,8.213838621645293
4681,wash,4.349,1386,8.203,0.53,27,0.133,NA,8.213838621645293
4682,wash,2.343,6854,8.203,0.286,27,0.133,NA,8.213838621645293
4683,wash,2.858,3083,8.203,0.348,27,0.133,*mesg-,8.213838621645293
4684,wash,1.888,3082,8.203,0.23,27,0.133,*per-,8.213838621645293
4685,wash,1.51,8060,8.203,0.184,27,0.133,NA,8.213838621645293
4686,wash,2.664,3077,8.203,0.325,27,0.133,*u̯lei̯kʷ-,8.213838621645293
4699,water,8.214,335,8.214,1,15,0.125,*u̯ed-,8.213838621645293
4700,water,7.203,157,8.214,0.877,15,0.125,*h₂ep-,8.213838621645293
4701,water,5.004,953,8.214,0.609,15,0.125,*h₂ekʷ-,8.213838621645293
4702,water,4.225,1079,8.214,0.514,15,0.125,*dʰeu̯b-,8.213838621645293
4703,water,4.26,842,8.214,0.519,15,0.125,*peh₃(i̯)-,8.213838621645293
4704,water,3.17,1563,8.214,0.386,15,0.125,*neu̯-,8.213838621645293
4705,water,2.606,663,8.214,0.317,15,0.125,*i̯uHr-,8.213838621645293
4706,water,0.757,6485,8.214,0.092,15,0.125,NA,8.213838621645293
4714,wet,4.427,1335,5.867,0.754,40,0.056,*u̯ed-,8.213838621645293
4715,wet,2.745,1189,5.867,0.468,40,0.056,NA,8.213838621645293
4716,wet,3.6,745,5.867,0.614,40,0.056,NA,8.213838621645293
4717,wet,5.219,1080,5.867,0.89,40,0.056,*u̯elg-,8.213838621645293
4718,wet,3.147,954,5.867,0.536,40,0.056,*meld-,8.213838621645293
4719,wet,1.775,336,5.867,0.303,40,0.056,NA,8.213838621645293
4720,wet,3.664,6683,5.867,0.624,40,0.056,*h₂engʷ-,8.213838621645293
4721,wet,5.867,9438,5.867,1,40,0.056,*Herd-,8.213838621645293
4722,wet,5.306,5276,5.867,0.904,40,0.056,*u̯egʷ-,8.213838621645293
4723,wet,5.372,3840,5.867,0.916,40,0.056,NA,8.213838621645293
4724,wet,1.358,3182,5.867,0.232,40,0.056,NA,8.213838621645293
4725,wet,0.86,4649,5.867,0.147,40,0.056,NA,8.213838621645293
4726,wet,5.693,3395,5.867,0.97,40,0.056,*nebʰ-,8.213838621645293
4727,wet,1.515,2078,5.867,0.258,40,0.056,*g̑ʰeu̯d-,8.213838621645293
4728,wet,2.858,1882,5.867,0.487,40,0.056,NA,8.213838621645293
4729,wet,2.752,507,5.867,0.469,40,0.056,NA,8.213838621645293
4732,wet,1.108,3341,5.867,0.189,40,0.056,*teh₂-,8.213838621645293
4733,wet,0.757,159,5.867,0.129,40,0.056,NA,8.213838621645293
4754,white,8.031,338,8.031,1,25,0.062,*k̑u̯ei̯t-,8.213838621645293
4755,white,5.521,1190,8.031,0.687,25,0.062,*bʰelH-,8.213838621645293
4756,white,7.388,2395,8.031,0.92,25,0.062,*h₂erg̑-,8.213838621645293
4757,white,3.358,7519,8.031,0.418,25,0.062,NA,8.213838621645293
4758,white,4.225,1082,8.031,0.526,25,0.062,NA,8.213838621645293
4759,white,3.17,1565,8.031,0.395,25,0.062,NA,8.213838621645293
4760,white,5.004,955,8.031,0.623,25,0.062,*h₂elbʰ-,8.213838621645293
4761,white,2.09,8201,8.031,0.26,25,0.062,NA,8.213838621645293
4762,white,4.7,2401,8.031,0.585,25,0.062,*leu̯k-,8.213838621645293
4763,white,2.149,4646,8.031,0.268,25,0.062,*g̑u̯elH-,8.213838621645293
4764,white,3.28,4088,8.031,0.408,25,0.062,NA,8.213838621645293
4765,white,5.775,1797,8.031,0.719,25,0.062,NA,8.213838621645293
4766,white,2.776,1763,8.031,0.346,25,0.062,*bʰeh₂-,8.213838621645293
4767,white,2.752,508,8.031,0.343,25,0.062,*bʰerh₁g̑-,8.213838621645293
4768,white,0.757,3239,8.031,0.094,25,0.062,NA,8.213838621645293
4769,white,2.606,666,8.031,0.325,25,0.062,NA,8.213838621645293
4779,wide,8.214,667,8.214,1,29,0.071,*pleth₂-,8.213838621645293
4780,wide,8.141,3090,8.214,0.991,29,0.071,*h₁u̯erH-,8.213838621645293
4781,wide,6.463,6840,8.214,0.787,29,0.071,*sterh₃-,8.213838621645293
4782,wide,2.745,1191,8.214,0.334,29,0.071,NA,8.213838621645293
4783,wide,4.981,956,8.214,0.606,29,0.071,NA,8.213838621645293
4784,wide,6.379,165,8.214,0.777,29,0.071,*peth₂-,8.213838621645293
4785,wide,4.275,3094,8.214,0.521,29,0.071,NA,8.213838621645293
4786,wide,4.349,340,8.214,0.529,29,0.071,NA,8.213838621645293
4787,wide,3.664,844,8.214,0.446,29,0.071,"*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-",8.213838621645293
4788,wide,2.176,1275,8.214,0.265,29,0.071,NA,8.213838621645293
4789,wide,5.004,3095,8.214,0.609,29,0.071,NA,8.213838621645293
4790,wide,2.664,8359,8.214,0.324,29,0.071,NA,8.213838621645293
4791,wide,1.755,3091,8.214,0.214,29,0.071,NA,8.213838621645293
4792,wide,0.77,509,8.214,0.094,29,0.071,*seh₁-,8.213838621645293
4808,wind,8.214,342,8.214,1,24,0.143,*h₂u̯eh₁-,8.213838621645293
4809,wind,2.433,3113,8.214,0.296,24,0.143,*dʰmeH-,8.213838621645293
4810,wind,3.066,3111,8.214,0.373,24,0.143,*h₂eu̯s-,8.213838621645293
4811,wind,2.776,1764,8.214,0.338,24,0.143,NA,8.213838621645293
4812,wind,5.306,1566,8.214,0.646,24,0.143,*h₂enh₁-,8.213838621645293
4813,wind,2.752,511,8.214,0.335,24,0.143,NA,8.213838621645293
4814,wind,0.849,7234,8.214,0.103,24,0.143,NA,8.213838621645293
4832,wing,8.193,1567,8.193,1,32,0.154,*pet-,8.213838621645293
4833,wing,8.193,5101,8.193,1,32,0.154,*(s)per-,8.213838621645293
4834,wing,5.004,958,8.193,0.611,32,0.154,*h₂ek̑s-,8.213838621645293
4835,wing,2.745,1192,8.193,0.335,32,0.154,?*(s)k⁽ʷ⁾rei̯-,8.213838621645293
4836,wing,6.363,3114,8.193,0.777,32,0.154,*bʰeh₂g̑ʰu-,8.213838621645293
4837,wing,5.861,845,8.193,0.715,32,0.154,NA,8.213838621645293
4838,wing,2.611,1336,8.193,0.319,32,0.154,NA,8.213838621645293
4839,wing,1.591,343,8.193,0.194,32,0.154,?*pleu̯k-,8.213838621645293
4840,wing,2.957,4387,8.193,0.361,32,0.154,NA,8.213838621645293
4841,wing,2.527,8196,8.193,0.308,32,0.154,NA,8.213838621645293
4842,wing,1.845,3115,8.193,0.225,32,0.154,NA,8.213838621645293
4844,wing,1.813,4388,8.193,0.221,32,0.154,NA,8.213838621645293
4845,wing,2.752,539,8.193,0.336,32,0.154,NA,8.213838621645293
4864,woman,8.214,671,8.214,1,31,0.071,*gʷen-,8.213838621645293
4865,woman,6.734,2422,8.214,0.82,31,0.071,NA,8.213838621645293
4866,woman,4.988,1277,8.214,0.607,31,0.071,*dʰeh₁(i̯)-,8.213838621645293
4867,woman,5.004,961,8.214,0.609,31,0.071,NA,8.213838621645293
4868,woman,3.445,1365,8.214,0.419,31,0.071,NA,8.213838621645293
4869,woman,1.128,346,8.214,0.137,31,0.071,NA,8.213838621645293
4870,woman,2.957,4079,8.214,0.36,31,0.071,NA,8.213838621645293
4871,woman,0.441,3843,8.214,0.054,31,0.071,*dʰugh₂tér-,8.213838621645293
4872,woman,0.779,2419,8.214,0.095,31,0.071,*dem-,8.213838621645293
4873,woman,2.752,513,8.214,0.335,31,0.071,*g̑erh₂-,8.213838621645293
4874,woman,3.682,9907,8.214,0.448,31,0.071,NA,8.213838621645293
4875,woman,0.771,7299,8.214,0.094,31,0.071,NA,8.213838621645293
4876,woman,0.757,3209,8.214,0.092,31,0.071,NA,8.213838621645293
4877,woman,0.86,2430,8.214,0.105,31,0.071,*k̑ei̯-u̯o-,8.213838621645293
4895,worm,8.176,172,8.176,1,29,0.077,*kʷr̥mi-,8.213838621645293
4896,worm,7.031,348,8.176,0.86,29,0.077,*u̯r̥mi-,8.213838621645293
4897,worm,5.306,1570,8.176,0.649,29,0.077,NA,8.213838621645293
4898,worm,4.26,1633,8.176,0.521,29,0.077,NA,8.213838621645293
4899,worm,2.611,3139,8.176,0.319,29,0.077,NA,8.213838621645293
4900,worm,2.606,673,8.176,0.319,29,0.077,NA,8.213838621645293
4902,worm,1.152,6478,8.176,0.141,29,0.077,NA,8.213838621645293
4903,worm,2.773,4350,8.176,0.339,29,0.077,NA,8.213838621645293
4905,worm,0.86,3145,8.176,0.105,29,0.077,NA,8.213838621645293
4906,worm,1.835,3143,8.176,0.224,29,0.077,NA,8.213838621645293
4907,worm,0.523,3142,8.176,0.064,29,0.077,NA,8.213838621645293
4908,worm,2.664,3141,8.176,0.326,29,0.077,*u̯el-,8.213838621645293
4909,worm,1.21,3140,8.176,0.148,29,0.077,NA,8.213838621645293
4924,year,8.19,515,8.19,1,18,0.133,*u̯et-,8.213838621645293
4925,year,4.349,350,8.19,0.531,18,0.133,*i̯eh₁-r/n-,8.213838621645293
4926,year,2.505,6127,8.19,0.306,18,0.133,NA,8.213838621645293
4927,year,5.004,963,8.19,0.611,18,0.133,*h₂et-no-,8.213838621645293
4928,year,5.29,747,8.19,0.646,18,0.133,NA,8.213838621645293
4929,year,5.219,1088,8.19,0.637,18,0.133,NA,8.213838621645293
4930,year,2.698,1195,8.19,0.329,18,0.133,?*gʰedʰ- ,8.213838621645293
4931,year,2.694,1297,8.19,0.329,18,0.133,*rek-,8.213838621645293
4932,year,2.745,1936,8.19,0.335,18,0.133,*leh₁t-,8.213838621645293
4933,year,3.17,1572,8.19,0.387,18,0.133,NA,8.213838621645293
4934,year,0.86,5863,8.19,0.105,18,0.133,NA,8.213838621645293
4935,year,0.757,3293,8.19,0.092,18,0.133,*h₂ek̑-,8.213838621645293
4936,year,4.521,3148,8.19,0.552,18,0.133,NA,8.213838621645293
4937,year,2.664,3147,8.19,0.325,18,0.133,NA,8.213838621645293
4938,year,1.108,675,8.19,0.135,18,0.133,NA,8.213838621645293
4942,yellow,8.211,7535,8.211,1,32,0.083,*g̑ʰelh₃-,8.213838621645293
4943,yellow,5.854,1635,8.211,0.713,32,0.083,NA,8.213838621645293
4944,yellow,4.225,1089,8.211,0.515,32,0.083,*melit-,8.213838621645293
4945,yellow,4.769,1409,8.211,0.581,32,0.083,NA,8.213838621645293
4946,yellow,3.098,1573,8.211,0.377,32,0.083,NA,8.213838621645293
4947,yellow,1.84,8289,8.211,0.224,32,0.083,NA,8.213838621645293
4948,yellow,2.776,1768,8.211,0.338,32,0.083,NA,8.213838621645293
4949,yellow,3.087,1278,8.211,0.376,32,0.083,NA,8.213838621645293
4950,yellow,1.573,964,8.211,0.192,32,0.083,?*h₂em-,8.213838621645293
4951,yellow,2.606,3378,8.211,0.317,32,0.083,*dʰalh₁-,8.213838621645293
4952,yellow,5.423,3333,8.211,0.66,32,0.083,NA,8.213838621645293
4953,yellow,0.757,3195,8.211,0.092,32,0.083,NA,8.213838621645293
4974,yesterday,8.077,5015,8.077,1,18,0,*g̑ʰes-,8.213838621645293
4975,yesterday,5.521,5163,8.077,0.683,18,0,?*u̯e-k⁽ʷ⁾sp-ero-,8.213838621645293
4976,yesterday,7.245,5238,8.077,0.897,18,0,NA,8.213838621645293
4977,yesterday,4.26,6487,8.077,0.527,18,0,*kʷelh₁-,8.213838621645293
4978,yesterday,3.177,6259,8.077,0.393,18,0,*h₁ep-,8.213838621645293
4979,yesterday,2.606,5337,8.077,0.323,18,0,*h₁regʷ-,8.213838621645293
4980,yesterday,0.302,6523,8.077,0.037,18,0,*negʷ-,8.213838621645293
4981,yesterday,4.388,6489,8.077,0.543,18,0,NA,8.213838621645293
1,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
9,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
11,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
12,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
13,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
14,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
15,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
16,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
17,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
18,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
19,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
20,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
21,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
22,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
23,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
24,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
38,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
39,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
40,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
41,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
42,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
43,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
44,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
45,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
46,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
47,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
48,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
49,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
50,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
51,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
52,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
53,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
54,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
55,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
79,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
80,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
81,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
82,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
83,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
84,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
85,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
86,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
87,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
88,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
89,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
90,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
91,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
92,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
93,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
94,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
95,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
96,NA,NA,NA,NA,NA,NA,0.063,NA,8.213838621645293
