trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form,mean_root_age
2297,knee,1.835,2791,8.214,0.223,17,0.2,*h₂ost-,8.213838621645293
2310,know,8.211,2307,8.214,1,21,0.333,*u̯ei̯d-,8.213838621645293
2311,know,8.214,249,8.214,1,21,0.333,*g̑neh₃-,8.213838621645293
2312,know,5.014,2047,8.214,0.61,21,0.333,*sekH-,8.213838621645293
2313,know,3.147,898,8.214,0.383,21,0.333,*seh₁p-,8.213838621645293
2314,know,3.177,2524,8.214,0.387,21,0.333,*u̯reh₁-,8.213838621645293
2315,know,2.752,426,8.214,0.335,21,0.333,*dʰei̯H-,8.213838621645293
2316,know,2.761,6774,8.214,0.336,21,0.333,*gʷeh₂-,8.213838621645293
2317,know,2.664,5113,8.214,0.324,21,0.333,*kers-,8.213838621645293
2318,know,3.682,3547,8.214,0.448,21,0.333,*gʰrebh₂-,8.213838621645293
2331,lake,8.13,8246,8.13,1,36,0.067,*lek-,8.213838621645293
2332,lake,5.521,1148,8.13,0.679,36,0.067,*h₁eg̑ʰ-,8.213838621645293
2333,lake,6.593,7382,8.13,0.811,36,0.067,*sel-,8.213838621645293
2334,lake,7.949,1503,8.13,0.978,36,0.067,*lei̯-,8.213838621645293
2335,lake,1.591,3204,8.13,0.196,36,0.067,NA,8.213838621645293
2336,lake,4.349,1317,8.13,0.535,36,0.067,NA,8.213838621645293
2337,lake,2.961,4367,8.13,0.364,36,0.067,NA,8.213838621645293
2338,lake,4.957,2771,8.13,0.61,36,0.067,NA,8.213838621645293
2339,lake,2.033,2769,8.13,0.25,36,0.067,NA,8.213838621645293
2340,lake,1.072,250,8.13,0.132,36,0.067,*mor-i-,8.213838621645293
2341,lake,1.986,1370,8.13,0.244,36,0.067,*u̯ed-,8.213838621645293
2342,lake,4.26,2770,8.13,0.524,36,0.067,NA,8.213838621645293
2343,lake,2.606,607,8.13,0.321,36,0.067,NA,8.213838621645293
2344,lake,0.225,7757,8.13,0.028,36,0.067,NA,8.213838621645293
2345,lake,4.732,4030,8.13,0.582,36,0.067,NA,8.213838621645293
2367,laugh,7.211,68,7.407,0.974,17,0.1,NA,8.213838621645293
2368,laugh,5.521,1149,7.407,0.745,17,0.1,*smei̯-,8.213838621645293
2369,laugh,7.407,680,7.407,1,17,0.1,*g̑elh₂-,8.213838621645293
2370,laugh,5.004,900,7.407,0.676,17,0.1,NA,8.213838621645293
2371,laugh,4.349,251,7.407,0.587,17,0.1,NA,8.213838621645293
2372,laugh,6.39,789,7.407,0.863,17,0.1,NA,8.213838621645293
2373,laugh,2.957,1024,7.407,0.399,17,0.1,*su̯er-,8.213838621645293
2374,laugh,2.773,1718,7.407,0.374,17,0.1,*g̑ar-,8.213838621645293
2375,laugh,2.752,428,7.407,0.372,17,0.1,NA,8.213838621645293
2376,laugh,2.664,2778,7.407,0.36,17,0.1,*gʰer-,8.213838621645293
2384,leaf,8.203,252,8.203,1,23,0.071,*bʰleh₃-,8.213838621645293
2385,leaf,7.214,7386,8.203,0.879,23,0.071,*(s)per-,8.213838621645293
2386,leaf,6.592,790,8.203,0.804,23,0.071,*pet-,8.213838621645293
2387,leaf,4.995,5979,8.203,0.609,23,0.071,NA,8.213838621645293
2388,leaf,4.872,8247,8.203,0.594,23,0.071,NA,8.213838621645293
2389,leaf,2.745,1150,8.203,0.335,23,0.071,NA,8.213838621645293
2390,leaf,5.394,2001,8.203,0.658,23,0.071,NA,8.213838621645293
2391,leaf,5.219,1025,8.203,0.636,23,0.071,*dʰalh₁-,8.213838621645293
2392,leaf,4.349,1861,8.203,0.53,23,0.071,NA,8.213838621645293
2393,leaf,3.881,7383,8.203,0.473,23,0.071,NA,8.213838621645293
2394,leaf,2.606,608,8.203,0.318,23,0.071,NA,8.213838621645293
2395,leaf,2.09,9213,8.203,0.255,23,0.071,NA,8.213838621645293
2396,leaf,2.553,6565,8.203,0.311,23,0.071,NA,8.213838621645293
2397,leaf,0.77,3390,8.203,0.094,23,0.071,*gu̯osd- ,8.213838621645293
2407,left,7.145,2779,7.145,1,40,0.045,*(H)seu̯-,8.213838621645293
2408,left,6.558,1786,7.145,0.918,40,0.045,NA,8.213838621645293
2409,left,2.745,1151,7.145,0.384,40,0.045,*leh₂-,8.213838621645293
2410,left,4.349,1318,7.145,0.609,40,0.045,*u̯enH-,8.213838621645293
2411,left,5.417,7594,7.145,0.758,40,0.045,NA,8.213838621645293
2412,left,4.12,717,7.145,0.577,40,0.045,NA,8.213838621645293
2413,left,5.219,1026,7.145,0.73,40,0.045,*k̑lei̯-,8.213838621645293
2414,left,1.795,253,7.145,0.251,40,0.045,NA,8.213838621645293
2415,left,4.846,902,7.145,0.678,40,0.045,NA,8.213838621645293
2416,left,2.979,2782,7.145,0.417,40,0.045,NA,8.213838621645293
2417,left,3.177,2780,7.145,0.445,40,0.045,NA,8.213838621645293
2418,left,2.858,6679,7.145,0.4,40,0.045,NA,8.213838621645293
2419,left,4.348,1504,7.145,0.608,40,0.045,NA,8.213838621645293
2420,left,1.241,1396,7.145,0.174,40,0.045,NA,8.213838621645293
2421,left,2.606,609,7.145,0.365,40,0.045,NA,8.213838621645293
2422,left,2.204,7628,7.145,0.308,40,0.045,NA,8.213838621645293
2424,left,1.402,6763,7.145,0.196,40,0.045,NA,8.213838621645293
2425,left,2.854,3315,7.145,0.399,40,0.045,*(h₁)ner-,8.213838621645293
2426,left,0.757,3287,7.145,0.106,40,0.045,NA,8.213838621645293
2427,left,1.51,2071,7.145,0.211,40,0.045,NA,8.213838621645293
2428,left,1.136,1907,7.145,0.159,40,0.045,NA,8.213838621645293
2429,left,0.77,430,7.145,0.108,40,0.045,NA,8.213838621645293
2447,leg,8.212,2783,8.212,1,34,0,*ped-,8.213838621645293
2448,leg,5.219,2156,8.212,0.636,34,0,*kok̑s-,8.213838621645293
2449,leg,2.606,6120,8.212,0.317,34,0,*k̑reu̯H-,8.213838621645293
2450,leg,2.745,1231,8.212,0.334,34,0,*h₃neg⁽ʷ⁾ʰ-,8.213838621645293
2451,leg,3.385,1264,8.212,0.412,34,0,NA,8.213838621645293
2452,leg,4.349,71,8.212,0.53,34,0,NA,8.213838621645293
2453,leg,2.027,1027,8.212,0.247,34,0,NA,8.213838621645293
2454,leg,5.875,1649,8.212,0.716,34,0,*g̑ʰengʰ-,8.213838621645293
2455,leg,1.573,903,8.212,0.192,34,0,*persneh₂-,8.213838621645293
2456,leg,4.08,2785,8.212,0.497,34,0,*skel-,8.213838621645293
2457,leg,2.858,1862,8.212,0.348,34,0,NA,8.213838621645293
2458,leg,0.77,5617,8.212,0.094,34,0,NA,8.213838621645293
2459,leg,1.696,4586,8.212,0.207,34,0,NA,8.213838621645293
2460,leg,4.962,3539,8.212,0.604,34,0,*steh₂-,8.213838621645293
2461,leg,0.757,3236,8.212,0.092,34,0,NA,8.213838621645293
2463,leg,0.86,1667,8.212,0.105,34,0,NA,8.213838621645293
2481,live,8.214,72,8.214,1,19,0.167,*gʷi̯eh₃-,8.213838621645293
2482,live,4.349,255,8.214,0.529,19,0.167,*lei̯p-,8.213838621645293
2483,live,2.611,4137,8.214,0.318,19,0.167,*bʰu̯eh₂-,8.213838621645293
2484,live,1.835,7390,8.214,0.223,19,0.167,NA,8.213838621645293
2485,live,0.757,3185,8.214,0.092,19,0.167,*kʷelh₁-,8.213838621645293
2487,live,1.108,611,8.214,0.135,19,0.167,NA,8.213838621645293
2500,liver,8.214,718,8.214,1,25,0,*(H)i̯ekʷ-r/n-,8.213838621645293
2501,liver,2.745,1232,8.214,0.334,25,0,*h₁enter-,8.213838621645293
2502,liver,3.714,1254,8.214,0.452,25,0,*pekʷ-,8.213838621645293
2503,liver,4.988,905,8.214,0.607,25,0,NA,8.213838621645293
2504,liver,4.349,256,8.214,0.529,25,0,NA,8.213838621645293
2505,liver,5.219,1029,8.214,0.635,25,0,NA,8.213838621645293
2506,liver,4.26,7393,8.214,0.519,25,0,NA,8.213838621645293
2507,liver,3.181,1505,8.214,0.387,25,0,NA,8.213838621645293
2508,liver,1.014,7789,8.214,0.123,25,0,*k⁽ʷ⁾ers-,8.213838621645293
2509,liver,1.002,1153,8.214,0.122,25,0,*dʰrebʰ-,8.213838621645293
2510,liver,0.77,433,8.214,0.094,25,0,NA,8.213838621645293
2525,long,8.214,257,8.214,1,15,0.2,?*delh₁-,8.213838621645293
2526,long,7.468,3381,8.214,0.909,15,0.2,*bʰerg̑ʰ-,8.213838621645293
2527,long,4.225,1030,8.214,0.514,15,0.2,*seh₁-,8.213838621645293
2528,long,5.306,1506,8.214,0.646,15,0.2,*meh₂k̑-,8.213838621645293
2529,long,4.26,793,8.214,0.519,15,0.2,*lembH-,8.213838621645293
2530,long,2.776,1720,8.214,0.338,15,0.2,NA,8.213838621645293
2531,long,2.606,613,8.214,0.317,15,0.2,*du̯eh₂-,8.213838621645293
2532,long,0.302,6414,8.214,0.037,15,0.2,*pleh₁-,8.213838621645293
2533,long,0.86,2313,8.214,0.105,15,0.2,NA,8.213838621645293
2534,long,1.731,1265,8.214,0.211,15,0.2,NA,8.213838621645293
2540,louse,6.806,8267,6.806,1,20,0,?*lū̆-,8.213838621645293
2541,louse,6.586,7396,6.806,0.968,20,0,NA,8.213838621645293
2542,louse,5.004,906,6.806,0.735,20,0,*pesd-,8.213838621645293
2543,louse,2.745,8265,6.806,0.403,20,0,NA,8.213838621645293
2544,louse,6.49,7522,6.806,0.954,20,0,NA,8.213838621645293
2545,louse,5.306,1507,6.806,0.78,20,0,*gʷg̑ʰer-,8.213838621645293
2546,louse,2.776,1721,6.806,0.408,20,0,*meh₁-,8.213838621645293
2547,louse,2.858,8266,6.806,0.42,20,0,NA,8.213838621645293
2548,louse,2.606,614,6.806,0.383,20,0,NA,8.213838621645293
2549,louse,2.752,435,6.806,0.404,20,0,NA,8.213838621645293
2560,man,8.214,2316,8.214,1,23,0.083,*h₂ner-,8.213838621645293
2561,man,7.995,1094,8.214,0.973,23,0.083,*u̯iH-ró-,8.213838621645293
2562,man,7.055,907,8.214,0.859,23,0.083,"*dʰég̑ʰ-om-, *dʰg̑ʰ-ém-, *dʰg̑ʰ-m-",8.213838621645293
2563,man,7.644,76,8.214,0.931,23,0.083,*men-,8.213838621645293
2564,man,8.002,2322,8.214,0.974,23,0.083,*mer-,8.213838621645293
2565,man,4.349,8248,8.214,0.529,23,0.083,NA,8.213838621645293
2566,man,2.103,9214,8.214,0.256,23,0.083,NA,8.213838621645293
2567,man,3.172,5819,8.214,0.386,23,0.083,NA,8.213838621645293
2568,man,2.553,6423,8.214,0.311,23,0.083,*bʰarsdʰó-,8.213838621645293
2570,man,2.664,2327,8.214,0.324,23,0.083,*nek̑-,8.213838621645293
2571,man,1.492,2317,8.214,0.182,23,0.083,NA,8.213838621645293
2572,man,0.757,1964,8.214,0.092,23,0.083,NA,8.213838621645293
2583,meat,8.176,437,8.176,1,25,0.071,*mē(m)s-,8.213838621645293
2584,meat,2.808,6775,8.176,0.343,25,0.071,*h₁ed-,8.213838621645293
2585,meat,5.004,909,8.176,0.612,25,0.071,*(s)kerH-,8.213838621645293
2586,meat,6.379,78,8.176,0.78,25,0.071,*gʷou̯-,8.213838621645293
2587,meat,3.438,260,8.176,0.42,25,0.071,NA,8.213838621645293
2588,meat,5.306,1508,8.176,0.649,25,0.071,*kreu̯h₂-,8.213838621645293
2589,meat,2.611,1319,8.176,0.319,25,0.071,NA,8.213838621645293
2590,meat,4.225,1032,8.176,0.517,25,0.071,NA,8.213838621645293
2591,meat,6.441,3219,8.176,0.788,25,0.071,*pitu-,8.213838621645293
2592,meat,2.776,1723,8.176,0.34,25,0.071,NA,8.213838621645293
2593,meat,1.526,2198,8.176,0.187,25,0.071,*gʷi̯eh₃-,8.213838621645293
2594,meat,3.688,8227,8.176,0.451,25,0.071,NA,8.213838621645293
2595,meat,0.86,2334,8.176,0.105,25,0.071,NA,8.213838621645293
2596,meat,1.51,2073,8.176,0.185,25,0.071,NA,8.213838621645293
2608,moon,8.214,2232,8.214,1,18,0.143,*meh₁-,8.213838621645293
2609,moon,8.191,2336,8.214,0.997,18,0.143,*leu̯k-,8.213838621645293
2610,moon,2.957,4969,8.214,0.36,18,0.143,*leu̯⁽g̑⁾-,8.213838621645293
2611,moon,5.417,2338,8.214,0.66,18,0.143,*(s)kend-,8.213838621645293
2612,moon,3.177,4126,8.214,0.387,18,0.143,NA,8.213838621645293
2613,moon,2.752,9780,8.214,0.335,18,0.143,*(s)kend-,8.213838621645293
2614,moon,4.631,7404,8.214,0.564,18,0.143,*dei̯-,8.213838621645293
2615,moon,1.373,3296,8.214,0.167,18,0.143,NA,8.213838621645293
2616,moon,2.538,3295,8.214,0.309,18,0.143,NA,8.213838621645293
2617,moon,3.079,7712,8.214,0.375,18,0.143,NA,8.213838621645293
2618,moon,2.778,4127,8.214,0.338,18,0.143,NA,8.213838621645293
2619,moon,2.776,3294,8.214,0.338,18,0.143,NA,8.213838621645293
2620,moon,2.773,2337,8.214,0.338,18,0.143,*g̑ʰelh₃-,8.213838621645293
2621,moon,5.423,2335,8.214,0.66,18,0.143,NA,8.213838621645293
2626,mountain,7.953,80,7.953,1,33,0.056,*gʷerH-,8.213838621645293
2627,mountain,7.004,910,7.953,0.881,33,0.056,*men-,8.213838621645293
2628,mountain,6.649,261,7.953,0.836,33,0.056,*bʰerg̑ʰ-,8.213838621645293
2629,mountain,4.164,4142,7.953,0.524,33,0.056,NA,8.213838621645293
2630,mountain,4.338,1965,7.953,0.545,33,0.056,NA,8.213838621645293
2631,mountain,4.202,2802,7.953,0.528,33,0.056,NA,8.213838621645293
2632,mountain,2.593,2805,7.953,0.326,33,0.056,*pel-,8.213838621645293
2633,mountain,3.17,2801,7.953,0.399,33,0.056,NA,8.213838621645293
2634,mountain,3.708,8250,7.953,0.466,33,0.056,NA,8.213838621645293
2635,mountain,1.407,2804,7.953,0.177,33,0.056,*pleh₂-,8.213838621645293
2636,mountain,2.916,1866,7.953,0.367,33,0.056,*kelH-,8.213838621645293
2637,mountain,2.776,1724,7.953,0.349,33,0.056,NA,8.213838621645293
2638,mountain,4.08,1509,7.953,0.513,33,0.056,*h₃er-,8.213838621645293
2639,mountain,2.606,616,7.953,0.328,33,0.056,NA,8.213838621645293
2640,mountain,2.752,439,7.953,0.346,33,0.056,NA,8.213838621645293
2641,mountain,1.527,9902,7.953,0.192,33,0.056,NA,8.213838621645293
2642,mountain,0.757,7171,7.953,0.095,33,0.056,NA,8.213838621645293
2643,mountain,2.664,2800,7.953,0.335,33,0.056,NA,8.213838621645293
2659,mouth,8.214,796,8.214,1,36,0.111,*h₃eh₁-,8.213838621645293
2660,mouth,5.521,8251,8.214,0.672,36,0.111,NA,8.213838621645293
2661,mouth,2.606,8488,8.214,0.317,36,0.111,?*bʰerH-,8.213838621645293
2663,mouth,4.349,262,8.214,0.529,36,0.111,NA,8.213838621645293
2664,mouth,3.385,911,8.214,0.412,36,0.111,NA,8.213838621645293
2665,mouth,5.376,6016,8.214,0.654,36,0.111,NA,8.213838621645293
2666,mouth,5.306,1510,8.214,0.646,36,0.111,*steh₃-,8.213838621645293
2667,mouth,5.219,1034,8.214,0.635,36,0.111,*g̑enu-,8.213838621645293
