trait,sens,mean_value,cognate_id,max_value,ratio_value_max,n_traits,mean_outgroup,root_form
4443,throw,1.108,3371,5.304,0.209,71,0.042,*ned-
4444,throw,0.615,1295,5.304,0.116,71,0.042,?*gʰedʰ-
4445,throw,4.12,147,5.304,0.777,71,0.042,?*k⁽ʷ⁾su̯ei̯bʰ-
4489,tie,6.708,326,6.708,1,27,0.071,*bʰendʰ-
4490,tie,4.654,3057,6.708,0.694,27,0.071,NA
4491,tie,5.04,500,6.708,0.751,27,0.071,*lei̯g̑-
4492,tie,5.423,3055,6.708,0.808,27,0.071,*seh₂(i̯)-
4493,tie,2.745,1248,6.708,0.409,27,0.071,*h₂emg̑ʰ-
4494,tie,5.304,1555,6.708,0.791,27,0.071,*deh₁-
4495,tie,2.957,1099,6.708,0.441,27,0.071,NA
4496,tie,2.776,1755,6.708,0.414,27,0.071,NA
4497,tie,1.002,1185,6.708,0.149,27,0.071,*u̯erg̑ʰ-
4498,tie,1.583,3060,6.708,0.236,27,0.071,*h₁ep-
4499,tie,2.606,658,6.708,0.389,27,0.071,NA
4500,tie,1.589,6838,6.708,0.237,27,0.071,?*neh₃d-
4501,tie,0.755,6468,6.708,0.112,27,0.071,NA
4502,tie,4.398,3059,6.708,0.656,27,0.071,*u̯reik̑-
4516,tongue,7.579,327,7.579,1,8,0.4,*dn̥g̑ʰu̯éh₂-
4517,tongue,5.304,1556,7.579,0.7,8,0.4,NA
4518,tongue,2.752,501,7.579,0.363,8,0.4,NA
4519,tongue,5.423,3329,7.579,0.716,8,0.4,NA
4520,tongue,0.86,2347,7.579,0.113,8,0.4,NA
4524,tooth,7.372,328,7.372,1,7,0.333,*Hd-ónt-
4525,tooth,3.147,502,7.372,0.427,7,0.333,*g̑ombʰ-o-
4526,tooth,2.773,1756,7.372,0.376,7,0.333,NA
4531,tree,5.321,503,5.609,0.949,39,0.133,*déru- ~ *dóru- ~ *dru-
4532,tree,2.664,2359,5.609,0.475,39,0.133,*steh₂-
4533,tree,5.609,2360,5.609,1,39,0.133,NA
4534,tree,5.004,948,5.609,0.892,39,0.133,NA
4535,tree,3.057,329,5.609,0.545,39,0.133,NA
4536,tree,2.957,1074,5.609,0.527,39,0.133,*u̯idʰh₁ú-
4537,tree,4.256,151,5.609,0.759,39,0.133,*dregʰ-
4538,tree,5.219,1757,5.609,0.931,39,0.133,*kʷres-
4539,tree,1.835,839,5.609,0.327,39,0.133,NA
4540,tree,2.606,6101,5.609,0.465,39,0.133,NA
4541,tree,1.918,4766,5.609,0.342,39,0.133,NA
4543,tree,1.202,1296,5.609,0.214,39,0.133,*ster(H)-
4544,tree,3.757,7504,5.609,0.67,39,0.133,NA
4546,tree,0.757,3261,5.609,0.135,39,0.133,NA
4547,tree,0.86,2358,5.609,0.153,39,0.133,?*keu̯k-
4570,turn,5.638,1186,5.638,1,53,0,*u̯ert-
4571,turn,4.349,3068,5.638,0.771,53,0,*u̯endʰ-
4572,turn,2.401,3063,5.638,0.426,53,0,NA
4573,turn,2.957,1100,5.638,0.525,53,0,NA
4574,turn,3.17,5321,5.638,0.562,53,0,NA
4575,turn,3.746,4114,5.638,0.664,53,0,NA
4576,turn,3.5,9344,5.638,0.621,53,0,NA
4577,turn,1.242,330,5.638,0.22,53,0,?*treh₁-
4578,turn,2.762,6865,5.638,0.49,53,0,NA
4579,turn,4.37,3062,5.638,0.775,53,0,NA
4580,turn,1.455,1682,5.638,0.258,53,0,NA
4581,turn,2.215,1273,5.638,0.393,53,0,NA
4582,turn,2.776,4353,5.638,0.492,53,0,*seu̯h₁-
4583,turn,0.117,1332,5.638,0.021,53,0,*sneu̯H-
4584,turn,2.606,660,5.638,0.462,53,0,*dʰerg̑ʰ-
4585,turn,1.385,8035,5.638,0.246,53,0,NA
4586,turn,1.213,3429,5.638,0.215,53,0,NA
4587,turn,0.757,3243,5.638,0.134,53,0,*tek-
4588,turn,0.86,3067,5.638,0.153,53,0,?*greng̑ʰ-
4589,turn,0.615,3066,5.638,0.109,53,0,*tekʷ-
4590,turn,0.759,504,5.638,0.135,53,0,NA
4625,vomit,6.872,840,6.872,1,47,0,*u̯emh₁-
4626,vomit,2.606,5982,6.872,0.379,47,0,*(h₁)reu̯g-
4627,vomit,4.349,3074,6.872,0.633,47,0,NA
4628,vomit,2.745,1187,6.872,0.4,47,0,*bʰleu̯H-
4629,vomit,5.219,1075,6.872,0.76,47,0,*sk̑ʰei̯-
4630,vomit,2.615,537,6.872,0.381,47,0,*u̯ert-
4631,vomit,3.019,1559,6.872,0.439,47,0,*h₁reh₁-
4632,vomit,2.263,8566,6.872,0.329,47,0,NA
4633,vomit,1.31,1625,6.872,0.191,47,0,NA
4634,vomit,1.374,1333,6.872,0.2,47,0,NA
4635,vomit,0.951,7227,6.872,0.138,47,0,*gʰebʰ-
4636,vomit,3.746,3070,6.872,0.545,47,0,NA
4639,vomit,0.441,7214,6.872,0.064,47,0,NA
4640,vomit,0.759,6078,6.872,0.111,47,0,*u̯elH-
4672,wash,5.004,8364,6.469,0.774,27,0.133,*leh₃u̯-
4673,wash,4.034,3080,6.469,0.623,27,0.133,*nei̯gʷ-
4674,wash,4.25,744,6.469,0.657,27,0.133,?*k⁽ʷ⁾seu̯d-
4675,wash,6.469,3079,6.469,1,27,0.133,*(s)neh₂-
4676,wash,3.645,662,6.469,0.563,27,0.133,*pleu̯-
4677,wash,2.745,1188,6.469,0.424,27,0.133,*meu̯H-
4678,wash,5.735,841,6.469,0.887,27,0.133,*dʰeu̯H-
4679,wash,3.353,334,6.469,0.518,27,0.133,NA
4680,wash,2.957,1078,6.469,0.457,27,0.133,*u̯elg-
4681,wash,4.285,1386,6.469,0.662,27,0.133,NA
4682,wash,2.108,6854,6.469,0.326,27,0.133,NA
4683,wash,2.858,3083,6.469,0.442,27,0.133,*mesg-
4684,wash,1.548,3082,6.469,0.239,27,0.133,*per-
4685,wash,1.51,8060,6.469,0.233,27,0.133,NA
4686,wash,2.664,3077,6.469,0.412,27,0.133,*u̯lei̯kʷ-
4699,water,5.537,335,7.198,0.769,15,0.125,*u̯ed-
4700,water,7.198,157,7.198,1,15,0.125,*h₂ep-
4701,water,5.004,953,7.198,0.695,15,0.125,*h₂ekʷ-
4702,water,4.165,1079,7.198,0.579,15,0.125,*dʰeu̯b-
4703,water,4.26,842,7.198,0.592,15,0.125,*peh₃(i̯)-
4704,water,3.17,1563,7.198,0.44,15,0.125,*neu̯-
4705,water,2.606,663,7.198,0.362,15,0.125,*i̯uHr-
4706,water,0.757,6485,7.198,0.105,15,0.125,NA
4714,wet,4.332,1335,5.767,0.751,40,0.056,*u̯ed-
4715,wet,2.745,1189,5.767,0.476,40,0.056,NA
4716,wet,3.582,745,5.767,0.621,40,0.056,NA
4717,wet,5.219,1080,5.767,0.905,40,0.056,*u̯elg-
4718,wet,3.092,954,5.767,0.536,40,0.056,*meld-
4719,wet,1.775,336,5.767,0.308,40,0.056,NA
4720,wet,3.592,6683,5.767,0.623,40,0.056,*h₂engʷ-
4721,wet,5.767,9438,5.767,1,40,0.056,*Herd-
4722,wet,5.304,5276,5.767,0.92,40,0.056,*u̯egʷ-
4723,wet,4.353,3840,5.767,0.755,40,0.056,NA
4724,wet,1.363,3182,5.767,0.236,40,0.056,NA
4725,wet,0.889,4649,5.767,0.154,40,0.056,NA
4726,wet,5.498,3395,5.767,0.953,40,0.056,*nebʰ-
4727,wet,1.51,2078,5.767,0.262,40,0.056,*g̑ʰeu̯d-
4728,wet,2.858,1882,5.767,0.496,40,0.056,NA
4729,wet,2.752,507,5.767,0.477,40,0.056,NA
4732,wet,1.108,3341,5.767,0.192,40,0.056,*teh₂-
4733,wet,0.757,159,5.767,0.131,40,0.056,NA
4754,white,5.88,338,6.401,0.919,25,0.067,*k̑u̯ei̯t-
4755,white,5.487,1190,6.401,0.857,25,0.067,*bʰelH-
4756,white,6.401,2395,6.401,1,25,0.067,*h₂erg̑-
4757,white,3.355,7519,6.401,0.524,25,0.067,NA
4758,white,4.165,1082,6.401,0.651,25,0.067,NA
4759,white,3.17,1565,6.401,0.495,25,0.067,NA
4760,white,5.004,955,6.401,0.782,25,0.067,*h₂elbʰ-
4761,white,2.09,8201,6.401,0.326,25,0.067,NA
4762,white,4.073,2401,6.401,0.636,25,0.067,*leu̯k-
4763,white,2.02,4646,6.401,0.316,25,0.067,*g̑u̯elH-
4764,white,2.455,4088,6.401,0.384,25,0.067,NA
4766,white,2.776,1763,6.401,0.434,25,0.067,*bʰeh₂-
4767,white,2.752,508,6.401,0.43,25,0.067,*bʰerh₁g̑-
4768,white,0.757,3239,6.401,0.118,25,0.067,NA
4769,white,2.606,666,6.401,0.407,25,0.067,NA
4779,wide,5.401,667,6.3,0.857,29,0.077,*pleth₂-
4780,wide,4.166,3090,6.3,0.661,29,0.077,*h₁u̯erH-
4781,wide,5.372,6840,6.3,0.853,29,0.077,*sterh₃-
4782,wide,2.745,1191,6.3,0.436,29,0.077,NA
4783,wide,4.767,956,6.3,0.757,29,0.077,NA
4784,wide,6.3,165,6.3,1,29,0.077,*peth₂-
4785,wide,3.842,3094,6.3,0.61,29,0.077,NA
4786,wide,4.349,340,6.3,0.69,29,0.077,NA
4787,wide,3.571,844,6.3,0.567,29,0.077,"*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-"
4788,wide,2.176,1275,6.3,0.345,29,0.077,NA
4789,wide,3.967,3095,6.3,0.63,29,0.077,NA
4790,wide,2.664,8359,6.3,0.423,29,0.077,NA
4792,wide,0.759,509,6.3,0.121,29,0.077,*seh₁-
4808,wind,7.089,342,7.089,1,24,0.143,*h₂u̯eh₁-
4809,wind,1.997,3113,7.089,0.282,24,0.143,*dʰmeH-
4810,wind,2.665,3111,7.089,0.376,24,0.143,*h₂eu̯s-
4811,wind,2.776,1764,7.089,0.392,24,0.143,NA
4812,wind,5.254,1566,7.089,0.741,24,0.143,*h₂enh₁-
4813,wind,2.752,511,7.089,0.388,24,0.143,NA
4814,wind,0.849,7234,7.089,0.12,24,0.143,NA
4832,wing,6.871,1567,6.871,1,32,0.154,*pet-
4833,wing,4.647,5101,6.871,0.676,32,0.154,*(s)per-
4834,wing,5.004,958,6.871,0.728,32,0.154,*h₂ek̑s-
4835,wing,2.745,1192,6.871,0.4,32,0.154,?*(s)k⁽ʷ⁾rei̯-
4836,wing,4.866,3114,6.871,0.708,32,0.154,*bʰeh₂g̑ʰu-
4837,wing,5.778,845,6.871,0.841,32,0.154,NA
4838,wing,2.611,1336,6.871,0.38,32,0.154,NA
4839,wing,1.619,343,6.871,0.236,32,0.154,?*pleu̯k-
4840,wing,2.957,4387,6.871,0.43,32,0.154,NA
4841,wing,2.549,8196,6.871,0.371,32,0.154,NA
4842,wing,1.835,3115,6.871,0.267,32,0.154,NA
4844,wing,1.797,4388,6.871,0.262,32,0.154,NA
4845,wing,2.752,539,6.871,0.401,32,0.154,NA
4864,woman,6.734,671,6.734,1,31,0.071,*gʷen-
4865,woman,6.582,2422,6.734,0.977,31,0.071,NA
4866,woman,4.936,1277,6.734,0.733,31,0.071,*dʰeh₁(i̯)-
4867,woman,4.985,961,6.734,0.74,31,0.071,NA
4868,woman,3.518,1365,6.734,0.522,31,0.071,NA
4869,woman,1.109,346,6.734,0.165,31,0.071,NA
4870,woman,2.701,4079,6.734,0.401,31,0.071,NA
4871,woman,0.444,3843,6.734,0.066,31,0.071,*dʰugh₂tér-
4872,woman,0.815,2419,6.734,0.121,31,0.071,*dem-
4873,woman,2.752,513,6.734,0.409,31,0.071,*g̑erh₂-
4874,woman,2.965,9907,6.734,0.44,31,0.071,NA
4875,woman,0.794,7299,6.734,0.118,31,0.071,NA
4876,woman,0.757,3209,6.734,0.112,31,0.071,NA
4877,woman,0.86,2430,6.734,0.128,31,0.071,*k̑ei̯-u̯o-
4895,worm,7.996,172,7.996,1,29,0.077,*kʷr̥mi-
4896,worm,5.545,348,7.996,0.694,29,0.077,*u̯r̥mi-
4897,worm,5.304,1570,7.996,0.663,29,0.077,NA
4898,worm,4.237,1633,7.996,0.53,29,0.077,NA
4899,worm,2.611,3139,7.996,0.326,29,0.077,NA
4900,worm,2.606,673,7.996,0.326,29,0.077,NA
4902,worm,1.152,6478,7.996,0.144,29,0.077,NA
4903,worm,2.544,4350,7.996,0.318,29,0.077,NA
4905,worm,0.86,3145,7.996,0.108,29,0.077,NA
4906,worm,1.835,3143,7.996,0.23,29,0.077,NA
4907,worm,0.523,3142,7.996,0.065,29,0.077,NA
4908,worm,2.664,3141,7.996,0.333,29,0.077,*u̯el-
4909,worm,1.295,3140,7.996,0.162,29,0.077,NA
4924,year,5.796,515,5.796,1,18,0.133,*u̯et-
4925,year,4.349,350,5.796,0.75,18,0.133,*i̯eh₁-r/n-
4926,year,2.453,6127,5.796,0.423,18,0.133,NA
4927,year,5.004,963,5.796,0.863,18,0.133,*h₂et-no-
4928,year,4.766,747,5.796,0.822,18,0.133,NA
4929,year,5.219,1088,5.796,0.9,18,0.133,NA
4930,year,2.72,1195,5.796,0.469,18,0.133,?*gʰedʰ- 
4931,year,1.998,1297,5.796,0.345,18,0.133,*rek-
4932,year,2.168,1936,5.796,0.374,18,0.133,*leh₁t-
4933,year,3.17,1572,5.796,0.547,18,0.133,NA
4934,year,0.86,5863,5.796,0.148,18,0.133,NA
4935,year,0.757,3293,5.796,0.131,18,0.133,*h₂ek̑-
4936,year,4.398,3148,5.796,0.759,18,0.133,NA
4937,year,2.664,3147,5.796,0.46,18,0.133,NA
4938,year,1.108,675,5.796,0.191,18,0.133,NA
4942,yellow,6.101,7535,6.101,1,32,0.083,*g̑ʰelh₃-
4943,yellow,5.705,1635,6.101,0.935,32,0.083,NA
4944,yellow,4.165,1089,6.101,0.683,32,0.083,*melit-
4945,yellow,2.69,1409,6.101,0.441,32,0.083,NA
4946,yellow,2.677,1573,6.101,0.439,32,0.083,NA
4947,yellow,1.818,8289,6.101,0.298,32,0.083,NA
4948,yellow,2.776,1768,6.101,0.455,32,0.083,NA
4949,yellow,1.557,1278,6.101,0.255,32,0.083,NA
4950,yellow,1.573,964,6.101,0.258,32,0.083,?*h₂em-
4951,yellow,2.606,3378,6.101,0.427,32,0.083,*dʰalh₁-
4952,yellow,5.423,3333,6.101,0.889,32,0.083,NA
4953,yellow,0.757,3195,6.101,0.124,32,0.083,NA
4974,yesterday,6.915,5015,6.915,1,18,0,*g̑ʰes-
4975,yesterday,5.521,5163,6.915,0.798,18,0,?*u̯e-k⁽ʷ⁾sp-ero-
4976,yesterday,5.149,5238,6.915,0.745,18,0,NA
4977,yesterday,4.26,6487,6.915,0.616,18,0,*kʷelh₁-
4978,yesterday,3.172,6259,6.915,0.459,18,0,*h₁ep-
4979,yesterday,2.606,5337,6.915,0.377,18,0,*h₁regʷ-
4980,yesterday,0.302,6523,6.915,0.044,18,0,*negʷ-
4981,yesterday,3.72,6489,6.915,0.538,18,0,NA
1,NA,NA,NA,NA,NA,NA,0.063,NA
9,NA,NA,NA,NA,NA,NA,0.063,NA
11,NA,NA,NA,NA,NA,NA,0.063,NA
12,NA,NA,NA,NA,NA,NA,0.063,NA
13,NA,NA,NA,NA,NA,NA,0.063,NA
14,NA,NA,NA,NA,NA,NA,0.063,NA
15,NA,NA,NA,NA,NA,NA,0.063,NA
16,NA,NA,NA,NA,NA,NA,0.063,NA
17,NA,NA,NA,NA,NA,NA,0.063,NA
18,NA,NA,NA,NA,NA,NA,0.063,NA
19,NA,NA,NA,NA,NA,NA,0.063,NA
20,NA,NA,NA,NA,NA,NA,0.063,NA
21,NA,NA,NA,NA,NA,NA,0.063,NA
22,NA,NA,NA,NA,NA,NA,0.063,NA
23,NA,NA,NA,NA,NA,NA,0.063,NA
24,NA,NA,NA,NA,NA,NA,0.063,NA
38,NA,NA,NA,NA,NA,NA,0.063,NA
39,NA,NA,NA,NA,NA,NA,0.063,NA
40,NA,NA,NA,NA,NA,NA,0.063,NA
41,NA,NA,NA,NA,NA,NA,0.063,NA
42,NA,NA,NA,NA,NA,NA,0.063,NA
43,NA,NA,NA,NA,NA,NA,0.063,NA
44,NA,NA,NA,NA,NA,NA,0.063,NA
45,NA,NA,NA,NA,NA,NA,0.063,NA
46,NA,NA,NA,NA,NA,NA,0.063,NA
47,NA,NA,NA,NA,NA,NA,0.063,NA
48,NA,NA,NA,NA,NA,NA,0.063,NA
49,NA,NA,NA,NA,NA,NA,0.063,NA
50,NA,NA,NA,NA,NA,NA,0.063,NA
51,NA,NA,NA,NA,NA,NA,0.063,NA
52,NA,NA,NA,NA,NA,NA,0.063,NA
53,NA,NA,NA,NA,NA,NA,0.063,NA
54,NA,NA,NA,NA,NA,NA,0.063,NA
55,NA,NA,NA,NA,NA,NA,0.063,NA
79,NA,NA,NA,NA,NA,NA,0.063,NA
80,NA,NA,NA,NA,NA,NA,0.063,NA
81,NA,NA,NA,NA,NA,NA,0.063,NA
82,NA,NA,NA,NA,NA,NA,0.063,NA
83,NA,NA,NA,NA,NA,NA,0.063,NA
84,NA,NA,NA,NA,NA,NA,0.063,NA
85,NA,NA,NA,NA,NA,NA,0.063,NA
86,NA,NA,NA,NA,NA,NA,0.063,NA
87,NA,NA,NA,NA,NA,NA,0.063,NA
88,NA,NA,NA,NA,NA,NA,0.063,NA
89,NA,NA,NA,NA,NA,NA,0.063,NA
90,NA,NA,NA,NA,NA,NA,0.063,NA
91,NA,NA,NA,NA,NA,NA,0.063,NA
92,NA,NA,NA,NA,NA,NA,0.063,NA
93,NA,NA,NA,NA,NA,NA,0.063,NA
94,NA,NA,NA,NA,NA,NA,0.063,NA
95,NA,NA,NA,NA,NA,NA,0.063,NA
96,NA,NA,NA,NA,NA,NA,0.063,NA
109,NA,NA,NA,NA,NA,NA,0.063,NA
110,NA,NA,NA,NA,NA,NA,0.063,NA
113,NA,NA,NA,NA,NA,NA,0.063,NA
115,NA,NA,NA,NA,NA,NA,0.063,NA
116,NA,NA,NA,NA,NA,NA,0.063,NA
125,NA,NA,NA,NA,NA,NA,0.063,NA
126,NA,NA,NA,NA,NA,NA,0.063,NA
127,NA,NA,NA,NA,NA,NA,0.063,NA
128,NA,NA,NA,NA,NA,NA,0.063,NA
129,NA,NA,NA,NA,NA,NA,0.063,NA
130,NA,NA,NA,NA,NA,NA,0.063,NA
131,NA,NA,NA,NA,NA,NA,0.063,NA
132,NA,NA,NA,NA,NA,NA,0.063,NA
133,NA,NA,NA,NA,NA,NA,0.063,NA
134,NA,NA,NA,NA,NA,NA,0.063,NA
135,NA,NA,NA,NA,NA,NA,0.063,NA
136,NA,NA,NA,NA,NA,NA,0.063,NA
137,NA,NA,NA,NA,NA,NA,0.063,NA
138,NA,NA,NA,NA,NA,NA,0.063,NA
139,NA,NA,NA,NA,NA,NA,0.063,NA
140,NA,NA,NA,NA,NA,NA,0.063,NA
141,NA,NA,NA,NA,NA,NA,0.063,NA
142,NA,NA,NA,NA,NA,NA,0.063,NA
143,NA,NA,NA,NA,NA,NA,0.063,NA
144,NA,NA,NA,NA,NA,NA,0.063,NA
145,NA,NA,NA,NA,NA,NA,0.063,NA
146,NA,NA,NA,NA,NA,NA,0.063,NA
147,NA,NA,NA,NA,NA,NA,0.063,NA
148,NA,NA,NA,NA,NA,NA,0.063,NA
149,NA,NA,NA,NA,NA,NA,0.063,NA
150,NA,NA,NA,NA,NA,NA,0.063,NA
151,NA,NA,NA,NA,NA,NA,0.063,NA
152,NA,NA,NA,NA,NA,NA,0.063,NA
153,NA,NA,NA,NA,NA,NA,0.063,NA
154,NA,NA,NA,NA,NA,NA,0.063,NA
155,NA,NA,NA,NA,NA,NA,0.063,NA
156,NA,NA,NA,NA,NA,NA,0.063,NA
157,NA,NA,NA,NA,NA,NA,0.063,NA
158,NA,NA,NA,NA,NA,NA,0.063,NA
159,NA,NA,NA,NA,NA,NA,0.063,NA
160,NA,NA,NA,NA,NA,NA,0.063,NA
161,NA,NA,NA,NA,NA,NA,0.063,NA
162,NA,NA,NA,NA,NA,NA,0.063,NA
163,NA,NA,NA,NA,NA,NA,0.063,NA
164,NA,NA,NA,NA,NA,NA,0.063,NA
165,NA,NA,NA,NA,NA,NA,0.063,NA
166,NA,NA,NA,NA,NA,NA,0.063,NA
167,NA,NA,NA,NA,NA,NA,0.063,NA
168,NA,NA,NA,NA,NA,NA,0.063,NA
169,NA,NA,NA,NA,NA,NA,0.063,NA
170,NA,NA,NA,NA,NA,NA,0.063,NA
171,NA,NA,NA,NA,NA,NA,0.063,NA
186,NA,NA,NA,NA,NA,NA,0.063,NA
189,NA,NA,NA,NA,NA,NA,0.063,NA
190,NA,NA,NA,NA,NA,NA,0.063,NA
191,NA,NA,NA,NA,NA,NA,0.063,NA
192,NA,NA,NA,NA,NA,NA,0.063,NA
193,NA,NA,NA,NA,NA,NA,0.063,NA
194,NA,NA,NA,NA,NA,NA,0.063,NA
195,NA,NA,NA,NA,NA,NA,0.063,NA
196,NA,NA,NA,NA,NA,NA,0.063,NA
197,NA,NA,NA,NA,NA,NA,0.063,NA
198,NA,NA,NA,NA,NA,NA,0.063,NA
199,NA,NA,NA,NA,NA,NA,0.063,NA
200,NA,NA,NA,NA,NA,NA,0.063,NA
201,NA,NA,NA,NA,NA,NA,0.063,NA
202,NA,NA,NA,NA,NA,NA,0.063,NA
203,NA,NA,NA,NA,NA,NA,0.063,NA
204,NA,NA,NA,NA,NA,NA,0.063,NA
205,NA,NA,NA,NA,NA,NA,0.063,NA
206,NA,NA,NA,NA,NA,NA,0.063,NA
207,NA,NA,NA,NA,NA,NA,0.063,NA
208,NA,NA,NA,NA,NA,NA,0.063,NA
209,NA,NA,NA,NA,NA,NA,0.063,NA
210,NA,NA,NA,NA,NA,NA,0.063,NA
211,NA,NA,NA,NA,NA,NA,0.063,NA
212,NA,NA,NA,NA,NA,NA,0.063,NA
213,NA,NA,NA,NA,NA,NA,0.063,NA
214,NA,NA,NA,NA,NA,NA,0.063,NA
230,NA,NA,NA,NA,NA,NA,0.063,NA
235,NA,NA,NA,NA,NA,NA,0.063,NA
236,NA,NA,NA,NA,NA,NA,0.063,NA
238,NA,NA,NA,NA,NA,NA,0.063,NA
242,NA,NA,NA,NA,NA,NA,0.063,NA
243,NA,NA,NA,NA,NA,NA,0.063,NA
244,NA,NA,NA,NA,NA,NA,0.063,NA
245,NA,NA,NA,NA,NA,NA,0.063,NA
246,NA,NA,NA,NA,NA,NA,0.063,NA
247,NA,NA,NA,NA,NA,NA,0.063,NA
248,NA,NA,NA,NA,NA,NA,0.063,NA
249,NA,NA,NA,NA,NA,NA,0.063,NA
250,NA,NA,NA,NA,NA,NA,0.063,NA
251,NA,NA,NA,NA,NA,NA,0.063,NA
252,NA,NA,NA,NA,NA,NA,0.063,NA
253,NA,NA,NA,NA,NA,NA,0.063,NA
254,NA,NA,NA,NA,NA,NA,0.063,NA
255,NA,NA,NA,NA,NA,NA,0.063,NA
256,NA,NA,NA,NA,NA,NA,0.063,NA
257,NA,NA,NA,NA,NA,NA,0.063,NA
258,NA,NA,NA,NA,NA,NA,0.063,NA
259,NA,NA,NA,NA,NA,NA,0.063,NA
275,NA,NA,NA,NA,NA,NA,0.063,NA
277,NA,NA,NA,NA,NA,NA,0.063,NA
280,NA,NA,NA,NA,NA,NA,0.063,NA
281,NA,NA,NA,NA,NA,NA,0.063,NA
282,NA,NA,NA,NA,NA,NA,0.063,NA
283,NA,NA,NA,NA,NA,NA,0.063,NA
284,NA,NA,NA,NA,NA,NA,0.063,NA
285,NA,NA,NA,NA,NA,NA,0.063,NA
286,NA,NA,NA,NA,NA,NA,0.063,NA
287,NA,NA,NA,NA,NA,NA,0.063,NA
288,NA,NA,NA,NA,NA,NA,0.063,NA
289,NA,NA,NA,NA,NA,NA,0.063,NA
290,NA,NA,NA,NA,NA,NA,0.063,NA
291,NA,NA,NA,NA,NA,NA,0.063,NA
292,NA,NA,NA,NA,NA,NA,0.063,NA
293,NA,NA,NA,NA,NA,NA,0.063,NA
294,NA,NA,NA,NA,NA,NA,0.063,NA
295,NA,NA,NA,NA,NA,NA,0.063,NA
296,NA,NA,NA,NA,NA,NA,0.063,NA
297,NA,NA,NA,NA,NA,NA,0.063,NA
298,NA,NA,NA,NA,NA,NA,0.063,NA
299,NA,NA,NA,NA,NA,NA,0.063,NA
300,NA,NA,NA,NA,NA,NA,0.063,NA
301,NA,NA,NA,NA,NA,NA,0.063,NA
302,NA,NA,NA,NA,NA,NA,0.063,NA
303,NA,NA,NA,NA,NA,NA,0.063,NA
304,NA,NA,NA,NA,NA,NA,0.063,NA
305,NA,NA,NA,NA,NA,NA,0.063,NA
306,NA,NA,NA,NA,NA,NA,0.063,NA
323,NA,NA,NA,NA,NA,NA,0.063,NA
324,NA,NA,NA,NA,NA,NA,0.063,NA
325,NA,NA,NA,NA,NA,NA,0.063,NA
326,NA,NA,NA,NA,NA,NA,0.063,NA
327,NA,NA,NA,NA,NA,NA,0.063,NA
328,NA,NA,NA,NA,NA,NA,0.063,NA
329,NA,NA,NA,NA,NA,NA,0.063,NA
330,NA,NA,NA,NA,NA,NA,0.063,NA
331,NA,NA,NA,NA,NA,NA,0.063,NA
332,NA,NA,NA,NA,NA,NA,0.063,NA
333,NA,NA,NA,NA,NA,NA,0.063,NA
334,NA,NA,NA,NA,NA,NA,0.063,NA
335,NA,NA,NA,NA,NA,NA,0.063,NA
338,NA,NA,NA,NA,NA,NA,0.063,NA
356,NA,NA,NA,NA,NA,NA,0.063,NA
358,NA,NA,NA,NA,NA,NA,0.063,NA
359,NA,NA,NA,NA,NA,NA,0.063,NA
360,NA,NA,NA,NA,NA,NA,0.063,NA
361,NA,NA,NA,NA,NA,NA,0.063,NA
362,NA,NA,NA,NA,NA,NA,0.063,NA
363,NA,NA,NA,NA,NA,NA,0.063,NA
364,NA,NA,NA,NA,NA,NA,0.063,NA
365,NA,NA,NA,NA,NA,NA,0.063,NA
366,NA,NA,NA,NA,NA,NA,0.063,NA
367,NA,NA,NA,NA,NA,NA,0.063,NA
368,NA,NA,NA,NA,NA,NA,0.063,NA
369,NA,NA,NA,NA,NA,NA,0.063,NA
370,NA,NA,NA,NA,NA,NA,0.063,NA
371,NA,NA,NA,NA,NA,NA,0.063,NA
372,NA,NA,NA,NA,NA,NA,0.063,NA
373,NA,NA,NA,NA,NA,NA,0.063,NA
374,NA,NA,NA,NA,NA,NA,0.063,NA
375,NA,NA,NA,NA,NA,NA,0.063,NA
376,NA,NA,NA,NA,NA,NA,0.063,NA
377,NA,NA,NA,NA,NA,NA,0.063,NA
378,NA,NA,NA,NA,NA,NA,0.063,NA
379,NA,NA,NA,NA,NA,NA,0.063,NA
390,NA,NA,NA,NA,NA,NA,0.063,NA
395,NA,NA,NA,NA,NA,NA,0.063,NA
396,NA,NA,NA,NA,NA,NA,0.063,NA
397,NA,NA,NA,NA,NA,NA,0.063,NA
398,NA,NA,NA,NA,NA,NA,0.063,NA
399,NA,NA,NA,NA,NA,NA,0.063,NA
400,NA,NA,NA,NA,NA,NA,0.063,NA
401,NA,NA,NA,NA,NA,NA,0.063,NA
402,NA,NA,NA,NA,NA,NA,0.063,NA
403,NA,NA,NA,NA,NA,NA,0.063,NA
404,NA,NA,NA,NA,NA,NA,0.063,NA
405,NA,NA,NA,NA,NA,NA,0.063,NA
406,NA,NA,NA,NA,NA,NA,0.063,NA
407,NA,NA,NA,NA,NA,NA,0.063,NA
408,NA,NA,NA,NA,NA,NA,0.063,NA
426,NA,NA,NA,NA,NA,NA,0.063,NA
427,NA,NA,NA,NA,NA,NA,0.063,NA
428,NA,NA,NA,NA,NA,NA,0.063,NA
429,NA,NA,NA,NA,NA,NA,0.063,NA
430,NA,NA,NA,NA,NA,NA,0.063,NA
