"age","simulation","node_summary","prob","model"
3,46,57,1,MCC
3,46,58,1,MCC
3,46,59,1,MCC
3,46,60,1,MCC
3,46,61,0.29,MCC
3,46,62,0.805,MCC
3,46,63,0.405,MCC
3,46,64,0.395,MCC
3,46,65,0.73,MCC
3,46,66,0.93,MCC
3,46,67,1,MCC
3,46,68,1,MCC
3,46,69,1,MCC
3,46,70,1,MCC
3,46,71,1,MCC
3,46,72,0.985,MCC
3,46,73,1,MCC
3,46,74,1,MCC
3,46,75,1,MCC
3,46,76,1,MCC
3,46,77,1,MCC
3,46,78,0.175,MCC
3,46,79,1,MCC
3,46,80,0.16,MCC
3,46,81,0.465,MCC
3,46,82,0.25,MCC
3,46,83,0.465,MCC
3,46,84,0.99,MCC
3,46,85,0.995,MCC
3,46,86,0.555,MCC
3,46,87,0.985,MCC
3,46,88,0.535,MCC
3,46,89,0.99,MCC
3,46,90,0.72,MCC
3,46,91,1,MCC
3,46,92,1,MCC
3,46,93,1,MCC
3,46,94,0.48,MCC
3,46,95,1,MCC
3,46,96,1,MCC
3,46,97,1,MCC
3,46,98,1,MCC
3,46,99,1,MCC
4,14,51,1,CS
4,14,52,0.975,CS
4,14,53,0.995,CS
4,14,54,0.925,CS
4,14,55,0.94,CS
4,14,56,0.965,CS
4,14,57,0.965,CS
4,14,58,1,CS
4,14,59,1,CS
4,14,60,1,CS
4,14,61,1,CS
4,14,62,1,CS
4,14,63,1,CS
4,14,64,0.6,CS
4,14,65,0.96,CS
4,14,66,1,CS
4,14,67,1,CS
4,14,68,1,CS
4,14,69,0.535,CS
4,14,70,1,CS
4,14,71,0.84,CS
4,14,72,0.91,CS
4,14,73,1,CS
4,14,74,1,CS
4,14,75,1,CS
4,14,76,1,CS
4,14,77,0.95,CS
4,14,78,1,CS
4,14,79,1,CS
4,14,80,0.66,CS
4,14,81,0.945,CS
4,14,82,1,CS
4,14,83,0.93,CS
4,14,84,0.65,CS
4,14,85,1,CS
4,14,86,1,CS
4,14,87,1,CS
4,14,88,1,CS
4,1,51,1,CS
4,1,52,0.99,CS
4,1,53,1,CS
4,1,54,0.775,CS
4,1,55,0.735,CS
4,1,56,0.93,CS
4,1,57,0.635,CS
4,1,58,0.985,CS
4,1,59,1,CS
4,1,60,1,CS
4,1,61,1,CS
4,1,62,1,CS
4,1,63,1,CS
4,1,64,0.61,CS
4,1,65,0.88,CS
4,1,66,1,CS
4,1,67,0.99,CS
4,1,68,1,CS
4,1,69,1,CS
4,1,70,0.925,CS
4,1,71,1,CS
4,1,72,1,CS
4,1,73,1,CS
4,1,74,0.995,CS
4,1,75,1,CS
4,1,76,1,CS
4,1,77,0.505,CS
4,1,78,1,CS
4,1,79,1,CS
4,1,80,0.91,CS
4,1,81,1,CS
4,1,82,1,CS
4,1,83,0.965,CS
4,1,84,1,CS
4,1,85,1,CS
4,1,86,1,CS
4,1,87,1,CS
4,1,88,1,CS
4,23,51,1,CS
4,23,52,0.53,CS
4,23,53,0.99,CS
4,23,54,0.625,CS
4,23,55,1,CS
4,23,56,0.835,CS
4,23,57,1,CS
4,23,58,1,CS
4,23,59,1,CS
4,23,60,1,CS
4,23,61,1,CS
4,23,62,0.99,CS
4,23,63,0.61,CS
4,23,64,1,CS
4,23,65,0.94,CS
4,23,66,1,CS
4,23,67,1,CS
4,23,68,0.98,CS
4,23,69,0.57,CS
4,23,70,0.66,CS
4,23,71,1,CS
4,23,72,1,CS
4,23,73,1,CS
4,23,74,1,CS
4,23,75,1,CS
4,23,76,1,CS
4,23,77,1,CS
4,23,78,0.99,CS
4,23,79,0.78,CS
4,23,80,0.995,CS
4,23,81,0.755,CS
4,23,82,1,CS
4,23,83,1,CS
4,23,84,1,CS
4,23,85,1,CS
4,23,86,1,CS
4,23,87,1,CS
4,1,51,NA,MCC
4,1,52,0.125,MCC
4,1,53,0.055,MCC
4,1,54,0.22,MCC
4,1,55,0.4,MCC
4,1,56,0.88,MCC
4,1,57,1,MCC
4,1,58,1,MCC
4,1,59,0.99,MCC
4,1,60,1,MCC
4,1,61,1,MCC
4,1,62,0.925,MCC
4,1,63,1,MCC
4,1,64,1,MCC
4,1,65,0.995,MCC
4,1,66,1,MCC
4,1,67,1,MCC
4,1,68,0.505,MCC
4,1,69,1,MCC
4,1,70,1,MCC
4,1,71,0.04,MCC
4,1,72,0.99,MCC
4,1,73,1,MCC
4,1,74,0.295,MCC
4,1,75,0.775,MCC
4,1,76,0.735,MCC
4,1,77,0.93,MCC
4,1,78,0.635,MCC
4,1,79,0.985,MCC
4,1,80,1,MCC
4,1,81,1,MCC
4,1,82,1,MCC
4,1,83,1,MCC
4,1,84,1,MCC
4,1,85,0.105,MCC
4,1,86,0.965,MCC
4,1,87,1,MCC
4,1,88,1,MCC
4,1,89,0.09,MCC
4,1,90,0.135,MCC
4,1,91,1,MCC
4,1,92,0.49,MCC
4,1,93,0.91,MCC
4,1,94,1,MCC
4,1,95,1,MCC
4,1,96,0.46,MCC
4,1,97,0.48,MCC
4,1,98,1,MCC
4,1,99,1,MCC
4,23,51,NA,MCC
4,23,52,0.385,MCC
4,23,53,0.78,MCC
4,23,54,0.35,MCC
4,23,55,0.295,MCC
4,23,56,1,MCC
4,23,57,1,MCC
4,23,58,1,MCC
4,23,59,0.995,MCC
4,23,60,0.755,MCC
4,23,61,1,MCC
4,23,62,1,MCC
4,23,63,1,MCC
4,23,64,0.53,MCC
4,23,65,1,MCC
4,23,66,0.99,MCC
4,23,67,1,MCC
4,23,68,0.245,MCC
4,23,69,0.175,MCC
4,23,70,1,MCC
4,23,71,1,MCC
4,23,72,0.475,MCC
4,23,73,0.99,MCC
4,23,74,0.075,MCC
4,23,75,0.365,MCC
4,23,76,1,MCC
4,23,77,1,MCC
4,23,78,0.94,MCC
4,23,79,1,MCC
4,23,80,1,MCC
4,23,81,0.98,MCC
4,23,82,0.625,MCC
4,23,83,0.21,MCC
4,23,84,1,MCC
4,23,85,1,MCC
4,23,86,1,MCC
4,23,87,0.275,MCC
4,23,88,0.26,MCC
4,23,89,1,MCC
4,23,90,0.99,MCC
4,23,91,0.12,MCC
4,23,92,0.61,MCC
4,23,93,1,MCC
4,23,94,0.835,MCC
4,23,95,1,MCC
4,23,96,0.57,MCC
4,23,97,0.66,MCC
4,23,98,1,MCC
4,23,99,1,MCC
4,28,51,1,CS
4,28,52,0.69,CS
4,28,53,0.99,CS
4,28,54,1,CS
4,28,55,1,CS
4,28,56,0.64,CS
4,28,57,1,CS
4,28,58,1,CS
4,28,59,1,CS
4,28,60,1,CS
4,28,61,1,CS
4,28,62,0.805,CS
4,28,63,0.92,CS
4,28,64,0.955,CS
4,28,65,0.685,CS
4,28,66,1,CS
4,28,67,0.715,CS
4,28,68,0.655,CS
4,28,69,0.815,CS
4,28,70,1,CS
4,28,71,1,CS
4,28,72,1,CS
4,28,73,0.615,CS
4,28,74,1,CS
4,28,75,0.76,CS
4,28,76,1,CS
4,28,77,1,CS
4,28,78,1,CS
4,28,79,1,CS
4,28,80,0.57,CS
4,28,81,1,CS
4,28,82,1,CS
4,28,83,1,CS
4,28,84,0.705,CS
4,28,85,0.885,CS
4,28,86,1,CS
4,28,87,1,CS
4,28,88,1,CS
4,28,89,1,CS
4,28,90,1,CS
4,28,91,1,CS
4,28,51,NA,MCC
4,28,52,1,MCC
4,28,53,1,MCC
4,28,54,0.465,MCC
4,28,55,1,MCC
4,28,56,1,MCC
4,28,57,0.25,MCC
4,28,58,0.38,MCC
4,28,59,1,MCC
4,28,60,0.57,MCC
4,28,61,1,MCC
4,28,62,1,MCC
4,28,63,1,MCC
4,28,64,0.705,MCC
4,28,65,0.09,MCC
4,28,66,1,MCC
4,28,67,1,MCC
4,28,68,0.69,MCC
4,28,69,0.715,MCC
4,28,70,0.655,MCC
4,28,71,0.815,MCC
4,28,72,1,MCC
4,28,73,1,MCC
4,28,74,1,MCC
4,28,75,0.615,MCC
4,28,76,0.24,MCC
4,28,77,1,MCC
4,28,78,1,MCC
4,28,79,0.13,MCC
4,28,80,0.99,MCC
4,28,81,1,MCC
4,28,82,1,MCC
4,28,83,1,MCC
4,28,84,1,MCC
4,28,85,1,MCC
4,28,86,0.47,MCC
4,28,87,0.64,MCC
4,28,88,1,MCC
4,28,89,1,MCC
4,28,90,0.805,MCC
4,28,91,0.92,MCC
4,28,92,0.955,MCC
4,28,93,0.685,MCC
4,28,94,1,MCC
4,28,95,0.15,MCC
4,28,96,0.335,MCC
4,28,97,1,MCC
4,28,98,1,MCC
4,28,99,0.76,MCC
4,14,51,NA,MCC
4,14,52,0.1,MCC
4,14,53,0.535,MCC
4,14,54,0.95,MCC
4,14,55,1,MCC
4,14,56,1,MCC
4,14,57,1,MCC
4,14,58,0.84,MCC
4,14,59,0.91,MCC
4,14,60,1,MCC
4,14,61,1,MCC
4,14,62,1,MCC
4,14,63,1,MCC
4,14,64,1,MCC
4,14,65,0.105,MCC
4,14,66,0.095,MCC
4,14,67,0.03,MCC
4,14,68,0.285,MCC
4,14,69,0.35,MCC
4,14,70,0.66,MCC
4,14,71,0.315,MCC
4,14,72,0.945,MCC
4,14,73,1,MCC
4,14,74,0.93,MCC
4,14,75,0.13,MCC
4,14,76,0.095,MCC
4,14,77,0.65,MCC
4,14,78,1,MCC
4,14,79,1,MCC
4,14,80,0.34,MCC
4,14,81,1,MCC
4,14,82,0.455,MCC
4,14,83,0.975,MCC
4,14,84,0.6,MCC
4,14,85,0.96,MCC
4,14,86,1,MCC
4,14,87,1,MCC
4,14,88,1,MCC
4,14,89,0.995,MCC
4,14,90,0.925,MCC
4,14,91,0.94,MCC
4,14,92,1,MCC
4,14,93,1,MCC
4,14,94,1,MCC
4,14,95,0.965,MCC
4,14,96,0.965,MCC
4,14,97,1,MCC
4,14,98,1,MCC
4,14,99,1,MCC
4,37,51,1,CS
4,37,52,0.625,CS
4,37,53,0.62,CS
4,37,54,0.77,CS
4,37,55,0.98,CS
4,37,56,0.885,CS
4,37,57,0.995,CS
4,37,58,0.945,CS
4,37,59,1,CS
4,37,60,1,CS
4,37,61,1,CS
4,37,62,0.995,CS
4,37,63,0.97,CS
4,37,64,1,CS
4,37,65,0.87,CS
4,37,66,1,CS
4,37,67,0.715,CS
4,37,68,1,CS
4,37,69,1,CS
4,37,70,1,CS
4,37,71,1,CS
4,37,72,0.795,CS
4,37,73,1,CS
4,37,74,0.91,CS
4,37,75,1,CS
4,37,76,1,CS
4,37,77,0.845,CS
4,37,78,1,CS
4,37,79,1,CS
4,37,80,1,CS
4,37,81,1,CS
4,37,82,1,CS
4,37,83,1,CS
4,37,84,0.99,CS
4,37,85,1,CS
4,37,86,1,CS
4,37,87,1,CS
4,37,88,1,CS
4,37,51,NA,MCC
4,37,52,NA,MCC
4,37,53,0.02,MCC
4,37,54,0.065,MCC
4,37,55,0.135,MCC
4,37,56,0.125,MCC
4,37,57,0.115,MCC
4,37,58,0.625,MCC
4,37,59,0.62,MCC
4,37,60,0.375,MCC
4,37,61,0.77,MCC
4,37,62,0.98,MCC
4,37,63,0.885,MCC
4,37,64,0.995,MCC
4,37,65,0.945,MCC
4,37,66,1,MCC
4,37,67,1,MCC
4,37,68,1,MCC
4,37,69,0.995,MCC
4,37,70,0.97,MCC
4,37,71,1,MCC
4,37,72,0.87,MCC
4,37,73,1,MCC
4,37,74,1,MCC
4,37,75,1,MCC
4,37,76,0.715,MCC
4,37,77,1,MCC
4,37,78,1,MCC
4,37,79,0.06,MCC
4,37,80,0.115,MCC
4,37,81,0.34,MCC
4,37,82,1,MCC
4,37,83,1,MCC
4,37,84,1,MCC
4,37,85,1,MCC
4,37,86,1,MCC
4,37,87,1,MCC
4,37,88,0.4,MCC
4,37,89,0.99,MCC
4,37,90,1,MCC
4,37,91,1,MCC
4,37,92,0.795,MCC
4,37,93,1,MCC
4,37,94,0.91,MCC
4,37,95,1,MCC
4,37,96,1,MCC
4,37,97,1,MCC
4,37,98,0.105,MCC
4,37,99,1,MCC
4,32,51,1,CS
4,32,52,0.995,CS
4,32,53,0.785,CS
4,32,54,1,CS
4,32,55,1,CS
4,32,56,0.765,CS
4,32,57,0.85,CS
4,32,58,1,CS
4,32,59,1,CS
4,32,60,0.51,CS
4,32,61,1,CS
4,32,62,0.925,CS
4,32,63,0.995,CS
4,32,64,1,CS
4,32,65,1,CS
4,32,66,1,CS
4,32,67,1,CS
4,32,68,1,CS
4,32,69,1,CS
4,32,70,1,CS
4,32,71,0.93,CS
4,32,72,0.51,CS
4,32,73,1,CS
4,32,74,1,CS
4,32,75,1,CS
4,32,76,1,CS
4,32,77,1,CS
4,32,78,1,CS
4,32,79,0.995,CS
4,32,80,1,CS
4,32,81,1,CS
4,32,82,0.555,CS
4,32,83,1,CS
4,32,84,1,CS
4,32,85,0.745,CS
4,32,86,1,CS
4,32,87,1,CS
4,32,88,1,CS
4,32,89,1,CS
4,32,90,1,CS
4,32,91,1,CS
4,32,51,NA,MCC
4,32,52,0.285,MCC
4,32,53,0.745,MCC
4,32,54,0.415,MCC
4,32,55,1,MCC
4,32,56,1,MCC
4,32,57,1,MCC
4,32,58,1,MCC
4,32,59,0.34,MCC
4,32,60,0.325,MCC
4,32,61,0.195,MCC
4,32,62,0.265,MCC
4,32,63,0.925,MCC
4,32,64,1,MCC
4,32,65,0.46,MCC
4,32,66,0.995,MCC
4,32,67,1,MCC
4,32,68,1,MCC
4,32,69,1,MCC
4,32,70,1,MCC
4,32,71,1,MCC
4,32,72,1,MCC
4,32,73,1,MCC
4,32,74,0.995,MCC
4,32,75,1,MCC
4,32,76,1,MCC
4,32,77,0.28,MCC
4,32,78,1,MCC
4,32,79,1,MCC
4,32,80,0.93,MCC
4,32,81,0.51,MCC
4,32,82,1,MCC
4,32,83,1,MCC
4,32,84,1,MCC
4,32,85,1,MCC
4,32,86,1,MCC
4,32,87,0.995,MCC
4,32,88,1,MCC
4,32,89,0.51,MCC
4,32,90,1,MCC
4,32,91,0.785,MCC
4,32,92,1,MCC
4,32,93,0.37,MCC
4,32,94,1,MCC
4,32,95,0.765,MCC
4,32,96,0.85,MCC
4,32,97,1,MCC
4,32,98,1,MCC
4,32,99,1,MCC
4,46,51,1,CS
4,46,52,1,CS
4,46,53,1,CS
4,46,54,0.705,CS
4,46,55,0.99,CS
4,46,56,1,CS
4,46,57,1,CS
4,46,58,1,CS
4,46,59,1,CS
4,46,60,0.545,CS
4,46,61,0.82,CS
4,46,62,1,CS
4,46,63,1,CS
4,46,64,0.735,CS
4,46,65,0.84,CS
4,46,66,0.985,CS
4,46,67,0.655,CS
4,46,68,0.595,CS
4,46,69,0.61,CS
4,46,70,1,CS
4,46,71,1,CS
4,46,72,1,CS
4,46,73,0.96,CS
4,46,74,0.575,CS
4,46,75,0.915,CS
4,46,76,1,CS
4,46,77,1,CS
4,46,78,1,CS
4,46,79,1,CS
4,46,80,1,CS
4,46,81,1,CS
4,46,82,1,CS
4,46,83,1,CS
4,46,84,1,CS
4,46,85,1,CS
4,46,86,0.835,CS
4,46,51,NA,MCC
4,46,52,0.41,MCC
4,46,53,0.215,MCC
4,46,54,0.285,MCC
4,46,55,0.345,MCC
4,46,56,0.49,MCC
4,46,57,1,MCC
4,46,58,0.82,MCC
4,46,59,1,MCC
4,46,60,1,MCC
4,46,61,0.41,MCC
4,46,62,0.24,MCC
4,46,63,0.44,MCC
4,46,64,0.985,MCC
4,46,65,0.735,MCC
4,46,66,0.84,MCC
4,46,67,1,MCC
4,46,68,1,MCC
4,46,69,1,MCC
4,46,70,1,MCC
4,46,71,1,MCC
4,46,72,0.575,MCC
4,46,73,0.06,MCC
4,46,74,1,MCC
4,46,75,1,MCC
4,46,76,1,MCC
4,46,77,1,MCC
4,46,78,0.255,MCC
4,46,79,0.3,MCC
4,46,80,0.835,MCC
4,46,81,1,MCC
4,46,82,0.235,MCC
4,46,83,0.44,MCC
4,46,84,1,MCC
4,46,85,0.705,MCC
4,46,86,0.99,MCC
4,46,87,1,MCC
4,46,88,0.37,MCC
4,46,89,1,MCC
4,46,90,1,MCC
4,46,91,1,MCC
4,46,92,0.545,MCC
4,46,93,0.655,MCC
4,46,94,0.595,MCC
4,46,95,0.24,MCC
4,46,96,1,MCC
4,46,97,1,MCC
4,46,98,1,MCC
4,46,99,0.96,MCC
5,23,51,1,CS
5,23,52,0.815,CS
5,23,53,0.87,CS
5,23,54,0.94,CS
5,23,55,0.735,CS
5,23,56,0.79,CS
5,23,57,1,CS
5,23,58,0.68,CS
5,23,59,1,CS
5,23,60,0.68,CS
5,23,61,1,CS
5,23,62,0.75,CS
5,23,63,0.54,CS
5,23,64,0.785,CS
5,23,65,0.985,CS
5,23,66,1,CS
5,23,67,0.805,CS
5,23,68,1,CS
5,23,69,1,CS
5,23,70,1,CS
5,23,71,1,CS
5,23,72,1,CS
5,23,73,0.725,CS
5,23,74,0.985,CS
5,23,75,1,CS
5,23,76,1,CS
5,23,77,1,CS
5,23,78,1,CS
5,23,79,1,CS
5,23,80,0.7,CS
5,23,81,0.645,CS
5,23,82,1,CS
5,23,83,1,CS
5,23,84,1,CS
5,23,85,1,CS
5,23,86,1,CS
5,23,51,NA,MCC
5,23,52,NA,MCC
5,23,53,0.25,MCC
5,23,54,1,MCC
5,23,55,0.485,MCC
5,23,56,1,MCC
5,23,57,0.7,MCC
5,23,58,0.48,MCC
5,23,59,0.645,MCC
5,23,60,1,MCC
5,23,61,1,MCC
5,23,62,1,MCC
5,23,63,0.815,MCC
5,23,64,0.87,MCC
5,23,65,0.94,MCC
5,23,66,0.145,MCC
5,23,67,0.11,MCC
5,23,68,0.735,MCC
5,23,69,0.79,MCC
5,23,70,0.68,MCC
5,23,71,1,MCC
5,23,72,1,MCC
5,23,73,1,MCC
5,23,74,0.68,MCC
5,23,75,0.75,MCC
5,23,76,0.045,MCC
5,23,77,0.155,MCC
5,23,78,1,MCC
5,23,79,1,MCC
5,23,80,0.03,MCC
5,23,81,1,MCC
5,23,82,0.805,MCC
5,23,83,1,MCC
5,23,84,1,MCC
5,23,85,0.54,MCC
5,23,86,0.785,MCC
5,23,87,0.985,MCC
5,23,88,1,MCC
5,23,89,0.34,MCC
5,23,90,0.725,MCC
5,23,91,0.985,MCC
5,23,92,0.415,MCC
5,23,93,1,MCC
5,23,94,1,MCC
5,23,95,1,MCC
5,23,96,0.37,MCC
5,23,97,1,MCC
5,23,98,0.445,MCC
5,23,99,1,MCC
5,28,51,1,CS
5,28,52,0.995,CS
5,28,53,1,CS
5,28,54,1,CS
5,28,55,0.605,CS
5,28,56,1,CS
5,28,57,1,CS
5,28,58,1,CS
5,28,59,1,CS
5,28,60,1,CS
5,28,61,0.845,CS
5,28,62,0.74,CS
5,28,63,1,CS
5,28,64,0.615,CS
5,28,65,1,CS
5,28,66,0.67,CS
5,28,67,1,CS
5,28,68,1,CS
5,28,69,1,CS
5,28,70,1,CS
5,28,71,0.77,CS
5,28,72,1,CS
5,28,73,1,CS
5,28,74,1,CS
5,28,75,1,CS
5,28,76,0.975,CS
5,28,77,1,CS
5,28,78,1,CS
5,28,79,1,CS
5,28,80,1,CS
5,28,81,1,CS
5,28,82,1,CS
5,28,83,1,CS
5,28,84,0.86,CS
5,28,85,0.89,CS
5,28,86,0.515,CS
5,28,51,NA,MCC
5,28,52,1,MCC
5,28,53,1,MCC
5,28,54,1,MCC
5,28,55,0.095,MCC
5,28,56,0.065,MCC
5,28,57,0.14,MCC
5,28,58,1,MCC
5,28,59,1,MCC
5,28,60,0.3,MCC
5,28,61,0.995,MCC
5,28,62,0.275,MCC
5,28,63,0.845,MCC
5,28,64,0.245,MCC
5,28,65,1,MCC
5,28,66,0.4,MCC
5,28,67,1,MCC
5,28,68,1,MCC
5,28,69,1,MCC
5,28,70,1,MCC
5,28,71,1,MCC
5,28,72,0.245,MCC
5,28,73,0.605,MCC
5,28,74,1,MCC
5,28,75,1,MCC
5,28,76,0.615,MCC
5,28,77,0.435,MCC
5,28,78,0.435,MCC
5,28,79,1,MCC
5,28,80,0.77,MCC
5,28,81,1,MCC
5,28,82,1,MCC
5,28,83,0.67,MCC
5,28,84,1,MCC
5,28,85,1,MCC
5,28,86,1,MCC
5,28,87,0.005,MCC
5,28,88,0.04,MCC
5,28,89,1,MCC
5,28,90,1,MCC
5,28,91,0.115,MCC
5,28,92,0.86,MCC
5,28,93,0.89,MCC
5,28,94,0.445,MCC
5,28,95,0.515,MCC
5,28,96,1,MCC
5,28,97,1,MCC
5,28,98,0.975,MCC
5,28,99,1,MCC
2,50,51,1,CS
2,50,52,0.94,CS
2,50,53,1,CS
2,50,54,0.7,CS
2,50,55,0.915,CS
2,50,56,1,CS
2,50,57,0.97,CS
2,50,58,0.51,CS
2,50,59,0.64,CS
2,50,60,1,CS
2,50,61,0.91,CS
2,50,62,0.83,CS
2,50,63,1,CS
2,50,64,1,CS
2,50,65,1,CS
2,50,66,1,CS
2,50,67,0.95,CS
2,50,68,1,CS
2,50,69,1,CS
2,50,70,1,CS
2,50,71,1,CS
2,50,72,1,CS
2,50,73,0.95,CS
2,50,74,1,CS
2,50,75,1,CS
2,50,76,1,CS
2,50,77,1,CS
2,50,78,1,CS
2,50,79,0.99,CS
2,50,80,1,CS
2,50,81,1,CS
2,50,82,1,CS
2,50,83,0.725,CS
2,50,84,1,CS
2,50,85,0.915,CS
2,50,86,1,CS
2,50,87,1,CS
2,50,88,1,CS
2,50,89,0.83,CS
2,50,90,0.585,CS
2,50,91,1,CS
2,50,92,1,CS
2,50,93,0.79,CS
2,50,94,1,CS
2,50,95,1,CS
4,41,51,1,CS
4,41,52,0.57,CS
4,41,53,0.64,CS
4,41,54,1,CS
4,41,55,0.815,CS
4,41,56,0.66,CS
4,41,57,1,CS
4,41,58,1,CS
4,41,59,1,CS
4,41,60,1,CS
4,41,61,1,CS
4,41,62,0.52,CS
4,41,63,0.645,CS
4,41,64,0.63,CS
4,41,65,0.99,CS
4,41,66,1,CS
4,41,67,1,CS
4,41,68,0.81,CS
4,41,69,1,CS
4,41,70,1,CS
4,41,71,1,CS
4,41,72,1,CS
4,41,73,0.995,CS
4,41,74,0.955,CS
4,41,75,0.575,CS
4,41,76,0.7,CS
4,41,77,0.9,CS
4,41,78,0.545,CS
4,41,79,0.755,CS
4,41,80,0.95,CS
4,41,81,1,CS
4,41,82,0.54,CS
4,41,83,0.825,CS
4,41,84,1,CS
4,41,85,1,CS
4,41,86,0.505,CS
4,41,87,1,CS
4,41,88,1,CS
4,41,89,1,CS
4,41,90,0.675,CS
4,41,91,0.595,CS
4,41,92,1,CS
4,41,93,1,CS
4,41,51,NA,MCC
4,41,52,0.34,MCC
4,41,53,0.455,MCC
4,41,54,0.595,MCC
4,41,55,1,MCC
4,41,56,1,MCC
4,41,57,0.57,MCC
4,41,58,0.645,MCC
4,41,59,0.63,MCC
4,41,60,0.99,MCC
4,41,61,0.25,MCC
4,41,62,1,MCC
4,41,63,1,MCC
4,41,64,0.81,MCC
4,41,65,1,MCC
4,41,66,0.47,MCC
4,41,67,1,MCC
4,41,68,1,MCC
4,41,69,0.64,MCC
4,41,70,1,MCC
4,41,71,0.52,MCC
4,41,72,1,MCC
4,41,73,1,MCC
4,41,74,1,MCC
4,41,75,0.815,MCC
4,41,76,0.66,MCC
4,41,77,0.33,MCC
4,41,78,1,MCC
4,41,79,0.38,MCC
4,41,80,1,MCC
4,41,81,0.54,MCC
4,41,82,0.05,MCC
4,41,83,1,MCC
4,41,84,1,MCC
4,41,85,0.505,MCC
4,41,86,1,MCC
4,41,87,1,MCC
4,41,88,1,MCC
4,41,89,0.675,MCC
4,41,90,1,MCC
4,41,91,0.755,MCC
4,41,92,0.95,MCC
4,41,93,1,MCC
4,41,94,0.995,MCC
4,41,95,0.545,MCC
4,41,96,0.955,MCC
4,41,97,0.575,MCC
4,41,98,0.7,MCC
4,41,99,0.9,MCC
2,50,51,NA,MCC
2,50,52,0.46,MCC
2,50,53,0.365,MCC
2,50,54,1,MCC
2,50,55,0.94,MCC
2,50,56,1,MCC
2,50,57,0.99,MCC
2,50,58,1,MCC
2,50,59,1,MCC
2,50,60,1,MCC
2,50,61,1,MCC
2,50,62,0.7,MCC
2,50,63,0.915,MCC
2,50,64,1,MCC
2,50,65,0.97,MCC
2,50,66,0.51,MCC
2,50,67,0.64,MCC
2,50,68,1,MCC
2,50,69,0.91,MCC
2,50,70,0.83,MCC
2,50,71,1,MCC
2,50,72,1,MCC
2,50,73,1,MCC
2,50,74,1,MCC
2,50,75,0.95,MCC
2,50,76,1,MCC
2,50,77,1,MCC
2,50,78,1,MCC
2,50,79,1,MCC
2,50,80,1,MCC
2,50,81,0.95,MCC
2,50,82,1,MCC
2,50,83,1,MCC
2,50,84,1,MCC
2,50,85,1,MCC
2,50,86,1,MCC
2,50,87,0.83,MCC
2,50,88,0.585,MCC
2,50,89,1,MCC
2,50,90,1,MCC
2,50,91,0.79,MCC
2,50,92,1,MCC
2,50,93,0.725,MCC
2,50,94,0.26,MCC
2,50,95,0.38,MCC
2,50,96,1,MCC
2,50,97,1,MCC
2,50,98,0.915,MCC
2,50,99,1,MCC
5,1,51,1,CS
5,1,52,1,CS
5,1,53,1,CS
5,1,54,0.945,CS
5,1,55,0.595,CS
5,1,56,1,CS
5,1,57,1,CS
5,1,58,1,CS
5,1,59,0.815,CS
5,1,60,1,CS
5,1,61,1,CS
5,1,62,0.69,CS
5,1,63,0.515,CS
5,1,64,1,CS
5,1,65,1,CS
5,1,66,1,CS
5,1,67,0.525,CS
5,1,68,1,CS
5,1,69,1,CS
5,1,70,0.995,CS
5,1,71,0.87,CS
5,1,72,1,CS
5,1,73,1,CS
5,1,74,1,CS
5,1,75,1,CS
5,1,76,1,CS
5,1,77,0.925,CS
5,1,78,1,CS
5,1,79,0.855,CS
5,1,80,1,CS
5,1,81,1,CS
5,1,82,1,CS
5,1,83,0.855,CS
5,1,84,1,CS
5,1,85,1,CS
5,1,86,1,CS
5,19,51,1,CS
5,19,52,0.54,CS
5,19,53,0.755,CS
5,19,54,0.76,CS
5,19,55,0.985,CS
5,19,56,1,CS
5,19,57,1,CS
5,19,58,0.96,CS
5,19,59,1,CS
5,19,60,1,CS
5,19,61,0.61,CS
5,19,62,0.8,CS
5,19,63,0.99,CS
5,19,64,1,CS
5,19,65,1,CS
5,19,66,1,CS
5,19,67,1,CS
5,19,68,0.72,CS
5,19,69,0.98,CS
5,19,70,1,CS
5,19,71,1,CS
5,19,72,0.62,CS
5,19,73,0.995,CS
5,19,74,0.975,CS
5,19,75,0.615,CS
5,19,76,1,CS
5,19,77,0.95,CS
5,19,78,1,CS
5,19,79,1,CS
5,19,80,0.78,CS
5,19,81,1,CS
5,19,82,1,CS
5,19,83,1,CS
5,19,84,1,CS
5,1,51,NA,MCC
5,1,52,1,MCC
5,1,53,1,MCC
5,1,54,1,MCC
5,1,55,0.3,MCC
5,1,56,0.135,MCC
5,1,57,0.425,MCC
5,1,58,0.925,MCC
5,1,59,1,MCC
5,1,60,0.855,MCC
5,1,61,0.07,MCC
5,1,62,0.28,MCC
5,1,63,0.855,MCC
5,1,64,1,MCC
5,1,65,0.435,MCC
5,1,66,1,MCC
5,1,67,0.415,MCC
5,1,68,1,MCC
5,1,69,0.145,MCC
5,1,70,1,MCC
5,1,71,0.485,MCC
5,1,72,0.945,MCC
5,1,73,0.33,MCC
5,1,74,1,MCC
5,1,75,1,MCC
5,1,76,1,MCC
5,1,77,0.815,MCC
5,1,78,1,MCC
5,1,79,1,MCC
5,1,80,0.335,MCC
5,1,81,0.36,MCC
5,1,82,0.225,MCC
5,1,83,0.235,MCC
5,1,84,1,MCC
5,1,85,0.35,MCC
5,1,86,0.525,MCC
5,1,87,1,MCC
5,1,88,1,MCC
5,1,89,1,MCC
5,1,90,0.155,MCC
