"age","simulation","node_summary","prob","model"
1,1,51,1,CS
1,1,52,0.52,CS
1,1,53,0.995,CS
1,1,54,1,CS
1,1,55,0.995,CS
1,1,56,1,CS
1,1,57,1,CS
1,1,58,1,CS
1,1,59,1,CS
1,1,60,1,CS
1,1,61,1,CS
1,1,62,1,CS
1,1,63,0.805,CS
1,1,64,1,CS
1,1,65,1,CS
1,1,66,0.895,CS
1,1,67,1,CS
1,1,68,1,CS
1,1,69,1,CS
1,1,70,1,CS
1,1,71,1,CS
1,1,72,0.81,CS
1,1,73,0.825,CS
1,1,74,1,CS
1,1,75,1,CS
1,1,76,1,CS
1,1,77,1,CS
1,1,78,1,CS
1,1,79,1,CS
1,1,80,0.51,CS
1,1,81,0.865,CS
1,1,82,1,CS
1,1,83,1,CS
1,1,84,1,CS
1,1,85,1,CS
1,1,86,1,CS
1,1,87,1,CS
1,1,88,0.825,CS
1,1,89,0.815,CS
1,1,90,0.95,CS
1,1,91,1,CS
1,1,92,1,CS
1,1,93,0.645,CS
1,1,94,1,CS
1,1,95,1,CS
1,1,96,1,CS
1,23,51,1,CS
1,23,52,0.905,CS
1,23,53,0.655,CS
1,23,54,0.68,CS
1,23,55,0.97,CS
1,23,56,0.995,CS
1,23,57,0.705,CS
1,23,58,0.615,CS
1,23,59,1,CS
1,23,60,0.66,CS
1,23,61,1,CS
1,23,62,1,CS
1,23,63,1,CS
1,23,64,1,CS
1,23,65,1,CS
1,23,66,1,CS
1,23,67,1,CS
1,23,68,1,CS
1,23,69,0.67,CS
1,23,70,1,CS
1,23,71,1,CS
1,23,72,1,CS
1,23,73,1,CS
1,23,74,1,CS
1,23,75,1,CS
1,23,76,0.995,CS
1,23,77,1,CS
1,23,78,1,CS
1,23,79,1,CS
1,23,80,1,CS
1,23,81,1,CS
1,23,82,1,CS
1,23,83,0.955,CS
1,23,84,0.93,CS
1,23,85,1,CS
1,23,86,1,CS
1,23,87,1,CS
1,23,88,1,CS
1,23,89,0.92,CS
1,23,90,0.835,CS
1,23,91,1,CS
1,23,92,0.825,CS
1,23,93,1,CS
1,23,94,1,CS
1,23,95,1,CS
1,23,96,1,CS
1,23,97,0.995,CS
1,23,98,1,CS
1,1,51,NA,MCC
1,1,52,0.5,MCC
1,1,53,1,MCC
1,1,54,1,MCC
1,1,55,0.825,MCC
1,1,56,1,MCC
1,1,57,1,MCC
1,1,58,1,MCC
1,1,59,1,MCC
1,1,60,1,MCC
1,1,61,0.51,MCC
1,1,62,0.865,MCC
1,1,63,1,MCC
1,1,64,1,MCC
1,1,65,1,MCC
1,1,66,0.52,MCC
1,1,67,0.995,MCC
1,1,68,1,MCC
1,1,69,0.895,MCC
1,1,70,1,MCC
1,1,71,1,MCC
1,1,72,1,MCC
1,1,73,1,MCC
1,1,74,1,MCC
1,1,75,1,MCC
1,1,76,0.995,MCC
1,1,77,1,MCC
1,1,78,1,MCC
1,1,79,1,MCC
1,1,80,1,MCC
1,1,81,1,MCC
1,1,82,1,MCC
1,1,83,1,MCC
1,1,84,0.805,MCC
1,1,85,1,MCC
1,1,86,0.81,MCC
1,1,87,0.39,MCC
1,1,88,1,MCC
1,1,89,0.825,MCC
1,1,90,1,MCC
1,1,91,0.5,MCC
1,1,92,0.815,MCC
1,1,93,0.95,MCC
1,1,94,1,MCC
1,1,95,1,MCC
1,1,96,0.645,MCC
1,1,97,1,MCC
1,1,98,1,MCC
1,1,99,1,MCC
1,23,51,NA,MCC
1,23,52,1,MCC
1,23,53,0.92,MCC
1,23,54,0.835,MCC
1,23,55,1,MCC
1,23,56,1,MCC
1,23,57,1,MCC
1,23,58,0.825,MCC
1,23,59,1,MCC
1,23,60,1,MCC
1,23,61,0.995,MCC
1,23,62,1,MCC
1,23,63,0.905,MCC
1,23,64,0.27,MCC
1,23,65,1,MCC
1,23,66,1,MCC
1,23,67,1,MCC
1,23,68,0.955,MCC
1,23,69,0.93,MCC
1,23,70,1,MCC
1,23,71,1,MCC
1,23,72,0.655,MCC
1,23,73,0.68,MCC
1,23,74,0.97,MCC
1,23,75,1,MCC
1,23,76,0.995,MCC
1,23,77,0.705,MCC
1,23,78,1,MCC
1,23,79,1,MCC
1,23,80,1,MCC
1,23,81,0.615,MCC
1,23,82,1,MCC
1,23,83,0.66,MCC
1,23,84,1,MCC
1,23,85,1,MCC
1,23,86,1,MCC
1,23,87,1,MCC
1,23,88,1,MCC
1,23,89,1,MCC
1,23,90,1,MCC
1,23,91,1,MCC
1,23,92,0.67,MCC
1,23,93,1,MCC
1,23,94,1,MCC
1,23,95,1,MCC
1,23,96,0.995,MCC
1,23,97,1,MCC
1,23,98,1,MCC
1,23,99,1,MCC
1,32,51,1,CS
1,32,52,0.98,CS
1,32,53,1,CS
1,32,54,1,CS
1,32,55,1,CS
1,32,56,0.555,CS
1,32,57,1,CS
1,32,58,1,CS
1,32,59,1,CS
1,32,60,1,CS
1,32,61,1,CS
1,32,62,0.645,CS
1,32,63,1,CS
1,32,64,1,CS
1,32,65,1,CS
1,32,66,1,CS
1,32,67,1,CS
1,32,68,1,CS
1,32,69,1,CS
1,32,70,1,CS
1,32,71,0.98,CS
1,32,72,0.92,CS
1,32,73,1,CS
1,32,74,1,CS
1,32,75,1,CS
1,32,76,1,CS
1,32,77,1,CS
1,32,78,1,CS
1,32,79,0.67,CS
1,32,80,1,CS
1,32,81,1,CS
1,32,82,1,CS
1,32,83,1,CS
1,32,84,1,CS
1,32,85,1,CS
1,32,86,0.65,CS
1,32,87,1,CS
1,32,88,1,CS
1,32,89,1,CS
1,32,90,1,CS
1,32,91,1,CS
1,32,92,1,CS
1,32,93,1,CS
1,32,94,1,CS
1,32,95,1,CS
1,32,51,NA,MCC
1,32,52,0.395,MCC
1,32,53,0.98,MCC
1,32,54,0.92,MCC
1,32,55,1,MCC
1,32,56,0.67,MCC
1,32,57,1,MCC
1,32,58,1,MCC
1,32,59,1,MCC
1,32,60,1,MCC
1,32,61,1,MCC
1,32,62,1,MCC
1,32,63,1,MCC
1,32,64,1,MCC
1,32,65,1,MCC
1,32,66,1,MCC
1,32,67,1,MCC
1,32,68,1,MCC
1,32,69,0.65,MCC
1,32,70,1,MCC
1,32,71,0.98,MCC
1,32,72,0.645,MCC
1,32,73,1,MCC
1,32,74,1,MCC
1,32,75,1,MCC
1,32,76,1,MCC
1,32,77,1,MCC
1,32,78,1,MCC
1,32,79,1,MCC
1,32,80,1,MCC
1,32,81,1,MCC
1,32,82,0.47,MCC
1,32,83,0.555,MCC
1,32,84,1,MCC
1,32,85,1,MCC
1,32,86,1,MCC
1,32,87,1,MCC
1,32,88,1,MCC
1,32,89,1,MCC
1,32,90,0.405,MCC
1,32,91,1,MCC
1,32,92,1,MCC
1,32,93,1,MCC
1,32,94,0.49,MCC
1,32,95,1,MCC
1,32,96,1,MCC
1,32,97,1,MCC
1,32,98,1,MCC
1,32,99,1,MCC
1,14,51,1,CS
1,14,52,0.57,CS
1,14,53,0.99,CS
1,14,54,1,CS
1,14,55,1,CS
1,14,56,0.785,CS
1,14,57,1,CS
1,14,58,0.99,CS
1,14,59,1,CS
1,14,60,1,CS
1,14,61,1,CS
1,14,62,1,CS
1,14,63,1,CS
1,14,64,1,CS
1,14,65,1,CS
1,14,66,1,CS
1,14,67,0.58,CS
1,14,68,0.995,CS
1,14,69,1,CS
1,14,70,1,CS
1,14,71,1,CS
1,14,72,1,CS
1,14,73,0.995,CS
1,14,74,0.745,CS
1,14,75,1,CS
1,14,76,1,CS
1,14,77,1,CS
1,14,78,1,CS
1,14,79,1,CS
1,14,80,1,CS
1,14,81,1,CS
1,14,82,1,CS
1,14,83,1,CS
1,14,84,0.99,CS
1,14,85,0.995,CS
1,14,86,1,CS
1,14,87,1,CS
1,14,88,1,CS
1,14,89,1,CS
1,14,90,0.545,CS
1,14,91,1,CS
1,14,92,1,CS
1,14,93,1,CS
1,14,94,1,CS
1,14,95,0.705,CS
1,14,96,1,CS
1,14,51,NA,MCC
1,14,52,0.57,MCC
1,14,53,0.425,MCC
1,14,54,0.99,MCC
1,14,55,1,MCC
1,14,56,1,MCC
1,14,57,0.58,MCC
1,14,58,1,MCC
1,14,59,0.995,MCC
1,14,60,1,MCC
1,14,61,1,MCC
1,14,62,0.785,MCC
1,14,63,1,MCC
1,14,64,1,MCC
1,14,65,0.99,MCC
1,14,66,1,MCC
1,14,67,1,MCC
1,14,68,1,MCC
1,14,69,1,MCC
1,14,70,1,MCC
1,14,71,1,MCC
1,14,72,1,MCC
1,14,73,1,MCC
1,14,74,1,MCC
1,14,75,1,MCC
1,14,76,1,MCC
1,14,77,0.995,MCC
1,14,78,0.745,MCC
1,14,79,1,MCC
1,14,80,0.365,MCC
1,14,81,1,MCC
1,14,82,1,MCC
1,14,83,1,MCC
1,14,84,0.395,MCC
1,14,85,1,MCC
1,14,86,1,MCC
1,14,87,0.545,MCC
1,14,88,1,MCC
1,14,89,1,MCC
1,14,90,1,MCC
1,14,91,1,MCC
1,14,92,0.99,MCC
1,14,93,0.995,MCC
1,14,94,1,MCC
1,14,95,1,MCC
1,14,96,1,MCC
1,14,97,1,MCC
1,14,98,0.705,MCC
1,14,99,1,MCC
1,46,51,1,CS
1,46,52,0.99,CS
1,46,53,0.625,CS
1,46,54,1,CS
1,46,55,0.655,CS
1,46,56,1,CS
1,46,57,0.97,CS
1,46,58,0.54,CS
1,46,59,1,CS
1,46,60,1,CS
1,46,61,1,CS
1,46,62,1,CS
1,46,63,0.555,CS
1,46,64,1,CS
1,46,65,1,CS
1,46,66,1,CS
1,46,67,1,CS
1,46,68,1,CS
1,46,69,1,CS
1,46,70,0.635,CS
1,46,71,1,CS
1,46,72,1,CS
1,46,73,1,CS
1,46,74,1,CS
1,46,75,1,CS
1,46,76,1,CS
1,46,77,1,CS
1,46,78,0.515,CS
1,46,79,0.905,CS
1,46,80,1,CS
1,46,81,0.875,CS
1,46,82,1,CS
1,46,83,1,CS
1,46,84,1,CS
1,46,85,1,CS
1,46,86,1,CS
1,46,87,1,CS
1,46,88,1,CS
1,46,89,1,CS
1,46,90,1,CS
1,46,91,0.615,CS
1,46,92,1,CS
1,46,93,1,CS
1,46,94,1,CS
1,46,95,1,CS
1,50,51,1,CS
1,50,52,0.92,CS
1,50,53,0.625,CS
1,50,54,1,CS
1,50,55,0.905,CS
1,50,56,0.995,CS
1,50,57,0.72,CS
1,50,58,1,CS
1,50,59,0.845,CS
1,50,60,0.985,CS
1,50,61,0.97,CS
1,50,62,1,CS
1,50,63,1,CS
1,50,64,0.89,CS
1,50,65,1,CS
1,50,66,1,CS
1,50,67,1,CS
1,50,68,1,CS
1,50,69,0.99,CS
1,50,70,1,CS
1,50,71,1,CS
1,50,72,1,CS
1,50,73,0.995,CS
1,50,74,1,CS
1,50,75,1,CS
1,50,76,1,CS
1,50,77,1,CS
1,50,78,1,CS
1,50,79,1,CS
1,50,80,1,CS
1,50,81,1,CS
1,50,82,1,CS
1,50,83,1,CS
1,50,84,1,CS
1,50,85,0.99,CS
1,50,86,1,CS
1,50,87,1,CS
1,50,88,0.965,CS
1,50,89,0.745,CS
1,50,90,1,CS
1,50,91,1,CS
1,50,92,0.965,CS
1,50,93,0.575,CS
1,50,94,1,CS
1,50,95,1,CS
1,50,96,1,CS
1,50,51,NA,MCC
1,50,52,0.92,MCC
1,50,53,0.625,MCC
1,50,54,1,MCC
1,50,55,0.905,MCC
1,50,56,1,MCC
1,50,57,1,MCC
1,50,58,1,MCC
1,50,59,1,MCC
1,50,60,1,MCC
1,50,61,1,MCC
1,50,62,0.995,MCC
1,50,63,0.72,MCC
1,50,64,1,MCC
1,50,65,1,MCC
1,50,66,1,MCC
1,50,67,0.995,MCC
1,50,68,1,MCC
1,50,69,0.845,MCC
1,50,70,0.985,MCC
1,50,71,1,MCC
1,50,72,1,MCC
1,50,73,0.97,MCC
1,50,74,1,MCC
1,50,75,1,MCC
1,50,76,0.89,MCC
1,50,77,1,MCC
1,50,78,1,MCC
1,50,79,0.99,MCC
1,50,80,1,MCC
1,50,81,1,MCC
1,50,82,1,MCC
1,50,83,1,MCC
1,50,84,1,MCC
1,50,85,0.99,MCC
1,50,86,1,MCC
1,50,87,0.43,MCC
1,50,88,1,MCC
1,50,89,0.965,MCC
1,50,90,0.745,MCC
1,50,91,1,MCC
1,50,92,1,MCC
1,50,93,0.965,MCC
1,50,94,0.575,MCC
1,50,95,0.4,MCC
1,50,96,1,MCC
1,50,97,0.395,MCC
1,50,98,1,MCC
1,50,99,1,MCC
1,41,51,1,CS
1,41,52,0.795,CS
1,41,53,1,CS
1,41,54,1,CS
1,41,55,0.85,CS
1,41,56,1,CS
1,41,57,1,CS
1,41,58,0.945,CS
1,41,59,1,CS
1,41,60,1,CS
1,41,61,1,CS
1,41,62,1,CS
1,41,63,1,CS
1,41,64,1,CS
1,41,65,1,CS
1,41,66,0.985,CS
1,41,67,1,CS
1,41,68,0.755,CS
1,41,69,1,CS
1,41,70,1,CS
1,41,71,1,CS
1,41,72,1,CS
1,41,73,1,CS
1,41,74,1,CS
1,41,75,0.935,CS
1,41,76,1,CS
1,41,77,0.605,CS
1,41,78,1,CS
1,41,79,0.59,CS
1,41,80,1,CS
1,41,81,0.68,CS
1,41,82,1,CS
1,41,83,0.76,CS
1,41,84,0.805,CS
1,41,85,1,CS
1,41,86,1,CS
1,41,87,0.635,CS
1,41,88,1,CS
1,41,89,1,CS
1,41,90,1,CS
1,41,91,0.815,CS
1,41,92,1,CS
1,41,93,0.995,CS
1,41,94,1,CS
1,41,95,1,CS
1,41,96,1,CS
1,41,51,NA,MCC
1,41,52,0.59,MCC
1,41,53,1,MCC
1,41,54,0.815,MCC
1,41,55,1,MCC
1,41,56,0.995,MCC
1,41,57,0.465,MCC
1,41,58,1,MCC
1,41,59,1,MCC
1,41,60,1,MCC
1,41,61,1,MCC
1,41,62,0.68,MCC
1,41,63,1,MCC
1,41,64,1,MCC
1,41,65,1,MCC
1,41,66,0.76,MCC
1,41,67,0.805,MCC
1,41,68,0.635,MCC
1,41,69,1,MCC
1,41,70,1,MCC
1,41,71,0.795,MCC
1,41,72,0.605,MCC
1,41,73,1,MCC
1,41,74,0.275,MCC
1,41,75,1,MCC
1,41,76,1,MCC
1,41,77,1,MCC
1,41,78,0.935,MCC
1,41,79,1,MCC
1,41,80,1,MCC
1,41,81,1,MCC
1,41,82,1,MCC
1,41,83,1,MCC
1,41,84,0.985,MCC
1,41,85,1,MCC
1,41,86,0.755,MCC
1,41,87,1,MCC
1,41,88,1,MCC
1,41,89,1,MCC
1,41,90,0.85,MCC
1,41,91,1,MCC
1,41,92,0.385,MCC
1,41,93,1,MCC
1,41,94,1,MCC
1,41,95,1,MCC
1,41,96,1,MCC
1,41,97,1,MCC
1,41,98,0.945,MCC
1,41,99,1,MCC
1,19,51,1,CS
1,19,52,0.93,CS
1,19,53,0.895,CS
1,19,54,1,CS
1,19,55,0.9,CS
1,19,56,0.995,CS
1,19,57,1,CS
1,19,58,1,CS
1,19,59,1,CS
1,19,60,1,CS
1,19,61,1,CS
1,19,62,1,CS
1,19,63,0.51,CS
1,19,64,0.98,CS
1,19,65,1,CS
1,19,66,1,CS
1,19,67,1,CS
1,19,68,1,CS
1,19,69,1,CS
1,19,70,0.705,CS
1,19,71,1,CS
1,19,72,1,CS
1,19,73,0.555,CS
1,19,74,1,CS
1,19,75,1,CS
1,19,76,1,CS
1,19,77,0.99,CS
1,19,78,1,CS
1,19,79,0.615,CS
1,19,80,1,CS
1,19,81,1,CS
1,19,82,1,CS
1,19,83,1,CS
1,19,84,1,CS
1,19,85,1,CS
1,19,86,1,CS
1,19,87,0.69,CS
1,19,88,1,CS
1,19,89,0.84,CS
1,19,90,1,CS
1,19,91,1,CS
1,19,92,1,CS
1,19,93,0.86,CS
1,19,94,0.975,CS
1,46,51,NA,MCC
1,46,52,0.515,MCC
1,46,53,0.905,MCC
1,46,54,1,MCC
1,46,55,1,MCC
1,46,56,1,MCC
1,46,57,1,MCC
1,46,58,1,MCC
1,46,59,0.875,MCC
1,46,60,0.32,MCC
1,46,61,0.37,MCC
1,46,62,1,MCC
1,46,63,1,MCC
1,46,64,1,MCC
1,46,65,1,MCC
1,46,66,1,MCC
1,46,67,0.615,MCC
1,46,68,1,MCC
1,46,69,1,MCC
1,46,70,1,MCC
1,46,71,1,MCC
1,46,72,0.99,MCC
1,46,73,0.635,MCC
1,46,74,1,MCC
1,46,75,1,MCC
1,46,76,1,MCC
1,46,77,1,MCC
1,46,78,1,MCC
1,46,79,1,MCC
1,46,80,1,MCC
1,46,81,0.625,MCC
1,46,82,1,MCC
1,46,83,1,MCC
1,46,84,1,MCC
1,46,85,1,MCC
1,46,86,1,MCC
1,46,87,1,MCC
1,46,88,0.5,MCC
1,46,89,0.655,MCC
1,46,90,1,MCC
1,46,91,1,MCC
1,46,92,0.295,MCC
1,46,93,1,MCC
1,46,94,1,MCC
1,46,95,0.97,MCC
1,46,96,0.54,MCC
1,46,97,1,MCC
1,46,98,1,MCC
1,46,99,0.555,MCC
1,19,51,NA,MCC
1,19,52,0.93,MCC
1,19,53,0.32,MCC
1,19,54,1,MCC
1,19,55,0.39,MCC
1,19,56,0.69,MCC
1,19,57,1,MCC
1,19,58,1,MCC
1,19,59,1,MCC
1,19,60,1,MCC
1,19,61,1,MCC
1,19,62,0.895,MCC
1,19,63,1,MCC
1,19,64,0.99,MCC
1,19,65,1,MCC
1,19,66,1,MCC
1,19,67,0.615,MCC
1,19,68,1,MCC
1,19,69,1,MCC
1,19,70,1,MCC
1,19,71,0.555,MCC
1,19,72,0.29,MCC
1,19,73,0.36,MCC
1,19,74,1,MCC
1,19,75,1,MCC
1,19,76,1,MCC
1,19,77,0.9,MCC
1,19,78,1,MCC
1,19,79,0.51,MCC
1,19,80,0.995,MCC
1,19,81,1,MCC
1,19,82,1,MCC
1,19,83,1,MCC
1,19,84,1,MCC
1,19,85,1,MCC
1,19,86,0.98,MCC
1,19,87,1,MCC
1,19,88,0.705,MCC
1,19,89,1,MCC
1,19,90,1,MCC
1,19,91,1,MCC
1,19,92,1,MCC
1,19,93,0.84,MCC
1,19,94,0.445,MCC
1,19,95,1,MCC
1,19,96,1,MCC
1,19,97,1,MCC
1,19,98,0.86,MCC
1,19,99,0.975,MCC
1,28,51,1,CS
1,28,52,0.65,CS
1,28,53,1,CS
1,28,54,0.79,CS
1,28,55,1,CS
1,28,56,0.585,CS
1,28,57,0.86,CS
1,28,58,1,CS
1,28,59,1,CS
1,28,60,0.74,CS
1,28,61,1,CS
1,28,62,1,CS
1,28,63,1,CS
1,28,64,0.96,CS
1,28,65,0.685,CS
1,28,66,1,CS
1,28,67,1,CS
1,28,68,1,CS
1,28,69,1,CS
1,28,70,1,CS
1,28,71,1,CS
1,28,72,1,CS
1,28,73,1,CS
1,28,74,1,CS
1,28,75,1,CS
1,28,76,1,CS
1,28,77,1,CS
1,28,78,1,CS
1,28,79,1,CS
1,28,80,0.63,CS
1,28,81,1,CS
1,28,82,1,CS
1,28,83,0.65,CS
1,28,84,0.98,CS
1,28,85,1,CS
1,28,86,1,CS
1,28,87,1,CS
1,28,88,1,CS
1,28,89,1,CS
1,28,90,1,CS
1,28,91,0.98,CS
1,28,92,1,CS
1,28,93,1,CS
1,28,94,1,CS
1,28,95,1,CS
1,28,96,1,CS
1,37,51,1,CS
1,37,52,0.86,CS
1,37,53,0.965,CS
1,37,54,0.96,CS
1,37,55,0.995,CS
1,37,56,1,CS
1,37,57,0.975,CS
1,37,58,0.685,CS
1,37,59,1,CS
1,37,60,1,CS
1,37,61,1,CS
1,37,62,1,CS
1,37,63,0.95,CS
1,37,64,1,CS
1,37,65,1,CS
1,37,66,0.79,CS
1,37,67,1,CS
1,37,68,0.985,CS
1,37,69,1,CS
1,37,70,1,CS
1,37,71,1,CS
1,37,72,1,CS
1,37,73,1,CS
1,37,74,1,CS
1,37,75,0.92,CS
1,37,76,1,CS
1,37,77,1,CS
1,37,78,1,CS
1,37,79,1,CS
1,37,80,0.805,CS
1,37,81,1,CS
1,37,82,1,CS
1,37,83,1,CS
1,37,84,1,CS
1,37,85,0.99,CS
1,37,86,0.615,CS
1,37,87,1,CS
1,37,88,0.76,CS
1,37,89,1,CS
1,37,90,1,CS
1,37,91,0.52,CS
1,37,92,1,CS
1,37,93,1,CS
1,37,94,1,CS
1,37,95,1,CS
1,37,96,1,CS
1,37,97,1,CS
1,28,51,NA,MCC
1,28,52,NA,MCC
1,28,53,0.65,MCC
1,28,54,0.98,MCC
1,28,55,1,MCC
1,28,56,1,MCC
1,28,57,1,MCC
1,28,58,1,MCC
1,28,59,1,MCC
1,28,60,0.98,MCC
1,28,61,1,MCC
1,28,62,1,MCC
1,28,63,1,MCC
1,28,64,0.445,MCC
1,28,65,1,MCC
1,28,66,1,MCC
1,28,67,1,MCC
1,28,68,1,MCC
1,28,69,0.79,MCC
1,28,70,1,MCC
1,28,71,0.96,MCC
1,28,72,0.685,MCC
1,28,73,1,MCC
1,28,74,1,MCC
1,28,75,1,MCC
1,28,76,1,MCC
1,28,77,1,MCC
1,28,78,0.585,MCC
1,28,79,0.86,MCC
1,28,80,1,MCC
1,28,81,1,MCC
1,28,82,0.74,MCC
1,28,83,1,MCC
1,28,84,1,MCC
1,28,85,1,MCC
1,28,86,1,MCC
1,28,87,1,MCC
1,28,88,1,MCC
1,28,89,1,MCC
1,28,90,1,MCC
1,28,91,0.46,MCC
1,28,92,1,MCC
1,28,93,1,MCC
1,28,94,1,MCC
1,28,95,1,MCC
1,28,96,0.63,MCC
1,28,97,1,MCC
1,28,98,0.5,MCC
1,28,99,1,MCC
1,37,51,NA,MCC
1,37,52,0.86,MCC
1,37,53,0.965,MCC
1,37,54,0.96,MCC
1,37,55,0.405,MCC
1,37,56,0.995,MCC
1,37,57,1,MCC
1,37,58,1,MCC
1,37,59,0.79,MCC
1,37,60,1,MCC
1,37,61,0.985,MCC
1,37,62,0.975,MCC
1,37,63,0.685,MCC
1,37,64,1,MCC
1,37,65,1,MCC
1,37,66,1,MCC
1,37,67,1,MCC
1,37,68,0.95,MCC
1,37,69,1,MCC
1,37,70,1,MCC
1,37,71,1,MCC
1,37,72,1,MCC
1,37,73,1,MCC
1,37,74,1,MCC
1,37,75,1,MCC
1,37,76,0.805,MCC
1,37,77,1,MCC
1,37,78,0.92,MCC
1,37,79,1,MCC
1,37,80,1,MCC
1,37,81,1,MCC
1,37,82,1,MCC
1,37,83,1,MCC
1,37,84,1,MCC
1,37,85,1,MCC
1,37,86,0.99,MCC
1,37,87,0.615,MCC
1,37,88,0.45,MCC
1,37,89,1,MCC
1,37,90,0.76,MCC
1,37,91,1,MCC
1,37,92,1,MCC
1,37,93,0.52,MCC
1,37,94,1,MCC
1,37,95,1,MCC
1,37,96,1,MCC
1,37,97,1,MCC
1,37,98,1,MCC
1,37,99,1,MCC
10,1,51,1,CS
10,1,52,0.765,CS
10,1,53,0.705,CS
10,1,54,1,CS
10,1,55,1,CS
10,1,56,1,CS
10,1,57,1,CS
10,1,58,1,CS
10,1,59,0.995,CS
10,1,60,1,CS
10,1,61,1,CS
10,1,62,0.515,CS
10,1,63,0.875,CS
10,1,64,1,CS
10,1,65,0.555,CS
10,1,66,1,CS
10,1,67,1,CS
10,1,68,1,CS
10,1,69,0.905,CS
10,1,70,1,CS
10,1,71,0.565,CS
10,1,72,1,CS
10,1,73,1,CS
10,1,74,1,CS
10,1,75,0.65,CS
10,1,76,1,CS
10,1,77,0.52,CS
10,1,51,NA,MCC
10,1,52,0.005,MCC
10,1,53,0.005,MCC
10,1,54,0.01,MCC
10,1,55,0.045,MCC
10,1,56,1,MCC
10,1,57,0.565,MCC
10,1,58,1,MCC
10,1,59,0.17,MCC
10,1,60,0.995,MCC
10,1,61,1,MCC
10,1,62,1,MCC
10,1,63,0.005,MCC
10,1,64,0.515,MCC
10,1,65,0.875,MCC
10,1,66,1,MCC
10,1,67,0.005,MCC
10,1,68,0.01,MCC
10,1,69,0.045,MCC
10,1,70,1,MCC
10,1,71,0.385,MCC
10,1,72,1,MCC
10,1,73,0.905,MCC
10,1,74,0.17,MCC
10,1,75,0.52,MCC
10,1,76,0.22,MCC
10,1,77,0.555,MCC
10,1,78,1,MCC
10,1,79,1,MCC
10,1,80,0.025,MCC
10,1,81,0.115,MCC
10,1,82,0.765,MCC
10,1,83,0.075,MCC
10,1,84,0.105,MCC
10,1,85,0.705,MCC
10,1,86,1,MCC
10,1,87,1,MCC
10,1,88,1,MCC
10,1,89,1,MCC
10,1,90,0.12,MCC
10,1,91,0.175,MCC
10,1,92,1,MCC
10,1,93,0.335,MCC
10,1,94,0.65,MCC
10,1,95,0.125,MCC
10,1,96,0.485,MCC
10,1,97,1,MCC
10,1,98,0.07,MCC
10,1,99,1,MCC
10,19,51,1,CS
10,19,52,1,CS
10,19,53,1,CS
10,19,54,0.98,CS
10,19,55,0.88,CS
10,19,56,1,CS
10,19,57,0.96,CS
10,19,58,0.57,CS
10,19,59,1,CS
10,19,60,0.94,CS
10,19,61,0.645,CS
10,19,62,0.82,CS
10,19,63,1,CS
10,19,64,0.995,CS
10,19,65,1,CS
10,19,66,1,CS
10,19,67,1,CS
10,50,51,1,CS
10,50,52,0.53,CS
10,50,53,0.995,CS
10,50,54,0.775,CS
10,50,55,1,CS
10,50,56,0.915,CS
10,50,57,1,CS
10,50,58,0.99,CS
10,50,59,0.985,CS
10,50,60,1,CS
10,50,61,0.995,CS
10,50,62,0.985,CS
10,50,63,1,CS
10,50,64,1,CS
10,50,65,1,CS
10,50,66,0.915,CS
10,50,67,0.985,CS
10,50,68,1,CS
10,50,69,1,CS
10,50,70,1,CS
10,37,51,1,CS
10,37,52,0.905,CS
10,37,53,1,CS
10,37,54,0.84,CS
10,37,55,1,CS
10,37,56,1,CS
10,37,57,0.545,CS
10,37,58,0.995,CS
10,37,59,1,CS
10,37,60,0.99,CS
10,37,61,1,CS
10,37,62,1,CS
10,37,63,1,CS
10,37,64,0.58,CS
10,37,65,1,CS
10,37,66,1,CS
10,37,67,1,CS
10,37,68,0.52,CS
10,50,51,NA,MCC
10,50,52,0.005,MCC
10,50,53,0.005,MCC
10,50,54,0.015,MCC
10,50,55,0.03,MCC
10,50,56,1,MCC
10,50,57,0.03,MCC
10,50,58,0.225,MCC
10,50,59,0.045,MCC
10,50,60,0.25,MCC
10,50,61,0.235,MCC
10,50,62,1,MCC
10,50,63,0.395,MCC
10,50,64,0.995,MCC
10,50,65,0.005,MCC
10,50,66,0.005,MCC
10,50,67,0.005,MCC
10,50,68,0.01,MCC
10,50,69,0.075,MCC
10,50,70,0.06,MCC
10,50,71,1,MCC
10,50,72,0.005,MCC
10,50,73,0.02,MCC
10,50,74,0.985,MCC
10,50,75,0.99,MCC
10,50,76,0.985,MCC
10,50,77,0.215,MCC
10,50,78,0.04,MCC
10,50,79,0.005,MCC
10,50,80,0.015,MCC
10,50,81,0.01,MCC
10,50,82,0.53,MCC
10,50,83,0.205,MCC
10,50,84,0.115,MCC
10,50,85,0.075,MCC
10,50,86,1,MCC
10,50,87,0.075,MCC
10,50,88,0.295,MCC
10,50,89,0.995,MCC
10,50,90,0.775,MCC
10,50,91,0.25,MCC
10,50,92,0.915,MCC
10,50,93,1,MCC
10,50,94,1,MCC
10,50,95,0.985,MCC
10,50,96,1,MCC
10,50,97,1,MCC
10,50,98,1,MCC
10,50,99,0.915,MCC
10,32,51,1,CS
10,32,52,0.78,CS
10,32,53,0.97,CS
10,32,54,0.945,CS
10,32,55,1,CS
10,32,56,0.815,CS
10,32,57,1,CS
10,32,58,0.925,CS
10,32,59,1,CS
10,32,60,1,CS
10,32,61,1,CS
10,32,62,0.89,CS
10,32,63,1,CS
10,32,64,1,CS
