"node";"tree_age";"tree_simulation_number";"prob"
61;16;22;0
62;16;22;0,015
63;16;22;1
64;16;22;0
65;16;22;0,01
66;16;22;0
67;16;22;0,005
68;16;22;0,04
69;16;22;1
70;16;22;1
71;16;22;0
72;16;22;0
73;16;22;0
74;16;22;0,01
75;16;22;0,05
76;16;22;0
77;16;22;0
78;16;22;0,035
79;16;22;0,045
80;16;22;0
81;16;22;0
82;16;22;0
83;16;22;0
84;16;22;0
85;16;22;0,015
86;16;22;0,95
87;16;22;1
88;16;22;0
89;16;22;0,005
90;16;22;1
91;16;22;1
92;16;22;1
93;16;22;0,07
94;16;22;0
95;16;22;0
96;16;22;0,025
97;16;22;0,075
98;16;22;0,83
99;16;22;1
51;17;22;1
52;17;22;0
53;17;22;0
54;17;22;0
55;17;22;0
56;17;22;0,06
57;17;22;0
58;17;22;0,765
59;17;22;0,815
60;17;22;0
61;17;22;0
62;17;22;0,01
63;17;22;1
64;17;22;0
65;17;22;0,005
66;17;22;0
67;17;22;0
68;17;22;0,01
69;17;22;1
70;17;22;1
71;17;22;0
72;17;22;0
73;17;22;0
74;17;22;0
75;17;22;0,015
76;17;22;0
77;17;22;0
78;17;22;0,015
79;17;22;0,02
80;17;22;0
81;17;22;0
82;17;22;0
83;17;22;0,01
84;17;22;0
85;17;22;0,02
86;17;22;1
87;17;22;1
88;17;22;0
89;17;22;0,015
90;17;22;1
91;17;22;1
92;17;22;0,995
93;17;22;0,015
94;17;22;0
95;17;22;0,005
96;17;22;0,025
97;17;22;0,025
98;17;22;0,025
99;17;22;1
51;2;22;1
52;2;22;0,06
53;2;22;1
54;2;22;1
55;2;22;1
56;2;22;1
57;2;22;1
58;2;22;1
59;2;22;0,925
60;2;22;0,55
61;2;22;1
62;2;22;1
63;2;22;1
64;2;22;0,055
65;2;22;1
66;2;22;0,015
67;2;22;0,315
68;2;22;1
69;2;22;1
70;2;22;1
71;2;22;0,04
72;2;22;0,99
73;2;22;1
74;2;22;0,2
75;2;22;1
76;2;22;1
77;2;22;1
78;2;22;0,89
79;2;22;1
80;2;22;1
81;2;22;1
82;2;22;0,08
83;2;22;1
84;2;22;0,995
85;2;22;1
86;2;22;1
87;2;22;1
88;2;22;1
89;2;22;1
90;2;22;1
91;2;22;1
92;2;22;1
93;2;22;0,84
94;2;22;0,28
95;2;22;0,09
96;2;22;0,29
97;2;22;1
98;2;22;1
99;2;22;1
51;3;22;1
52;3;22;0,12
53;3;22;0,995
54;3;22;0,985
55;3;22;1
56;3;22;0,995
57;3;22;1
58;3;22;1
59;3;22;0,985
60;3;22;0,815
61;3;22;1
62;3;22;0,975
63;3;22;1
64;3;22;0,02
65;3;22;1
66;3;22;0,03
67;3;22;0,055
68;3;22;1
69;3;22;1
70;3;22;1
71;3;22;0,03
72;3;22;0,97
73;3;22;1
74;3;22;0,955
75;3;22;1
76;3;22;0,625
77;3;22;1
78;3;22;0,67
79;3;22;1
80;3;22;0,96
81;3;22;0,99
82;3;22;0,99
83;3;22;1
84;3;22;0,875
85;3;22;1
86;3;22;1
87;3;22;1
88;3;22;1
89;3;22;0,84
90;3;22;1
91;3;22;1
92;3;22;1
93;3;22;0,995
94;3;22;0,295
95;3;22;0,82
96;3;22;0,76
97;3;22;1
98;3;22;1
99;3;22;1
51;4;22;1
52;4;22;0,065
53;4;22;0,75
54;4;22;0,985
55;4;22;1
56;4;22;0,975
57;4;22;1
58;4;22;1
59;4;22;0,515
60;4;22;0,14
61;4;22;1
62;4;22;0,59
63;4;22;1
64;4;22;0,89
65;4;22;0,55
66;4;22;0,01
67;4;22;0,215
68;4;22;1
69;4;22;1
70;4;22;1
71;4;22;0,005
72;4;22;1
73;4;22;1
74;4;22;0,41
75;4;22;1
76;4;22;0,8
77;4;22;0,995
78;4;22;0,72
79;4;22;1
80;4;22;0,99
81;4;22;0,675
82;4;22;0,19
83;4;22;0,975
84;4;22;0,97
85;4;22;0,99
86;4;22;1
87;4;22;1
88;4;22;1
89;4;22;0,065
90;4;22;1
91;4;22;1
92;4;22;1
93;4;22;0,54
94;4;22;0,265
95;4;22;0,195
96;4;22;0,07
97;4;22;1
98;4;22;1
99;4;22;1
51;5;22;1
52;5;22;0,04
53;5;22;0,33
54;5;22;0,165
55;5;22;1
56;5;22;0,95
57;5;22;0,995
58;5;22;1
59;5;22;0,7
60;5;22;0,585
61;5;22;1
62;5;22;0,745
63;5;22;1
64;5;22;0,515
65;5;22;0,825
66;5;22;0,02
67;5;22;0,5
68;5;22;1
69;5;22;1
70;5;22;1
71;5;22;0,405
72;5;22;0,08
73;5;22;1
74;5;22;0,95
75;5;22;1
76;5;22;0,83
77;5;22;1
78;5;22;0,77
79;5;22;1
80;5;22;0,715
81;5;22;0,23
82;5;22;0,63
83;5;22;0,995
84;5;22;0,765
85;5;22;0,995
86;5;22;1
87;5;22;1
88;5;22;1
89;5;22;0,075
90;5;22;1
91;5;22;1
92;5;22;1
93;5;22;0,665
94;5;22;0,125
95;5;22;0,005
96;5;22;0,275
97;5;22;0,93
98;5;22;1
99;5;22;1
51;6;22;1
52;6;22;0,055
53;6;22;0,17
54;6;22;0,36
55;6;22;1
56;6;22;0,955
57;6;22;0,995
58;6;22;1
59;6;22;0,5
60;6;22;0,19
61;6;22;0,965
62;6;22;0,965
63;6;22;1
64;6;22;0,35
65;6;22;0,96
66;6;22;0,05
67;6;22;0,005
68;6;22;1
69;6;22;1
70;6;22;1
71;6;22;0,02
72;6;22;0,255
73;6;22;1
74;6;22;0,655
75;6;22;1
76;6;22;0,31
77;6;22;0,97
78;6;22;0,175
79;6;22;1
80;6;22;0,185
81;6;22;0,76
82;6;22;0,09
83;6;22;0,985
84;6;22;0,58
85;6;22;0,99
86;6;22;1
87;6;22;1
88;6;22;1
89;6;22;0,54
90;6;22;1
91;6;22;1
92;6;22;1
93;6;22;0,495
94;6;22;0,05
95;6;22;0,11
96;6;22;0,135
97;6;22;0,995
98;6;22;1
99;6;22;1
51;7;22;1
52;7;22;0,005
53;7;22;0,015
54;7;22;0,005
55;7;22;1
56;7;22;0,36
57;7;22;0,07
58;7;22;1
59;7;22;0,52
60;7;22;0,08
61;7;22;0,9
62;7;22;0,835
63;7;22;1
64;7;22;0,175
65;7;22;0,9
66;7;22;0
67;7;22;0,095
68;7;22;1
69;7;22;1
70;7;22;1
71;7;22;0
72;7;22;0,08
73;7;22;0,995
74;7;22;0
75;7;22;1
76;7;22;0,105
77;7;22;0,865
78;7;22;0,79
79;7;22;1
80;7;22;0
81;7;22;0,65
82;7;22;0,055
83;7;22;0,325
84;7;22;0,49
85;7;22;0,975
86;7;22;1
87;7;22;1
88;7;22;0,965
89;7;22;0,055
90;7;22;1
91;7;22;1
92;7;22;1
93;7;22;0,05
94;7;22;0,005
95;7;22;0,01
96;7;22;0
97;7;22;0,15
98;7;22;1
99;7;22;1
51;8;22;1
52;8;22;0,045
53;8;22;0
54;8;22;0,68
55;8;22;1
56;8;22;0,305
57;8;22;0,485
58;8;22;1
59;8;22;0,315
60;8;22;0,555
61;8;22;0,335
62;8;22;0,98
63;8;22;1
64;8;22;0,1
65;8;22;0,675
66;8;22;0
67;8;22;0
68;8;22;1
69;8;22;1
70;8;22;1
71;8;22;0
72;8;22;0,33
73;8;22;0,29
74;8;22;0,23
75;8;22;1
76;8;22;0,295
77;8;22;0,745
78;8;22;0,28
79;8;22;1
80;8;22;0
81;8;22;0
82;8;22;0,075
83;8;22;0,955
84;8;22;0,13
85;8;22;0,995
86;8;22;1
87;8;22;1
88;8;22;0,68
89;8;22;0,46
90;8;22;1
91;8;22;1
92;8;22;1
93;8;22;0,01
94;8;22;0
95;8;22;0,005
96;8;22;0,005
97;8;22;0,99
98;8;22;1
99;8;22;1
51;9;22;1
52;9;22;0
53;9;22;0
54;9;22;0,035
55;9;22;1
56;9;22;0,875
57;9;22;0,27
58;9;22;1
59;9;22;0,795
60;9;22;0,045
61;9;22;0,53
62;9;22;0,665
63;9;22;1
64;9;22;0,045
65;9;22;0,855
66;9;22;0
67;9;22;0,02
68;9;22;0,95
69;9;22;1
70;9;22;1
71;9;22;0
72;9;22;0
73;9;22;0
74;9;22;0,115
75;9;22;1
76;9;22;0,005
77;9;22;0,02
78;9;22;0,275
79;9;22;0,87
80;9;22;0
81;9;22;0
82;9;22;0,015
83;9;22;0,02
84;9;22;0,01
85;9;22;0,59
86;9;22;1
87;9;22;1
88;9;22;0,12
89;9;22;0,135
90;9;22;1
91;9;22;1
92;9;22;1
93;9;22;0,08
94;9;22;0
95;9;22;0
96;9;22;0,85
97;9;22;0,12
98;9;22;1
99;9;22;1
51;1;23;1
52;1;23;1
53;1;23;0,92
54;1;23;0,835
55;1;23;1
56;1;23;0,825
57;1;23;1
58;1;23;1
59;1;23;1
60;1;23;1
61;1;23;0,995
62;1;23;1
63;1;23;0,905
64;1;23;0,655
65;1;23;0,68
66;1;23;0,03
67;1;23;1
68;1;23;0,995
69;1;23;1
70;1;23;1
71;1;23;1
72;1;23;0,08
73;1;23;1
74;1;23;0,995
75;1;23;1
76;1;23;1
77;1;23;1
78;1;23;0,615
79;1;23;1
80;1;23;0,26
81;1;23;1
82;1;23;1
83;1;23;1
84;1;23;1
85;1;23;1
86;1;23;1
87;1;23;1
88;1;23;0,66
89;1;23;1
90;1;23;1
91;1;23;1
92;1;23;0,27
93;1;23;1
94;1;23;1
95;1;23;1
96;1;23;0,93
97;1;23;0,005
98;1;23;1
99;1;23;1
51;10;23;1
52;10;23;0
53;10;23;0
54;10;23;0
55;10;23;0
56;10;23;0,005
57;10;23;1
58;10;23;1
59;10;23;1
60;10;23;0,115
61;10;23;0,135
62;10;23;0,96
63;10;23;0
64;10;23;0
65;10;23;0
66;10;23;0
67;10;23;0,045
68;10;23;0
69;10;23;0,035
70;10;23;0,875
71;10;23;1
72;10;23;0
73;10;23;0,005
74;10;23;0,02
75;10;23;1
76;10;23;1
77;10;23;0,77
78;10;23;0
79;10;23;0
80;10;23;0
81;10;23;0,005
82;10;23;1
83;10;23;0
84;10;23;0
85;10;23;0,015
86;10;23;1
87;10;23;0,005
88;10;23;0
89;10;23;0,155
90;10;23;1
91;10;23;0,455
92;10;23;0
93;10;23;0,01
94;10;23;0,165
95;10;23;0,22
96;10;23;0,93
97;10;23;0,79
98;10;23;0,825
99;10;23;1
51;11;23;1
52;11;23;0
53;11;23;0
54;11;23;0
55;11;23;0,005
56;11;23;0,015
57;11;23;1
58;11;23;1
59;11;23;0,345
60;11;23;0
61;11;23;0,065
62;11;23;1
63;11;23;0
64;11;23;0
65;11;23;0
66;11;23;0,005
67;11;23;0,08
68;11;23;0
69;11;23;0,02
70;11;23;0,99
71;11;23;1
72;11;23;0
73;11;23;0
74;11;23;0,005
75;11;23;1
76;11;23;0,315
77;11;23;0,365
78;11;23;0
79;11;23;0
80;11;23;0,005
81;11;23;0,025
82;11;23;1
83;11;23;0
84;11;23;0
85;11;23;0,005
86;11;23;1
87;11;23;0
88;11;23;0
89;11;23;0,885
90;11;23;1
91;11;23;0,5
92;11;23;0,005
93;11;23;0,01
94;11;23;0,01
95;11;23;0,085
96;11;23;0,005
97;11;23;0,08
98;11;23;0,54
99;11;23;1
51;12;23;1
52;12;23;0
53;12;23;0
54;12;23;0
55;12;23;0
56;12;23;0
57;12;23;0,01
58;12;23;0,015
59;12;23;0,02
60;12;23;0
61;12;23;0,01
62;12;23;0,015
63;12;23;0
64;12;23;0
65;12;23;0
66;12;23;0
67;12;23;0,01
68;12;23;0
69;12;23;0
70;12;23;0
71;12;23;0,005
72;12;23;0
73;12;23;0
74;12;23;0
75;12;23;0,01
76;12;23;0,03
77;12;23;0,005
78;12;23;0
79;12;23;0
80;12;23;0
81;12;23;0,01
82;12;23;0,1
83;12;23;0
84;12;23;0
85;12;23;0
86;12;23;0,005
87;12;23;0,01
88;12;23;0
89;12;23;0
90;12;23;0,015
91;12;23;0,015
92;12;23;0
93;12;23;0
94;12;23;0,03
95;12;23;0
96;12;23;0
97;12;23;0
98;12;23;0,025
99;12;23;0,01
51;13;23;1
52;13;23;0
53;13;23;0
54;13;23;0
55;13;23;0
56;13;23;0,005
57;13;23;1
58;13;23;1
59;13;23;0,045
60;13;23;0
61;13;23;0,01
62;13;23;0,785
63;13;23;0
64;13;23;0
65;13;23;0
66;13;23;0
67;13;23;0,025
68;13;23;0
69;13;23;0
70;13;23;0,15
71;13;23;1
72;13;23;0
73;13;23;0
74;13;23;0,025
75;13;23;1
76;13;23;0,985
77;13;23;0,01
78;13;23;0
79;13;23;0
80;13;23;0
81;13;23;0,04
82;13;23;1
83;13;23;0
84;13;23;0
85;13;23;0
86;13;23;1
87;13;23;0,005
88;13;23;0,015
89;13;23;0,03
90;13;23;1
91;13;23;0,51
92;13;23;0
93;13;23;0
94;13;23;0,06
95;13;23;0
96;13;23;0,025
97;13;23;0
98;13;23;0,065
99;13;23;1
51;14;23;1
52;14;23;0
53;14;23;0
54;14;23;0
55;14;23;0
56;14;23;0
57;14;23;0,025
58;14;23;0
59;14;23;0,035
60;14;23;0
61;14;23;0,005
62;14;23;0,015
63;14;23;0
64;14;23;0
65;14;23;0
66;14;23;0
67;14;23;0,015
68;14;23;0
69;14;23;0
70;14;23;0,015
71;14;23;0,015
72;14;23;0
73;14;23;0
74;14;23;0
75;14;23;0,01
76;14;23;0,02
77;14;23;0,02
78;14;23;0
79;14;23;0
80;14;23;0
81;14;23;0
82;14;23;0,01
83;14;23;0
84;14;23;0
85;14;23;0
86;14;23;0
87;14;23;0,015
88;14;23;0
89;14;23;0
90;14;23;0,025
91;14;23;0,015
92;14;23;0
93;14;23;0
94;14;23;0,01
95;14;23;0
96;14;23;0,025
97;14;23;0
98;14;23;0,03
99;14;23;0,02
51;15;23;1
52;15;23;0
53;15;23;0
54;15;23;0
55;15;23;0
56;15;23;0,005
57;15;23;1
58;15;23;1
59;15;23;0,77
60;15;23;0
61;15;23;0,045
62;15;23;0,98
63;15;23;0
64;15;23;0
65;15;23;0
66;15;23;0
67;15;23;0,01
68;15;23;0
69;15;23;0
70;15;23;0,02
71;15;23;1
72;15;23;0
73;15;23;0
74;15;23;0,01
75;15;23;1
76;15;23;0,025
77;15;23;0,015
78;15;23;0
79;15;23;0
80;15;23;0
81;15;23;0
82;15;23;1
83;15;23;0
84;15;23;0
85;15;23;0,005
86;15;23;1
87;15;23;0,02
88;15;23;0
89;15;23;0,03
90;15;23;1
91;15;23;0,12
92;15;23;0
93;15;23;0
94;15;23;0,03
95;15;23;0
96;15;23;0,02
97;15;23;0,005
98;15;23;0,09
99;15;23;1
51;16;23;1
52;16;23;0
53;16;23;0
54;16;23;0
55;16;23;0
56;16;23;0,005
57;16;23;1
58;16;23;1
59;16;23;0,105
60;16;23;0
61;16;23;0,15
62;16;23;0,855
63;16;23;0
64;16;23;0
65;16;23;0
66;16;23;0,005
67;16;23;0,01
68;16;23;0
69;16;23;0,005
70;16;23;0,015
71;16;23;1
72;16;23;0
73;16;23;0
74;16;23;0,005
75;16;23;1
76;16;23;0,285
77;16;23;0,015
78;16;23;0
79;16;23;0
80;16;23;0
81;16;23;0
82;16;23;0,99
83;16;23;0
84;16;23;0
85;16;23;0,035
86;16;23;0,95
87;16;23;0,01
88;16;23;0
89;16;23;0,015
90;16;23;1
91;16;23;0,31
92;16;23;0
93;16;23;0
94;16;23;0,01
95;16;23;0
96;16;23;0,04
97;16;23;0
98;16;23;0,085
99;16;23;1
51;17;23;1
52;17;23;0
53;17;23;0
54;17;23;0
55;17;23;0
56;17;23;0,005
57;17;23;1
58;17;23;1
59;17;23;0,275
60;17;23;0
61;17;23;0,005
62;17;23;0,035
63;17;23;0
64;17;23;0
65;17;23;0
66;17;23;0
67;17;23;0,01
68;17;23;0
69;17;23;0
70;17;23;0,045
71;17;23;1
72;17;23;0
73;17;23;0
74;17;23;0
75;17;23;1
76;17;23;0,025
77;17;23;0,005
78;17;23;0
79;17;23;0
80;17;23;0
81;17;23;0
82;17;23;0,965
83;17;23;0
84;17;23;0
85;17;23;0,02
86;17;23;1
87;17;23;0,075
88;17;23;0
89;17;23;0
90;17;23;1
91;17;23;0,155
92;17;23;0
93;17;23;0
94;17;23;0,03
95;17;23;0
96;17;23;0,01
97;17;23;0
98;17;23;0,025
99;17;23;1
51;2;23;1
52;2;23;1
53;2;23;0,575
54;2;23;0,335
55;2;23;1
56;2;23;0,44
57;2;23;1
58;2;23;1
59;2;23;1
60;2;23;1
61;2;23;0,955
62;2;23;1
63;2;23;1
64;2;23;0,4
65;2;23;1
66;2;23;0,97
67;2;23;0,995
68;2;23;1
69;2;23;1
70;2;23;1
71;2;23;1
72;2;23;0,07
73;2;23;1
74;2;23;0,49
75;2;23;1
76;2;23;1
77;2;23;1
78;2;23;0,29
79;2;23;1
80;2;23;0,555
81;2;23;1
82;2;23;1
83;2;23;1
84;2;23;0,865
85;2;23;1
86;2;23;1
87;2;23;1
88;2;23;0,86
89;2;23;1
90;2;23;1
91;2;23;0,815
92;2;23;1
93;2;23;1
94;2;23;1
95;2;23;1
96;2;23;0,865
97;2;23;0,75
98;2;23;1
99;2;23;1
51;3;23;1
52;3;23;1
53;3;23;0,4
54;3;23;0,58
55;3;23;0,99
56;3;23;0,355
57;3;23;1
58;3;23;1
59;3;23;1
60;3;23;1
61;3;23;0,99
62;3;23;1
63;3;23;0,925
64;3;23;0,845
65;3;23;0,87
66;3;23;0,86
67;3;23;1
68;3;23;0,78
69;3;23;1
70;3;23;1
71;3;23;1
72;3;23;0,045
73;3;23;1
74;3;23;0,235
75;3;23;1
76;3;23;1
77;3;23;1
78;3;23;0,62
79;3;23;1
80;3;23;0,525
81;3;23;1
82;3;23;1
83;3;23;0,835
84;3;23;0,51
85;3;23;0,285
86;3;23;1
87;3;23;0,19
88;3;23;0,03
89;3;23;1
90;3;23;1
91;3;23;1
92;3;23;0,76
93;3;23;1
94;3;23;1
95;3;23;1
96;3;23;0,975
97;3;23;0,685
98;3;23;1
99;3;23;1
51;4;23;1
52;4;23;0,78
53;4;23;0,07
54;4;23;0,185
55;4;23;0,995
56;4;23;0,215
57;4;23;1
58;4;23;1
59;4;23;1
60;4;23;1
61;4;23;1
62;4;23;1
63;4;23;0,2
64;4;23;0,475
65;4;23;0,99
66;4;23;0,025
67;4;23;1
68;4;23;0,015
69;4;23;1
70;4;23;1
71;4;23;1
72;4;23;0
73;4;23;1
74;4;23;0,94
75;4;23;1
76;4;23;1
77;4;23;0,98
78;4;23;0
79;4;23;0,57
80;4;23;0,01
81;4;23;1
82;4;23;1
83;4;23;0,075
84;4;23;0,055
85;4;23;0,22
86;4;23;1
87;4;23;0,99
88;4;23;0,16
89;4;23;1
90;4;23;1
91;4;23;0,835
92;4;23;0,125
93;4;23;1
94;4;23;0,99
95;4;23;1
96;4;23;0,285
97;4;23;0,12
98;4;23;1
99;4;23;1
51;5;23;1
52;5;23;0,48
53;5;23;0,09
54;5;23;0,7
55;5;23;0,48
56;5;23;0,645
57;5;23;1
58;5;23;1
59;5;23;1
60;5;23;1
61;5;23;0,33
62;5;23;1
63;5;23;0,815
64;5;23;0,005
65;5;23;0,005
66;5;23;0,05
67;5;23;0,985
68;5;23;0,94
69;5;23;0,805
70;5;23;1
71;5;23;1
72;5;23;0,04
73;5;23;0,17
74;5;23;0,06
75;5;23;1
76;5;23;1
77;5;23;1
78;5;23;0,01
79;5;23;0,54
80;5;23;0,785
81;5;23;0,985
82;5;23;1
83;5;23;0,11
84;5;23;0,02
85;5;23;0,68
86;5;23;1
87;5;23;0,75
88;5;23;0,005
89;5;23;1
90;5;23;1
91;5;23;0,68
92;5;23;0
93;5;23;1
94;5;23;1
95;5;23;1
96;5;23;0,255
97;5;23;0,11
98;5;23;1
99;5;23;1
51;6;23;1
52;6;23;0,485
53;6;23;0,255
54;6;23;0,675
55;6;23;0,525
56;6;23;0,885
57;6;23;1
58;6;23;1
59;6;23;1
60;6;23;0,995
61;6;23;0,115
62;6;23;1
63;6;23;0,29
64;6;23;0,015
65;6;23;0,165
66;6;23;0,44
67;6;23;0,79
68;6;23;0
69;6;23;0,81
70;6;23;1
71;6;23;1
72;6;23;0
73;6;23;0,745
74;6;23;0,91
75;6;23;1
76;6;23;1
77;6;23;0,99
78;6;23;0,005
79;6;23;0,01
80;6;23;0,005
81;6;23;0,59
82;6;23;1
83;6;23;0,015
84;6;23;0,085
85;6;23;0,7
86;6;23;1
87;6;23;0,63
88;6;23;0,01
89;6;23;1
90;6;23;1
91;6;23;1
92;6;23;0,045
93;6;23;1
94;6;23;0,975
95;6;23;0,875
96;6;23;0,215
97;6;23;0,22
98;6;23;1
99;6;23;1
51;7;23;1
52;7;23;0,01
53;7;23;0,01
54;7;23;0,015
55;7;23;0,085
56;7;23;0,07
57;7;23;1
58;7;23;1
59;7;23;1
60;7;23;0,96
61;7;23;0,225
62;7;23;1
63;7;23;0,06
64;7;23;0,005
65;7;23;0,02
66;7;23;0,53
67;7;23;0,65
68;7;23;0
69;7;23;0,035
70;7;23;1
71;7;23;1
72;7;23;0
73;7;23;0,49
74;7;23;0,225
75;7;23;1
76;7;23;1
77;7;23;0,03
78;7;23;0
79;7;23;0,025
80;7;23;0
81;7;23;0,045
82;7;23;1
83;7;23;0
84;7;23;0
85;7;23;0,025
86;7;23;1
87;7;23;0
88;7;23;0
89;7;23;0,895
90;7;23;1
91;7;23;0,98
92;7;23;0,125
93;7;23;0,975
94;7;23;0,95
95;7;23;0,99
96;7;23;0,565
97;7;23;0,19
98;7;23;0,795
99;7;23;1
51;8;23;1
52;8;23;0
53;8;23;0
54;8;23;0
55;8;23;0,005
56;8;23;0,005
57;8;23;1
58;8;23;1
59;8;23;1
60;8;23;0,25
61;8;23;0,055
62;8;23;1
63;8;23;0
64;8;23;0
65;8;23;0
66;8;23;0,01
67;8;23;0,73
68;8;23;0
69;8;23;0,045
70;8;23;1
71;8;23;1
72;8;23;0
73;8;23;0,16
74;8;23;0,15
75;8;23;1
76;8;23;1
77;8;23;0,955
78;8;23;0
79;8;23;0,015
80;8;23;0,32
81;8;23;0,765
82;8;23;1
83;8;23;0
84;8;23;0
85;8;23;0,655
86;8;23;1
87;8;23;0,07
88;8;23;0,01
89;8;23;0,99
90;8;23;1
91;8;23;0,45
92;8;23;0
93;8;23;0,1
94;8;23;0,475
95;8;23;0,92
96;8;23;0,595
97;8;23;0,435
98;8;23;1
99;8;23;1
51;9;23;1
52;9;23;0
53;9;23;0
54;9;23;0
55;9;23;0
56;9;23;0,055
57;9;23;1
58;9;23;1
59;9;23;1
60;9;23;0,76
61;9;23;0,995
62;9;23;1
63;9;23;0
64;9;23;0
65;9;23;0
66;9;23;0
67;9;23;0
68;9;23;0
69;9;23;0,8
70;9;23;0,565
71;9;23;1
72;9;23;0
73;9;23;0
74;9;23;0,035
75;9;23;1
76;9;23;1
77;9;23;0,115
78;9;23;0
79;9;23;0,005
80;9;23;0,43
81;9;23;0,105
82;9;23;1
83;9;23;0
84;9;23;0,005
85;9;23;0,01
86;9;23;1
87;9;23;0,4
88;9;23;0,005
89;9;23;0,99
90;9;23;1
91;9;23;0,18
92;9;23;0
93;9;23;0,025
94;9;23;0,855
95;9;23;0,065
96;9;23;0
97;9;23;0,025
98;9;23;0,775
99;9;23;1
51;1;24;1
52;1;24;0,23
53;1;24;0,995
54;1;24;0,135
55;1;24;0,98
56;1;24;1
57;1;24;1
58;1;24;0,52
59;1;24;1
60;1;24;1
61;1;24;0,97
62;1;24;1
63;1;24;1
64;1;24;0,645
65;1;24;1
66;1;24;1
67;1;24;0,685
68;1;24;1
69;1;24;0,16
70;1;24;0,395
71;1;24;1
72;1;24;1
73;1;24;1
74;1;24;0,705
75;1;24;0,84
76;1;24;0,84
77;1;24;1
78;1;24;1
79;1;24;1
80;1;24;0,935
81;1;24;1
82;1;24;1
83;1;24;1
84;1;24;1
85;1;24;0,94
86;1;24;1
87;1;24;1
88;1;24;1
89;1;24;1
90;1;24;1
91;1;24;1
92;1;24;1
93;1;24;0,715
94;1;24;1
95;1;24;0,92
96;1;24;1
97;1;24;0,96
98;1;24;0,97
99;1;24;1
51;10;24;1
52;10;24;0
53;10;24;0
54;10;24;0
55;10;24;0
56;10;24;1
57;10;24;1
58;10;24;0
59;10;24;0,095
60;10;24;0
61;10;24;0
62;10;24;0,07
63;10;24;1
64;10;24;0
65;10;24;0
66;10;24;0,15
67;10;24;0,27
68;10;24;0
69;10;24;0,015
70;10;24;0
71;10;24;0,01
72;10;24;0,515
73;10;24;0,995
74;10;24;0
75;10;24;0
76;10;24;0
77;10;24;0,545
78;10;24;1
79;10;24;0
80;10;24;0,06
81;10;24;1
82;10;24;0,065
83;10;24;0,135
84;10;24;0,235
85;10;24;0,07
86;10;24;0,995
87;10;24;1
88;10;24;0,24
89;10;24;0,99
90;10;24;0,855
91;10;24;0,145
92;10;24;0,385
93;10;24;0
94;10;24;1
95;10;24;0,005
96;10;24;0
97;10;24;0,02
98;10;24;0
99;10;24;0,04
51;11;24;1
52;11;24;0
53;11;24;0
54;11;24;0
55;11;24;0
56;11;24;0,915
57;11;24;1
58;11;24;0
59;11;24;0,065
60;11;24;0
61;11;24;0
62;11;24;0,04
63;11;24;1
64;11;24;0
65;11;24;0
66;11;24;0
67;11;24;0,015
68;11;24;0
69;11;24;0
70;11;24;0
71;11;24;0
72;11;24;0,04
73;11;24;0,95
74;11;24;0
75;11;24;0
76;11;24;0
77;11;24;0,035
78;11;24;1
79;11;24;0
80;11;24;0,04
81;11;24;1
82;11;24;0,02
83;11;24;0
84;11;24;0,375
85;11;24;0,275
86;11;24;0,87
87;11;24;1
88;11;24;0,045
89;11;24;0,915
90;11;24;0,345
91;11;24;0,985
92;11;24;0,095
93;11;24;0
94;11;24;1
95;11;24;0,015
96;11;24;0
97;11;24;0,085
98;11;24;0
99;11;24;0,01
51;12;24;1
52;12;24;0
53;12;24;0
54;12;24;0
55;12;24;0
56;12;24;0,245
57;12;24;1
58;12;24;0
59;12;24;0,6
60;12;24;0
61;12;24;0
62;12;24;0,045
63;12;24;1
64;12;24;0
65;12;24;0
66;12;24;0,01
67;12;24;0,19
68;12;24;0
69;12;24;0,01
70;12;24;0
71;12;24;0
72;12;24;0,135
73;12;24;0,775
74;12;24;0
75;12;24;0
76;12;24;0
77;12;24;0,02
78;12;24;1
79;12;24;0
80;12;24;0,025
81;12;24;1
82;12;24;0,04
83;12;24;0
84;12;24;0,05
85;12;24;0,495
86;12;24;0,91
87;12;24;1
88;12;24;0,8
89;12;24;0,17
90;12;24;0,53
91;12;24;0,99
92;12;24;0,11
93;12;24;0
94;12;24;1
95;12;24;0
96;12;24;0
97;12;24;0,035
98;12;24;0
99;12;24;0,01
51;13;24;1
52;13;24;0
53;13;24;0
54;13;24;0
55;13;24;0
56;13;24;0,235
57;13;24;1
58;13;24;0
59;13;24;0,43
60;13;24;0
61;13;24;0
62;13;24;0,02
63;13;24;0,99
64;13;24;0
65;13;24;0
66;13;24;0
67;13;24;0,005
68;13;24;0
69;13;24;0,005
70;13;24;0
71;13;24;0
72;13;24;0,185
73;13;24;0,14
74;13;24;0
75;13;24;0
76;13;24;0
77;13;24;0,035
78;13;24;1
79;13;24;0
80;13;24;0,01
81;13;24;1
82;13;24;0,01
83;13;24;0
84;13;24;0
85;13;24;0,005
86;13;24;0,075
87;13;24;1
88;13;24;0,005
89;13;24;0,53
90;13;24;0,07
91;13;24;1
92;13;24;0,145
93;13;24;0
94;13;24;1
95;13;24;0,025
96;13;24;0
97;13;24;0,02
98;13;24;0
99;13;24;0,01
51;14;24;1
52;14;24;0
53;14;24;0
54;14;24;0
55;14;24;0
56;14;24;0,02
57;14;24;1
58;14;24;0
59;14;24;0
60;14;24;0
61;14;24;0
62;14;24;0,065
63;14;24;0,7
