"node";"tree_age";"tree_simulation_number";"prob"
96;8;21;0,99
97;8;21;1
98;8;21;1
99;8;21;1
51;9;21;1
52;9;21;0
53;9;21;0,035
54;9;21;0,92
55;9;21;0,015
56;9;21;0,14
57;9;21;1
58;9;21;1
59;9;21;0,725
60;9;21;0,275
61;9;21;1
62;9;21;1
63;9;21;1
64;9;21;1
65;9;21;1
66;9;21;0
67;9;21;0,06
68;9;21;0,02
69;9;21;0
70;9;21;0
71;9;21;0
72;9;21;0
73;9;21;0,02
74;9;21;1
75;9;21;1
76;9;21;0
77;9;21;0
78;9;21;0,275
79;9;21;1
80;9;21;0,04
81;9;21;1
82;9;21;0,06
83;9;21;1
84;9;21;1
85;9;21;1
86;9;21;1
87;9;21;0
88;9;21;0,015
89;9;21;1
90;9;21;0
91;9;21;0,01
92;9;21;0,805
93;9;21;0,83
94;9;21;0,395
95;9;21;0,015
96;9;21;0,05
97;9;21;1
98;9;21;1
99;9;21;1
51;1;22;1
52;1;22;0,225
53;1;22;1
54;1;22;1
55;1;22;1
56;1;22;1
57;1;22;1
58;1;22;1
59;1;22;0,935
60;1;22;1
61;1;22;1
62;1;22;1
63;1;22;1
64;1;22;0,925
65;1;22;1
66;1;22;0,025
67;1;22;0,09
68;1;22;1
69;1;22;1
70;1;22;1
71;1;22;0,04
72;1;22;1
73;1;22;1
74;1;22;0,755
75;1;22;1
76;1;22;0,915
77;1;22;1
78;1;22;1
79;1;22;1
80;1;22;1
81;1;22;1
82;1;22;1
83;1;22;1
84;1;22;0,98
85;1;22;1
86;1;22;1
87;1;22;1
88;1;22;1
89;1;22;0,215
90;1;22;1
91;1;22;1
92;1;22;1
93;1;22;1
94;1;22;0,155
95;1;22;0,45
96;1;22;0,185
97;1;22;1
98;1;22;1
99;1;22;1
51;10;22;1
52;10;22;0,005
53;10;22;0
54;10;22;0,015
55;10;22;1
56;10;22;0,525
57;10;22;0,005
58;10;22;0,995
59;10;22;0,61
60;10;22;0,025
61;10;22;0,14
62;10;22;0,77
63;10;22;1
64;10;22;0,075
65;10;22;0,045
66;10;22;0
67;10;22;0,025
68;10;22;0,78
69;10;22;1
70;10;22;1
71;10;22;0
72;10;22;0
73;10;22;0
74;10;22;0,01
75;10;22;1
76;10;22;0
77;10;22;0
78;10;22;0,025
79;10;22;0,075
80;10;22;0
81;10;22;0
82;10;22;0,04
83;10;22;0,02
84;10;22;0
85;10;22;0,155
86;10;22;1
87;10;22;1
88;10;22;0,07
89;10;22;0,005
90;10;22;1
91;10;22;1
92;10;22;1
93;10;22;0,005
94;10;22;0
95;10;22;0
96;10;22;0,005
97;10;22;0,15
98;10;22;1
99;10;22;1
51;11;22;1
52;11;22;0
53;11;22;0
54;11;22;0
55;11;22;0,94
56;11;22;1
57;11;22;0
58;11;22;0,045
59;11;22;0,435
60;11;22;0
61;11;22;0,165
62;11;22;0,095
63;11;22;1
64;11;22;0,015
65;11;22;0,03
66;11;22;0
67;11;22;0,04
68;11;22;0,825
69;11;22;1
70;11;22;1
71;11;22;0
72;11;22;0
73;11;22;0
74;11;22;0,005
75;11;22;0,95
76;11;22;0
77;11;22;0
78;11;22;0,03
79;11;22;0,015
80;11;22;0
81;11;22;0
82;11;22;0
83;11;22;0,665
84;11;22;0
85;11;22;0,015
86;11;22;1
87;11;22;1
88;11;22;0,315
89;11;22;0,4
90;11;22;1
91;11;22;1
92;11;22;1
93;11;22;0,075
94;11;22;0
95;11;22;0
96;11;22;0,015
97;11;22;0,025
98;11;22;1
99;11;22;1
51;12;22;1
52;12;22;0
53;12;22;0
54;12;22;0
55;12;22;0,94
56;12;22;0,8
57;12;22;0
58;12;22;0,53
59;12;22;0,985
60;12;22;0
61;12;22;0,015
62;12;22;0,045
63;12;22;1
64;12;22;0,005
65;12;22;0,04
66;12;22;0
67;12;22;0,005
68;12;22;0,75
69;12;22;1
70;12;22;1
71;12;22;0
72;12;22;0
73;12;22;0
74;12;22;0,025
75;12;22;0,695
76;12;22;0
77;12;22;0,02
78;12;22;0,04
79;12;22;0,2
80;12;22;0
81;12;22;0
82;12;22;0
83;12;22;0,05
84;12;22;0
85;12;22;0,075
86;12;22;1
87;12;22;1
88;12;22;0
89;12;22;0,04
90;12;22;1
91;12;22;1
92;12;22;1
93;12;22;0,01
94;12;22;0
95;12;22;0
96;12;22;0,01
97;12;22;0,01
98;12;22;1
99;12;22;1
51;13;22;1
52;13;22;0
53;13;22;0
54;13;22;0,01
55;13;22;0,995
56;13;22;0,37
57;13;22;0
58;13;22;0,03
59;13;22;0,835
60;13;22;0
61;13;22;0
62;13;22;0,085
63;13;22;1
64;13;22;0
65;13;22;0,005
66;13;22;0
67;13;22;0,02
68;13;22;0,985
69;13;22;1
70;13;22;1
71;13;22;0
72;13;22;0
73;13;22;0
74;13;22;0,015
75;13;22;0,11
76;13;22;0
77;13;22;0,015
78;13;22;0,065
79;13;22;0,16
80;13;22;0
81;13;22;0
82;13;22;0
83;13;22;0,075
84;13;22;0
85;13;22;0,025
86;13;22;1
87;13;22;1
88;13;22;0
89;13;22;0,025
90;13;22;1
91;13;22;1
92;13;22;1
93;13;22;0,02
94;13;22;0
95;13;22;0
96;13;22;0,025
97;13;22;0,015
98;13;22;0,94
99;13;22;1
51;14;22;1
52;14;22;0
53;14;22;0
54;14;22;0,005
55;14;22;0,38
56;14;22;0,745
57;14;22;0
58;14;22;0
59;14;22;0,01
60;14;22;0
61;14;22;0,01
62;14;22;0,125
63;14;22;1
64;14;22;0,005
65;14;22;0,02
66;14;22;0
67;14;22;0,01
68;14;22;0,345
69;14;22;1
70;14;22;1
71;14;22;0
72;14;22;0
73;14;22;0
74;14;22;0,01
75;14;22;0,72
76;14;22;0
77;14;22;0
78;14;22;0,03
79;14;22;0,025
80;14;22;0
81;14;22;0
82;14;22;0
83;14;22;0,015
84;14;22;0
85;14;22;0,015
86;14;22;1
87;14;22;1
88;14;22;0
89;14;22;0,035
90;14;22;1
91;14;22;1
92;14;22;1
93;14;22;0,085
94;14;22;0
95;14;22;0
96;14;22;0
97;14;22;0,035
98;14;22;0,15
99;14;22;1
51;15;22;1
52;15;22;0
53;15;22;0
54;15;22;0,01
55;15;22;0,07
56;15;22;0
57;15;22;0
58;15;22;0
59;15;22;0,045
60;15;22;0
61;15;22;0,01
62;15;22;0,435
63;15;22;1
64;15;22;0,005
65;15;22;0,015
66;15;22;0
67;15;22;0
68;15;22;0,725
69;15;22;0,995
70;15;22;1
71;15;22;0
72;15;22;0
73;15;22;0
74;15;22;0
75;15;22;0,07
76;15;22;0
77;15;22;0
78;15;22;0,01
79;15;22;0,04
80;15;22;0
81;15;22;0
82;15;22;0
83;15;22;0,055
84;15;22;0
85;15;22;0
86;15;22;1
87;15;22;1
88;15;22;0
89;15;22;0,03
90;15;22;1
91;15;22;1
92;15;22;1
93;15;22;0,005
94;15;22;0
95;15;22;0
96;15;22;0,015
97;15;22;0,02
98;15;22;0,66
99;15;22;1
51;16;22;1
52;16;22;0
53;16;22;0
54;16;22;0
55;16;22;0,115
56;16;22;0,275
57;16;22;0
58;16;22;0
59;16;22;0,015
60;16;22;0
