"","age","simulation","root","root_age","first_split","root_split_age"
"1",1,1,51,0.891027891604651,58,0.755610067278197
"2",10,1,51,8.82463967397922,58,7.92754936808531
"3",11,1,51,11.0297613040222,60,9.05264832234995
"4",12,1,51,13.97694040208,58,11.1680021699975
"5",13,1,51,14.9513448653954,59,12.0709620700127
"6",14,1,51,24.6620927674945,52,14.7443016928617
"7",15,1,51,35.2161555018836,53,26.8498895156497
"8",16,1,51,26.1111077085822,56,14.0364638210153
"9",17,1,51,27.4669023174059,61,11.0628470246586
"10",2,1,51,1.36912099966585,58,1.25918810503921
"11",3,1,51,2.41403009035509,58,2.04431554276452
"12",4,1,51,3.35193526170637,58,3.10340576386443
"13",5,1,51,4.23905847776218,58,3.89861170663823
"14",6,1,51,5.35082552517839,58,5.03629176756281
"15",7,1,51,6.29243420410793,58,5.56640040467606
"16",8,1,51,7.06006032434315,58,6.47251982864591
"17",9,1,51,6.8200648220129,58,5.67641271357926
"18",1,10,51,0.84146608588323,58,0.698276647992896
"19",10,10,51,9.26517305550124,52,8.54025021483856
"20",11,10,51,10.5493737825664,54,9.94949923846668
"21",12,10,51,13.6282099356005,52,9.13439537838535
"22",13,10,51,14.7432401552751,58,11.4597304893287
"23",14,10,51,26.2698432738221,71,16.0286872605201
"24",15,10,51,31.0529314998186,52,14.8937420765388
"25",16,10,51,25.6011673858921,53,23.393622185821
"26",17,10,51,23.1316172509262,60,13.9346372619047
"27",2,10,51,1.43912703454696,58,1.14963954209713
"28",3,10,51,2.5769198652942,58,2.26654570548761
"29",4,10,51,3.37625231179353,58,2.94721281816881
"30",5,10,51,4.02966734638949,58,3.57927102550915
"31",6,10,51,5.37932062792932,58,4.38008293914892
"32",7,10,51,5.72941629220725,58,5.34198886083861
"33",8,10,51,7.5597470547503,58,5.68352607536564
"34",9,10,51,7.39200877684595,58,6.69705345909516
"35",1,11,51,0.857089425424646,58,0.734998099021085
"36",10,11,51,9.08055585719455,61,7.49820848633442
"37",11,11,51,9.59132086229275,52,8.81650599855453
"38",12,11,51,14.3798173223296,58,10.7926413507966
"39",13,11,51,13.5905933665425,52,11.4434440042882
"40",14,11,51,23.2808881765056,59,18.4342860172159
"41",15,11,51,25.1543818063425,54,19.5006847202783
"42",16,11,51,29.1670995345827,58,14.4929345945806
"43",17,11,51,41.6239593992786,52,22.250619460614
"44",2,11,51,1.44483356628423,58,1.20631762055267
"45",3,11,51,2.38011550824696,58,1.91641538571794
"46",4,11,51,3.44867806230409,58,3.20606102953564
"47",5,11,51,4.98867082552261,58,4.14342739453282
"48",6,11,51,5.00958051766309,58,4.55519162169964
"49",7,11,51,6.57613994814561,58,5.92401601184641
"50",8,11,51,7.2810726468763,58,6.60707150698442
"51",9,11,51,8.82006942157142,53,7.8104230055238
"52",1,12,51,0.887087353212311,58,0.721393705683354
"53",10,12,51,8.73724445996806,60,6.82493595735438
"54",11,12,51,7.8746476460715,59,6.45739004596996
"55",12,12,51,11.969959329107,62,10.5738851393734
"56",13,12,51,14.9629308392803,59,10.8322790586585
"57",14,12,51,19.8110842931246,58,14.9421328564804
"58",15,12,51,14.181063592648,59,11.2654090984875
"59",16,12,51,25.7113982835135,54,18.688182154321
"60",17,12,51,27.7646036025751,63,12.9577916299191
"61",2,12,51,1.48003230068225,58,1.26309504264471
"62",3,12,51,2.41001840983114,58,1.91596927589235
"63",4,12,51,3.54656007154723,58,3.01805821375094
"64",5,12,51,3.98848099607725,58,3.47241900181867
"65",6,12,51,5.5098090181531,58,4.81922123545771
"66",7,12,51,6.31544113803114,58,5.02317079337118
"67",8,12,51,7.30557842615504,58,5.82791275223069
"68",9,12,51,8.36378638264265,58,6.41120330618698
"69",1,13,51,0.847085060690975,58,0.669803315682343
"70",10,13,51,6.9304202561517,58,5.82871721475358
"71",11,13,51,8.92000443612331,58,7.38522917141595
"72",12,13,51,10.3520703494849,52,8.97660513964764
"73",13,13,51,17.0338100843474,59,12.9933829864259
"74",14,13,51,24.6003452042613,59,17.8012005649772
"75",15,13,51,23.118207213728,59,11.2845902901739
"76",16,13,51,31.7982046594911,57,23.5180838657104
"77",17,13,51,37.402362842472,52,30.9429830500441
"78",2,13,51,1.55901816600231,58,1.24557885371769
"79",3,13,51,2.26021032252174,58,1.70294955336562
"80",4,13,51,3.39149341241913,58,2.9777895277928
"81",5,13,51,4.14689106294047,58,3.3927352451956
"82",6,13,51,5.82902836898975,58,4.90963807920436
"83",7,13,51,5.7001129063901,58,5.10283018749798
"84",8,13,51,7.94292087814769,58,6.63185367268791
"85",9,13,51,7.12942053227586,58,5.86460375677822
"86",1,14,51,0.778258200609811,58,0.651953482281165
"87",10,14,51,7.73188861731974,52,6.08736666620612
"88",11,14,51,8.61712456884798,58,7.26361870788786
"89",12,14,51,10.6854872333453,59,7.75001799324826
"90",13,14,51,13.7991214529677,60,9.79548971894394
"91",14,14,51,10.2987572804442,53,8.98645038077184
"92",15,14,51,20.8696480614977,58,11.2147547214172
"93",16,14,51,25.1275160069077,54,19.6687027461067
"94",17,14,51,24.1059904349802,66,13.1973008388078
"95",2,14,51,1.49085600154153,58,1.22796469640349
"96",3,14,51,1.97380329916803,58,1.81172710742675
"97",4,14,51,3.4175968211773,58,2.99071346321832
"98",5,14,51,4.52228128360632,58,3.93077185185383
"99",6,14,51,5.51315885359723,58,5.05635591412655
"100",7,14,51,6.0606928586665,58,5.07646717471289
"101",8,14,51,7.34273144081896,58,5.58578838000228
"102",9,14,51,8.42937701052954,58,6.6787894785687
"103",1,15,51,0.782532998280621,58,0.671863171327102
"104",10,15,51,9.05867910184846,53,7.44839514191712
"105",11,15,51,8.95070967692981,59,7.49161388976095
"106",12,15,51,9.46320761546782,59,8.03264368939955
"107",13,15,51,10.477514706647,58,8.86050103143889
"108",14,15,51,14.1866347608121,59,11.0643506332402
"109",15,15,51,16.9206337559993,57,13.8792619301313
"110",16,15,51,36.9487437207597,55,19.19602971552
"111",17,15,51,34.2449213442836,66,22.4371600968534
"112",2,15,51,1.35464117690349,58,1.15335418670614
"113",3,15,51,2.26866479912804,58,1.99384343583384
"114",4,15,51,3.33129117171649,58,2.80700509096835
"115",5,15,51,4.33002859678197,58,3.77914419909808
"116",6,15,51,5.49035953229116,58,4.68698416503467
"117",7,15,51,5.96897440080797,58,4.98229620134479
"118",8,15,51,6.88518793698299,58,5.84210085844171
"119",9,15,51,8.13487438311827,60,7.20149782376742
"120",1,16,51,0.86325850921251,58,0.816149617821809
"121",10,16,51,10.0244166409314,53,8.35305116316549
"122",11,16,51,10.6490228742584,52,9.4204477846151
"123",12,16,51,11.9650202685967,59,10.2378010671586
"124",13,16,51,13.1109646357172,58,10.2591095956742
"125",14,16,51,20.9102835201629,61,14.682995700983
"126",15,16,51,28.6239654796351,52,21.3998228902645
"127",16,16,51,29.2009118972138,58,16.1981277833452
"128",17,16,51,37.7287868753315,62,19.9299469205684
"129",2,16,51,1.41090511175764,58,1.30602578795976
"130",3,16,51,2.46116431512009,58,2.27729001045838
"131",4,16,51,3.72373569295627,52,3.42574058659641
"132",5,16,51,4.20137200417596,58,3.95386886277905
"133",6,16,51,6.12245086148017,58,5.48765945168836
"134",7,16,51,6.06487920160986,58,5.50105954354378
"135",8,16,51,7.24253926630186,58,6.57060895507586
"136",9,16,51,8.88033931047448,58,7.74946351817764
"137",1,17,51,0.742520504502733,58,0.632084033375556
"138",10,17,51,8.87270722708474,58,7.22780205204522
"139",11,17,51,10.4977413406496,58,7.59175887704121
"140",12,17,51,10.8157127256438,53,8.85419215941162
"141",13,17,51,12.871348557838,61,10.3672028035768
"142",14,17,51,8.01869312292323,60,6.79610986620817
"143",15,17,51,14.9476227904765,58,11.4605361494757
"144",16,17,51,18.3678646475012,66,12.0212796979751
"145",17,17,51,21.94923618614,59,16.3183791551478
"146",2,17,51,1.4005924032437,58,1.25995147219858
"147",3,17,51,2.06916817156704,58,1.78025056904321
"148",4,17,51,3.15090399648909,58,2.58920588617304
"149",5,17,51,4.78195340767968,58,3.73448617554472
"150",6,17,51,5.32044070596472,58,4.86089293972519
"151",7,17,51,5.57886056118423,58,4.68931753834786
"152",8,17,51,7.12911939928645,58,5.84952402389379
"153",9,17,51,6.80056923731737,58,5.78481024851955
"154",1,18,51,0.886485840659027,58,0.736423530066348
"155",10,18,51,6.91966396539206,58,6.34597746867779
"156",11,18,51,11.5820990688675,58,9.81756285767556
"157",12,18,51,11.2198855116724,56,9.76831005249257
"158",13,18,51,16.6435305969502,52,11.3741946426382
"159",14,18,51,24.4901193424242,57,15.4063029036
"160",15,18,51,21.3915840386179,61,16.1825919117086
"161",16,18,51,21.608685687385,52,13.0266917079717
"162",17,18,51,25.6567220432131,56,11.2183690874507
"163",2,18,51,1.53768469690238,58,1.25608111633595
"164",3,18,51,2.32193291227407,58,2.01747409324118
"165",4,18,51,3.3431522231151,58,2.62161654474478
"166",5,18,51,4.95168038862423,58,4.12325174881371
"167",6,18,51,5.41664543750343,58,4.3538517802374
"168",7,18,51,6.15475745273031,58,5.11501561953755
"169",8,18,51,6.54364574180281,58,5.94247504402964
"170",9,18,51,7.62251105638003,52,6.62598342349334
"171",1,19,51,0.869812206266298,58,0.69727835815969
"172",10,19,51,7.70684659735706,57,7.27023117909639
"173",11,19,51,10.889897655485,60,8.98795572518207
"174",12,19,51,11.1516049049475,59,8.95604629134152
"175",13,19,51,11.8171229874808,58,9.87431960907355
"176",14,19,51,16.6631062786281,58,13.0676117064489
"177",15,19,51,18.3093628672411,62,11.6422977008089
"178",16,19,51,15.5429633560836,55,11.7672069027364
"179",17,19,51,38.9771121950887,52,25.5378815783794
"180",2,19,51,1.4525266670623,58,1.23314824670242
"181",3,19,51,2.32607777383451,58,1.85012086720754
"182",4,19,51,3.18637649907379,58,2.45172779372257
"183",5,19,51,4.43265554985603,58,3.53571921276828
"184",6,19,51,4.17516551292558,58,3.58498631858605
"185",7,19,51,6.56214080412144,58,5.21507100036097
"186",8,19,51,5.55726581602543,58,4.87941648725707
"187",9,19,51,7.29364415512142,58,6.47431326686732
"188",1,2,51,0.877249608433258,58,0.778935667843312
"189",10,2,51,9.40820538223158,60,8.25071547933953
"190",11,2,51,11.079338231282,58,8.82072162018919
"191",12,2,51,15.5462006079872,54,11.268047838149
"192",13,2,51,12.7331545801201,54,10.6027035293628
"193",14,2,51,14.6935026133462,58,11.3344637834813
"194",15,2,51,28.625786179597,52,11.8020335461327
"195",16,2,51,30.8047334502945,58,19.8881568209936
"196",17,2,51,30.151582353308,59,16.2482274779026
"197",2,2,51,1.54533804661131,58,1.27190483776022
"198",3,2,51,2.14723491297184,58,1.71133048633496
"199",4,2,51,3.5322226818701,58,3.30442944894374
"200",5,2,51,4.07160032699032,58,3.48976494042572
"201",6,2,51,4.86031276485649,58,4.42888198742538
"202",7,2,51,6.27940289495003,58,5.70551883957912
"203",8,2,51,7.10805709716155,58,5.970600890573
"204",9,2,51,10.6590662633869,58,7.2037763374745
"205",1,20,51,0.89926505308107,58,0.720950084860246
"206",10,20,51,8.97908252746889,58,7.76525100739127
"207",11,20,51,10.4230040833512,60,8.73799825950429
"208",12,20,51,10.7205730631118,58,9.34871580567562
"209",13,20,51,15.6417262226794,52,13.5940568353487
"210",14,20,51,13.3786510103084,56,11.2081264546082
"211",15,20,51,24.4084398703991,55,14.3289394561994
"212",16,20,51,28.7412282754708,62,14.1109538668916
"213",17,20,51,35.6430782382841,58,43.672718048632
"214",2,20,51,1.39285791633756,58,1.14034560119128
"215",3,20,51,2.57811444164243,58,1.91563078245575
"216",4,20,51,3.28059717709225,58,2.82494634716434
"217",5,20,51,4.33883791296354,53,4.17605136262817
"218",6,20,51,5.52144410670046,58,4.65220887783798
"219",7,20,51,5.95697865556899,60,4.97634229221494
"220",8,20,51,7.6409571174391,58,5.76495620917119
"221",9,20,51,6.44221896991665,58,5.36636100714044
"222",1,21,51,0.905883458327034,58,0.731528893182813
"223",10,21,51,9.44889493607496,58,6.93636271202769
"224",11,21,51,9.22728039641361,60,7.55010679915705
"225",12,21,51,11.3387260389015,56,8.92859814942904
"226",13,21,51,17.180330392651,58,14.1197315356828
