"","family","calibration","tip","s"
"883","TEA","japonic","Miyako_Irabu",1.2
"884","TEA","japonic","Yaeyama_Ishigaki",1.2
"885","TEA","japonic","Yaeyama_Hatoma",1.2
"886","TEA","japonic","Yonaguni",1.2
"887","TEA","japonic","Kagoshima",1.2
"888","TEA","japonic","Koshiki_islands",1.2
"889","TEA","japonic","Kumamoto",1.2
"890","TEA","japonic","Fukuoka",1.2
"891","TEA","japonic","Hachijo",1.2
"892","TEA","koreanic","Hwanghae",0.384786193218068
"893","TEA","koreanic","Southern_Hamgyong",0.384786193218068
"894","TEA","koreanic","Northern_Hamgyong",0.384786193218068
"895","TEA","koreanic","Southern_Pyongan",0.384786193218068
"896","TEA","koreanic","Northern_Pyongan",0.384786193218068
"897","TEA","koreanic","Jeju",0.384786193218068
"898","TEA","koreanic","Southern_Jeolla",0.384786193218068
"899","TEA","koreanic","Northern_Jeolla",0.384786193218068
"900","TEA","koreanic","Southern_Gyeongsang",0.384786193218068
"901","TEA","koreanic","Northern_Gyeongsang",0.384786193218068
"902","TEA","koreanic","Southern_Chungcheong",0.384786193218068
"903","TEA","koreanic","Northern_Chungcheong",0.384786193218068
"904","TEA","koreanic","Gyeonggi",0.384786193218068
"905","TEA","koreanic","Gangwon",0.384786193218068
"906","TEA","mongolian","Khalkha",1.03159593077804
"907","TEA","mongolian","Buriat",1.03159593077804
"908","TEA","mongolian","Kalmyck",1.03159593077804
"909","TEA","mongolian","Oirat",1.03159593077804
"910","TEA","mongolian","Kamnigan",1.03159593077804
"911","TEA","mongolian","Dagur",1.03159593077804
"912","TEA","mongolian","Shira-Yughur",1.03159593077804
"913","TEA","mongolian","Baoan",1.03159593077804
"914","TEA","mongolian","Dongxian",1.03159593077804
"915","TEA","mongolian","Minhe",1.03159593077804
"916","TEA","mongolian","Huzhu",1.03159593077804
"917","TEA","mongolian","Kangjia",1.03159593077804
"918","TEA","mongolian","Moghol",1.03159593077804
"919","TEA","mongolian","Middle_Mongolian_Secret_History",1.03159593077804
"920","TEA","mongolian","Middle_Mongolian_Muqaddimat_al-adab",1.03159593077804
"921","TEA","tungusic","Hezhe",1.55852444010687
"922","TEA","tungusic","Oroch",1.55852444010687
"923","TEA","tungusic","Udihe",1.55852444010687
"924","TEA","tungusic","Nanai_Middle_Amur",1.55852444010687
"925","TEA","tungusic","Kur-Urmi",1.55852444010687
"926","TEA","tungusic","Nanai_Bikin",1.55852444010687
"927","TEA","tungusic","Orok",1.55852444010687
"928","TEA","tungusic","Ulcha",1.55852444010687
"929","TEA","tungusic","Jurchen",1.55852444010687
"930","TEA","tungusic","Manchu",1.55852444010687
"931","TEA","tungusic","Xibe",1.55852444010687
"932","TEA","tungusic","Even",1.55852444010687
"933","TEA","tungusic","Solon",1.55852444010687
"934","TEA","tungusic","Evenki_Kamnigan",1.55852444010687
"935","TEA","tungusic","Evenki_PT",1.55852444010687
"936","TEA","tungusic","Southern_Evenki_Chiringda",1.55852444010687
"937","TEA","tungusic","Northern_Evenki_Tutonchany",1.55852444010687
"938","TEA","tungusic","Northern_Evenki_Tura",1.55852444010687
"939","TEA","tungusic","Negidal",1.55852444010687
"940","TEA","tungusic","Oroqen",1.55852444010687
"941","TEA","turkic","BarabaTatar",1.32136328687833
"942","TEA","turkic","CodexCumanicus",1.32136328687833
"943","TEA","turkic","NorthAltai",1.32136328687833
"944","TEA","turkic","OldTurkic",1.32136328687833
"945","TEA","turkic","SouthAltai",1.32136328687833
"946","TEA","turkic","Azeri",1.32136328687833
"947","TEA","turkic","Bashkir",1.32136328687833
"948","TEA","turkic","Chuvash",1.32136328687833
"949","TEA","turkic","CrimeanTatar",1.32136328687833
"950","TEA","turkic","Dolgan",1.32136328687833
"951","TEA","turkic","Gagauz",1.32136328687833
"952","TEA","turkic","KaraKalpak",1.32136328687833
"953","TEA","turkic","KarachayBalkar",1.32136328687833
"954","TEA","turkic","Karaim",1.32136328687833
"955","TEA","turkic","Kazakh",1.32136328687833
"956","TEA","turkic","Khakas",1.32136328687833
"957","TEA","turkic","Khalaj",1.32136328687833
"958","TEA","turkic","Kirghiz",1.32136328687833
"959","TEA","turkic","Kumyk",1.32136328687833
"960","TEA","turkic","MiddleChulym",1.32136328687833
"961","TEA","turkic","Nogai",1.32136328687833
"962","TEA","turkic","Salar",1.32136328687833
"963","TEA","turkic","WestYugur",1.32136328687833
"964","TEA","turkic","Shor",1.32136328687833
"965","TEA","turkic","KazanTatar",1.32136328687833
"966","TEA","turkic","Tofa",1.32136328687833
"967","TEA","turkic","Turkish",1.32136328687833
"968","TEA","turkic","Turkmen",1.32136328687833
"969","TEA","turkic","Tuvan",1.32136328687833
"970","TEA","turkic","Uyghur",1.32136328687833
"971","TEA","turkic","Uzbek",1.32136328687833
"972","TEA","turkic","Yakut",1.32136328687833
