"type","age","simulation","node","exist","N_nodes"
"consensus",8,1,51,40,TRUE
"consensus",8,1,52,40,TRUE
"consensus",8,1,53,40,TRUE
"consensus",8,1,54,40,TRUE
"consensus",8,1,55,40,FALSE
"consensus",8,1,56,40,TRUE
"consensus",8,1,57,40,TRUE
"consensus",8,1,58,40,TRUE
"consensus",8,1,59,40,TRUE
"consensus",8,1,60,40,TRUE
"consensus",8,1,61,40,TRUE
"consensus",8,1,62,40,TRUE
"consensus",8,1,63,40,TRUE
"consensus",8,1,65,40,TRUE
"consensus",8,1,66,40,TRUE
"consensus",8,1,67,40,FALSE
"consensus",8,1,68,40,TRUE
"consensus",8,1,69,40,TRUE
"consensus",8,1,71,40,TRUE
"consensus",8,1,72,40,TRUE
"consensus",8,1,73,40,TRUE
"consensus",8,1,74,40,TRUE
"consensus",8,1,75,40,TRUE
"consensus",8,1,76,40,TRUE
"consensus",8,1,77,40,TRUE
"consensus",8,1,78,40,TRUE
"consensus",8,1,79,40,TRUE
"consensus",8,1,80,40,TRUE
"consensus",8,1,81,40,TRUE
"consensus",8,1,82,40,TRUE
"consensus",8,1,83,40,TRUE
"consensus",8,1,84,40,TRUE
"consensus",8,1,85,40,TRUE
"consensus",8,1,86,40,TRUE
"consensus",8,1,87,40,FALSE
"consensus",8,1,89,40,TRUE
"consensus",8,1,90,40,TRUE
"consensus",8,1,91,40,TRUE
"consensus",8,1,92,40,TRUE
"consensus",8,1,93,40,TRUE
"consensus",8,10,51,38,TRUE
"consensus",8,10,52,38,TRUE
"consensus",8,10,53,38,TRUE
"consensus",8,10,54,38,TRUE
"consensus",8,10,55,38,TRUE
"consensus",8,10,56,38,TRUE
"consensus",8,10,57,38,TRUE
"consensus",8,10,58,38,TRUE
"consensus",8,10,59,38,TRUE
"consensus",8,10,60,38,TRUE
"consensus",8,10,61,38,TRUE
"consensus",8,10,62,38,TRUE
"consensus",8,10,64,38,TRUE
"consensus",8,10,65,38,TRUE
"consensus",8,10,66,38,FALSE
"consensus",8,10,67,38,TRUE
"consensus",8,10,68,38,TRUE
"consensus",8,10,70,38,TRUE
"consensus",8,10,71,38,TRUE
"consensus",8,10,72,38,TRUE
"consensus",8,10,73,38,TRUE
"consensus",8,10,74,38,TRUE
"consensus",8,10,75,38,TRUE
"consensus",8,10,76,38,TRUE
"consensus",8,10,77,38,TRUE
"consensus",8,10,78,38,TRUE
"consensus",8,10,79,38,TRUE
"consensus",8,10,80,38,TRUE
