family,n_trees,N,k,pi0,pi1,q,clock_rate,t_R,ub_DS,ub_DT,inf_t_DT,t,mu,n_cogsets
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,280859917269495e84,7.277,6.262626262626262,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,6567961095745073e56,7.277,6.4646464646464645,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,15359298462595816e29,7.277,6.666666666666667,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,3591800344493343e3,7.277,6.8686868686868685,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,8.399491517217815e-9,7.277,7.070707070707071,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,1.9642366217820628e-35,7.277,7.2727272727272725,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,4.593403658352335e-62,7.277,7.474747474747475,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,1.0741759386111081e-88,7.277,7.6767676767676765,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,2.5119802937254106e-115,7.277,7.878787878787879,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,5.874312362855351e-142,7.277,8.080808080808081,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,1.3737188075323708e-168,7.277,8.282828282828282,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,3.2124668311812646e-195,7.277,8.484848484848484,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,7.51241308254215e-222,7.277,8.686868686868687,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,1.7567916896435284e-248,7.277,8.88888888888889,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,4.108289848936166e-275,7.277,9.09090909090909,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,9.607311773138572e-302,7.277,9.292929292929292,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,9.494949494949495,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,9.696969696969697,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,9.8989898989899,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,10.1010101010101,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,10.303030303030303,NA,NA
