family,n_trees,N,k,pi0,pi1,q,clock_rate,t_R,ub_DS,ub_DT,inf_t_DT,t,mu,n_cogsets
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,10.505050505050505,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,10.707070707070708,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,10.909090909090908,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,11.11111111111111,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,11.313131313131313,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,11.515151515151516,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,11.717171717171716,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,11.919191919191919,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,12.121212121212121,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,12.323232323232324,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,12.525252525252524,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,12.727272727272727,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,12.929292929292929,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,13.131313131313131,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,13.333333333333334,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,13.535353535353535,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,13.737373737373737,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,13.93939393939394,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,14.141414141414142,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,14.343434343434343,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,14.545454545454545,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,14.747474747474747,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,14.94949494949495,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,15.15151515151515,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,15.353535353535353,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,15.555555555555555,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,15.757575757575758,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,15.959595959595958,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,16.161616161616163,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,16.363636363636363,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,16.565656565656564,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,16.767676767676768,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,16.96969696969697,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,17.171717171717173,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,17.373737373737374,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,17.575757575757574,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,17.77777777777778,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,17.97979797979798,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,18.18181818181818,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,18.383838383838384,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,18.585858585858585,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,18.78787878787879,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,18.98989898989899,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,19.19191919191919,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,19.393939393939394,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,19.595959595959595,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,19.7979797979798,NA,NA
Bantu,57120,424,3859,0.9853209788324372,0.01467902116756328,34.56966555561924,1,6.170512598152728,0,0,7.277,20,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,0,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,0.20202020202020202,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,0.40404040404040403,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,0.6060606060606061,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,0.8080808080808081,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,1.0101010101010102,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,1.2121212121212122,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,1.4141414141414141,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,1.6161616161616161,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,1.8181818181818181,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,2.0202020202020203,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,2.2222222222222223,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,2.4242424242424243,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,2.6262626262626263,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,2.8282828282828283,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,Inf,Inf,7.405,3.0303030303030303,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,44691678979476535e203,Inf,7.405,3.2323232323232323,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,23964173081996972e103,Inf,7.405,3.4343434343434343,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,12849854930883385e3,Inf,7.405,3.6363636363636362,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,6.890234483776024e-82,Inf,7.405,3.8383838383838382,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,3.6946200168602895e-182,Inf,7.405,4.040404040404041,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,1.9810961587938945e-282,Inf,7.405,4.242424242424242,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,4.444444444444445,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,4.646464646464646,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,4.848484848484849,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,5.05050505050505,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,5.252525252525253,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,5.454545454545454,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,5.656565656565657,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,5.858585858585858,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,6.0606060606060606,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,6.262626262626262,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,6.4646464646464645,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,Inf,7.405,6.666666666666667,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,426147728363533e223,7.405,6.8686868686868685,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,22850513013143786e121,7.405,7.070707070707071,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,1225269807185213e22,7.405,7.2727272727272725,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,6.570032364414069e-64,7.405,7.474747474747475,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,3.522924095277764e-164,7.405,7.6767676767676765,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,1.8890309046724382e-264,7.405,7.878787878787879,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,8.080808080808081,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,8.282828282828282,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,8.484848484848484,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,8.686868686868687,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,8.88888888888889,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,9.09090909090909,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,9.292929292929292,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,9.494949494949495,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,9.696969696969697,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,9.8989898989899,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,10.1010101010101,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,10.303030303030303,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,10.505050505050505,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,10.707070707070708,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,10.909090909090908,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,11.11111111111111,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,11.313131313131313,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,11.515151515151516,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,11.717171717171716,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,11.919191919191919,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,12.121212121212121,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,12.323232323232324,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,12.525252525252524,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,12.727272727272727,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,12.929292929292929,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,13.131313131313131,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,13.333333333333334,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,13.535353535353535,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,13.737373737373737,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,13.93939393939394,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,14.141414141414142,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,14.343434343434343,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,14.545454545454545,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,14.747474747474747,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,14.94949494949495,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,15.15151515151515,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,15.353535353535353,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,15.555555555555555,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,15.757575757575758,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,15.959595959595958,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,16.161616161616163,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,16.363636363636363,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,16.565656565656564,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,16.767676767676768,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,16.96969696969697,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,17.171717171717173,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,17.373737373737374,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,17.575757575757574,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,17.77777777777778,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,17.97979797979798,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,18.18181818181818,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,18.383838383838384,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,18.585858585858585,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,18.78787878787879,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,18.98989898989899,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,19.19191919191919,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,19.393939393939394,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,19.595959595959595,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,19.7979797979798,NA,NA
IE,10001,161,4990,0.9961437305805048,0.0038562694194942,130.16092609173333,0.00165344176091879,9.36333491900055,0,0,7.405,20,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,1839348858450177e79,41513662624718555e173,6.125,0,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,12364216926804827e71,27905741086587544e166,6.125,0.20202020202020202,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,8311303182687022e64,1875841196261925e160,6.125,0.40404040404040403,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,5586909466525562e57,1260952068133613e153,6.125,0.6060606060606061,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,37555551399176086e49,8476197885508124e145,6.125,0.8080808080808081,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,2524507421046937e43,5697752706859858e138,6.125,1.0101010101010102,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,16969895212511685e35,38300646524587997e130,6.125,1.2121212121212122,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,11407268646657419e28,2574593176771637e124,6.125,1.4141414141414141,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,7668036622941155e21,17306574764017315e116,6.125,1.6161616161616161,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,5154501701684476e14,11633586726041954e109,6.125,1.8181818181818181,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,34648879627385558e6,7820169037361332e102,6.125,2.0202020202020203,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,2329119144612472,525676605272617e96,6.125,2.2222222222222223,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,156564831.19046366,3533630692773253e88,6.125,2.4242424242424243,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,10.524384904223888,23753284334260277e80,6.125,2.6262626262626263,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,7.074556704085816e-7,15967104819926456e73,6.125,2.8282828282828283,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,4.7555608251498446e-14,10733186735057267e66,6.125,3.0303030303030303,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,3.196717435120506e-21,7214914587761601e59,6.125,3.2323232323232323,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,2.1488532553216646e-28,48499102637124574e51,6.125,3.4343434343434343,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,1.444472464840332e-35,3260139711974183e45,6.125,3.6363636363636362,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,9.709833356533893e-43,21914861025604133e37,6.125,3.8383838383838382,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,6.527010109678839e-50,14731305287548536e30,6.125,4.040404040404041,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,4.387496613748243e-57,9902474636796908e23,6.125,4.242424242424242,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,2.9493023930062023e-64,6656504771188356e16,6.125,4.444444444444445,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,1.982539331913312e-71,4474543727100982e9,6.125,4.646464646464646,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,1.3326752156386645e-78,300781600163461e3,6.125,4.848484848484849,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,8.958325324439614e-86,20218725419.745205,6.125,5.05050505050505,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,6.021841756847703e-93,1359.1152430097457,6.125,5.252525252525253,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,4.0479193187579534e-100,9.136056825706938e-5,6.125,5.454545454545454,NA,NA
ST,100001,50,3784,0.9430549662360987,0.05694503376389233,9.310588725681098,0.01827502124064219,8.450482658082908,2.721036432506651e-107,6.1413139725886894e-12,6.125,5.656565656565657,NA,NA
