"node","tree_age","tree_simulation_number","prob_mean","prob_inf","prob_sup"
58,8,16,1,0.977,1
58,8,22,1,0.977,1
58,8,34,1,0.977,1
58,8,2,1,0.977,1
58,8,12,1,0.977,1
58,8,1,1,0.977,1
58,8,11,1,0.977,1
58,8,36,1,0.977,1
58,8,13,1,0.977,1
58,8,39,1,0.977,1
52,8,23,1,0.977,1
58,8,18,1,0.977,1
58,8,21,1,0.977,1
58,8,38,1,0.977,1
58,8,28,1,0.977,1
58,8,42,1,0.977,1
58,8,19,1,0.977,1
58,8,33,1,0.977,1
58,8,49,1,0.977,1
58,8,32,1,0.977,1
58,8,48,1,0.977,1
53,8,14,1,0.977,1
58,8,31,1,0.977,1
58,8,47,1,0.977,1
58,8,17,1,0.977,1
58,8,46,1,0.977,1
58,8,45,1,0.977,1
58,8,30,1,0.977,1
58,8,8,1,0.977,1
58,8,41,1,0.977,1
58,8,40,1,0.977,1
58,8,43,1,0.977,1
58,8,37,1,0.977,1
58,8,26,1,0.977,1
58,8,27,1,0.977,1
58,8,7,1,0.977,1
58,8,6,1,0.977,1
58,8,50,1,0.977,1
58,8,29,1,0.977,1
58,8,24,1,0.977,1
58,8,20,1,0.977,1
58,8,9,1,0.977,1
58,8,5,1,0.977,1
58,8,35,1,0.977,1
53,8,10,1,0.977,1
58,8,4,1,0.977,1
58,8,15,1,0.977,1
58,8,44,1,0.977,1
58,8,25,1,0.977,1
58,8,3,1,0.977,1
