family,n_trees,N,k,pi0,pi1,mu,q,t_R,concept,n_cogsets,ub_DS,ub_DT
ST_by_sens,10001,50,3963,0.9880635141429251,0.01193648585707393,0.6394801862946885,1.0241578479398663,10.354036868019524,the_rope,26,0.9897905166661966,0.2262559691360145
ST_by_sens,10001,50,3963,0.9878113880712488,0.01218861192875288,0.2613330902769316,1.0246742579177035,10.354036868019524,the_year,16,0.9895298098282211,0.1387816870024418
ST_by_sens,10001,50,3963,0.987286559460774,0.01271344053922541,0.24253684411769663,1.0257500370292283,10.354036868019524,to_shoot_an_arrow,17,0.9889872442834847,0.14645891578057957
ST_by_sens,10001,50,3963,0.98721616510451915,0.01278383489547998,0.6703208251287915,1.0258944130610608,10.354036868019524,the_hair_of_the_head,18,0.9889144836784101,0.1549331209365287
ST_by_sens,10001,50,3963,0.01340064456318131,0.9865993554368186,790.205000650082,1.0271603111803271,10.354036868019524,the_name,2,0.9882770688692005,0.01707806721942352
ST_by_sens,10001,50,3963,0.986491141557421,0.01350885844257815,0.2178982960621806,1.0273825585410743,10.354036868019524,heavy,15,0.9881652636656864,0.12790639731413528
ST_by_sens,10001,50,3963,0.9864096144906664,0.01359038550933049,0.9104005926607974,1.0275500279616738,10.354036868019524,dry,29,0.9880810355840506,0.24702512577979033
ST_by_sens,10001,50,3963,0.9862462499337784,0.01375375006621943,0.4845935709325295,1.0278856842882478,10.354036868019524,the_cloud,19,0.987912270707552,0.16150246571835586
ST_by_sens,10001,50,3963,0.9862059439861282,0.01379405601387539,0.3873741179988148,1.0279685151201805,10.354036868019524,to_stand,16,0.9878706348292374,0.13593119505361112
ST_by_sens,10001,50,3963,0.9861707307458312,0.01382926925417163,0.21056073860723568,1.028040885477803,10.354036868019524,the_water,15,0.987834260491762,0.12737746711366965
ST_by_sens,10001,50,3963,0.9861289463127264,0.01387105368727472,0.28474144352503616,1.0281267673898369,10.354036868019524,to_steal,16,0.9877910992487909,0.1357958853860676
ST_by_sens,10001,50,3963,0.9858729385202248,0.01412706147977645,0.8994377953394861,1.0286531068077631,10.354036868019524,the_forest,24,0.98752667865986,0.20302036900262296
ST_by_sens,10001,50,3963,0.9857033929317583,0.01429660706824467,0.5021162088080888,1.0290018281314814,10.354036868019524,the_bamboo,22,0.9873515830178374,0.18569422559719673
ST_by_sens,10001,50,3963,0.9856230127228426,0.01437698727715661,0.3695757186116373,1.029167194200236,10.354036868019524,the_goat,23,0.9872685775337082,0.193933068672296
ST_by_sens,10001,50,3963,0.9855460520098172,0.01445394799018068,0.3272757678527977,1.029325549500978,10.354036868019524,the_egg,20,0.9871891068154006,0.1684695966158797
ST_by_sens,10001,50,3963,0.9854901591031676,0.014509840896834,0.24436195915925435,1.0294405702387741,10.354036868019524,the_bone,15,0.9871313932082358,0.12626084326518128
ST_by_sens,10001,50,3963,0.01454867842263452,0.9854513215773656,973.926190100006,1.0295205004360186,10.354036868019524,four,2,0.9870912916451425,0.016826320271925023
ST_by_sens,10001,50,3963,0.9852541897098832,0.01474581029011699,0.33624570477029003,1.029926303644095,10.354036868019524,the_tooth_front,16,0.986887757494508,0.13426757458667657
ST_by_sens,10001,50,3963,0.9852172609283218,0.01478273907167853,0.7208526159538331,1.030002340140871,10.354036868019524,to_forget,23,0.9868496319183228,0.192917408502016
ST_by_sens,10001,50,3963,0.9849789557086532,0.01502104429134395,0.341118076652942,1.030493142277527,10.354036868019524,the_rain,15,0.9866036229410448,0.12542820059944346
ST_by_sens,10001,50,3963,0.9849092360210164,0.01509076397898719,0.25387344881380064,1.0306367764715108,10.354036868019524,the_meat,14,0.9865316557074852,0.11696070891997382
ST_by_sens,10001,50,3963,0.9845790428668,0.01542095713319532,0.3466158775193592,1.031317292813409,10.354036868019524,the_tongue,14,0.9861908567668929,0.11646175433374248
ST_by_sens,10001,50,3963,0.9845411019192256,0.01545889808077501,0.6164279297598617,1.0313955156082288,10.354036868019524,the_sand,18,0.9861517012329573,0.14966299410955433
ST_by_sens,10001,50,3963,0.9838563995858972,0.0161436004141043,0.7326205008392572,1.0328081519010144,10.354036868019524,the_knee,20,0.9854452233752626,0.16482398133545362
ST_by_sens,10001,50,3963,0.983792437083124,0.01620756291687602,0.4684599698593351,1.0329402109193688,10.354036868019524,to_drink,19,0.985379240512558,0.15645307970127253
ST_by_sens,10001,50,3963,0.9835864336553906,0.01641356634460791,1.1128203571533104,1.0333656430063567,10.354036868019524,the_front_front_side,20,0.9851667461145647,0.16424846168709145
ST_by_sens,10001,50,3963,0.983320039215485,0.0166799607845138,0.6235992753500939,1.0339160436233188,10.354036868019524,to_be_alive,24,0.9848919939062933,0.196418904660204
ST_by_sens,10001,50,3963,0.9831322798529588,0.01686772014703994,0.2458141354991061,1.0343041453456128,10.354036868019524,the_tree,11,0.9846983681964515,0.08980651619065817
ST_by_sens,10001,50,3963,0.9825298158281942,0.01747018417180464,0.1868469427365805,1.035550397161242,10.354036868019524,to_kill,12,0.9840772159906971,0.09720850684398352
ST_by_sens,10001,50,3963,0.9823324450906784,0.01766755490932001,0.6057216894824573,1.0359589910654785,10.354036868019524,the_bird,22,0.9838737674845721,0.17776003029710183
ST_by_sens,10001,50,3963,0.9820649297588352,0.01793507024116293,0.2366689827441713,1.036513044981517,10.354036868019524,seven,10,0.9835980493004055,0.08052014486327884
ST_by_sens,10001,50,3963,0.9819444361032352,0.01805556389676676,0.4644432866519494,1.0367626938276622,10.354036868019524,high_tall,21,0.9834738740228048,0.16882821266179504
ST_by_sens,10001,50,3963,0.9808695360410876,0.01913046395891263,0.20786553153757245,1.038992320580482,10.354036868019524,the_dog,11,0.9823664878311118,0.08720879947112754
ST_by_sens,10001,50,3963,0.9803732296858768,0.01962677031412291,0.5052953632663002,1.0400233435511002,10.354036868019524,short,26,0.9818553964978679,0.20480582038452855
ST_by_sens,10001,50,3963,0.9800432638605878,0.01995673613941432,0.4781846072136473,1.0407093546040536,10.354036868019524,the_fruit,17,0.9815156752537741,0.13333883669936406
ST_by_sens,10001,50,3963,0.9799795459246636,0.0200204540753358,0.31245522335833376,1.0408418764454033,10.354036868019524,red,20,0.9814500803016228,0.1567394361837443
ST_by_sens,10001,50,3963,0.979604567058192,0.02039543294181019,0.8222098051300939,1.0416220923087915,10.354036868019524,the_grass,26,0.981064099641204,0.20277103802841492
ST_by_sens,10001,50,3963,0.9793129949060804,0.02068700509391915,0.6550515551195077,1.0422291510391732,10.354036868019524,thick,22,0.9807640250909876,0.1709266469795422
ST_by_sens,10001,50,3963,0.979161483412962,0.02083851658703269,0.4185369603537992,1.04254473436031,10.354036868019524,the_snake,8,0.9806081134151851,0.06203287322028851
ST_by_sens,10001,50,3963,0.9788220938570216,0.02117790614297892,0.7166125385764851,1.0432519802793438,10.354036868019524,the_seed,19,0.9802589117539979,0.14667954749850604
ST_by_sens,10001,50,3963,0.9787132405766232,0.02128675942337391,1.0540179502276257,1.04347891409817,10.354036868019524,the_skin,19,0.9801469243770227,0.146472117653487
ST_by_sens,10001,50,3963,0.9785443925464536,0.02145560745354793,0.3372898400615114,1.0438310162725148,10.354036868019524,the_liver,11,0.9799732273028884,0.08461368610677907
ST_by_sens,10001,50,3963,0.9782442529822108,0.02175574701779356,0.5465552326342706,1.0444571831551472,10.354036868019524,the_tail,15,0.9796645053734563,0.1149328376300726
ST_by_sens,10001,50,3963,0.9780223125136094,0.02197768748639492,0.7670894947815587,1.0449204373178096,10.354036868019524,black,19,0.9794362490847022,0.14516196048022922
ST_by_sens,10001,50,3963,0.9778492197953872,0.02215078020461429,0.7595348340131457,1.045281867953739,10.354036868019524,the_nail_fingernail_or_claw,18,0.9792582485356955,0.13721256154353662
ST_by_sens,10001,50,3963,0.9778041710263105,0.02219582897369408,0.6304043171161686,1.0453759527073685,10.354036868019524,the_breast_female,16,0.9792119250328941,0.12189526493974599
ST_by_sens,10001,50,3963,0.9769357493857797,0.02306425061421767,0.22344082999457823,1.047191235200022,10.354036868019524,eight,8,0.9783191360096017,0.060262753101847276
ST_by_sens,10001,50,3963,0.9767159287270648,0.02328407127293565,0.3691365374276524,1.0476512067748347,10.354036868019524,the_house,13,0.978093209092716,0.09764714841193528
ST_by_sens,10001,50,3963,0.9763845454193234,0.02361545458067537,0.3852613563286405,1.0483449843356714,10.354036868019524,the_needle_for_sewing,12,0.977752667304441,0.08974775981296634
ST_by_sens,10001,50,3963,0.9760864554602556,0.02391354453974691,0.3770246812148663,1.0489694321637253,10.354036868019524,the_stone_a_piece_of,16,0.9774463868558767,0.11920004411101694
ST_by_sens,10001,50,3963,0.9755222075505054,0.02447779244949226,0.20704128316108705,1.0501524015454882,10.354036868019524,the_fire,9,0.9768667586445974,0.06655899355584452
ST_by_sens,10001,50,3963,0.975206693550284,0.02479330644971567,0.5019489383451956,1.0508144407207365,10.354036868019524,to_lick,18,0.9765427142302611,0.13257181926469017
ST_by_sens,10001,50,3963,0.9750369874241104,0.02496301257588767,0.5051484117113882,1.051170696389769,10.354036868019524,one,15,0.9763684404462729,0.11023244238931919
ST_by_sens,10001,50,3963,0.9749022129030576,0.02509778709694127,0.2414618522387733,1.0514537032759406,10.354036868019524,the_smoke,9,0.976230048692418,0.06602338344694497
ST_by_sens,10001,50,3963,0.9744278590029042,0.0255721409970962,0.2048015907504367,1.0524503505463554,10.354036868019524,the_fish,8,0.9757430353141541,0.0583256494778322
ST_by_sens,10001,50,3963,0.9739158784122308,0.02608412158776715,0.9983602626078354,1.0535270551834264,10.354036868019524,sharp,25,0.9752175157403921,0.18105476132458234
ST_by_sens,10001,50,3963,0.973674297181643,0.02632570281835691,0.3876057258169884,1.0540354658474484,10.354036868019524,white,21,0.974969590696928,0.15160749553461364
ST_by_sens,10001,50,3963,0.9722844969596371,0.02771550304036335,0.7969052711671883,1.0569648096370337,10.354036868019524,the_flea,13,0.9735438444081973,0.09216525500434936
ST_by_sens,10001,50,3963,0.9710814953260504,0.02891850467394612,0.5837871217711664,1.0595066052495534,10.354036868019524,light_of_weight,13,0.9723104722620736,0.09072828165944478
ST_by_sens,10001,50,3963,0.9689759005596524,0.03102409944035009,0.5668728530558678,1.0639692457448704,10.354036868019524,to_smell_perceive_odor_transitive,11,0.9701533398429754,0.07468513740019947
ST_by_sens,10001,50,3963,0.9688501021895516,0.03114989781044735,0.5544274840273516,1.0642364199167027,10.354036868019524,I_first_person_singular,15,0.9700245263789188,0.10167585203089985
ST_by_sens,10001,50,3963,0.9685171246503632,0.03148287534963652,1.0772720574286812,1.064943908687546,10.354036868019524,to_vomit,15,0.9696836024844674,0.10123371150926784
ST_by_sens,10001,50,3963,0.9677743889008036,0.03222561109919236,0.37814433361985544,1.0665236014012445,10.354036868019524,to_eat,12,0.9689233200966008,0.0802032430121334
ST_by_sens,10001,50,3963,0.9674672292955548,0.03253277070444487,0.8192044264355208,1.067177522064337,10.354036868019524,the_shit,15,0.9686089755048861,0.09985155471912771
ST_by_sens,10001,50,3963,0.9630229794312808,0.03697702056871659,0.2030756023654396,1.0766805897796674,10.354036868019524,the_moon,7,0.96406530453531325,0.043958654946477375
ST_by_sens,10001,50,3963,0.962553549625614,0.03744645037438581,0.6988348881942237,1.0776888979409582,10.354036868019524,the_heart,18,0.96358585451557,0.1123415776088307
