family,n_trees,N,k,pi0,pi1,mu,q,t_R,concept,n_cogsets,ub_DS,ub_DT
ST_by_sens,10001,50,3963,0.9602833343067272,0.03971666569327217,0.8780458136475745,1.082577383633067,10.354036868019524,the_flower,21,0.9612684261022019,0.1272106258756803
ST_by_sens,10001,50,3963,0.9579805774556815,0.04201942254432137,0.7297375520090301,1.0875565471922377,10.354036868019524,ten,15,0.9589198290371097,0.08815092027417117
ST_by_sens,10001,50,3963,0.957390030992958,0.04260996900703869,0.3499057521811981,1.0888367998009123,10.354036868019524,the_pig,10,0.9583178496241201,0.05831167023325837
ST_by_sens,10001,50,3963,0.9570122287957956,0.04298777120420603,0.5268288313738133,1.08965655502284,10.354036868019524,the_nose,11,0.9579328010348067,0.06382415828245061
ST_by_sens,10001,50,3963,0.9537029310258168,0.04629706897417882,0.39248935092347503,1.0968608181578134,10.354036868019524,two,9,0.9545622373348444,0.04998808443356323
ST_by_sens,10001,50,3963,0.9512870020481504,0.04871299795184676,0.21765914934560915,1.102147083830054,10.354036868019524,the_dream,6,0.9521039975470819,0.03227776597344324
ST_by_sens,10001,50,3963,0.9498491846016528,0.05015081539835006,0.1948644733617318,1.1053038718649857,10.354036868019524,the_ear,6,0.9506419274200286,0.03166928784237111
ST_by_sens,10001,50,3963,0.9495414050945374,0.05045859490545927,0.23666791228567152,1.1059806514587112,10.354036868019524,the_blood,6,0.9503290442078329,0.031540468178721165
ST_by_sens,10001,50,3963,0.946909594138591,0.05309040586140776,0.21166646389499347,1.1117826640766195,10.354036868019524,the_eye,6,0.947654824339844,0.030459194986959544
ST_by_sens,10001,50,3963,0.946515663494296,0.05348433650569526,0.9446155567773667,1.112653402654751,10.354036868019524,the_hand,11,0.9472547321332904,0.0555507884025978
ST_by_sens,10001,50,3963,0.937561949529861,0.06243805047013744,0.2312983544299849,1.132604266227018,10.354036868019524,six,5,0.9381731579238187,0.022415165792084253
ST_by_sens,10001,50,3963,0.9362215437009708,0.06377845629902781,0.4596633172836987,1.1356171353713194,10.354036868019524,nine,6,0.9368154957791114,0.026421481504257528
ST_by_sens,10001,50,3963,0.9163008271504536,0.08369917284954984,0.34674462547958923,1.1811775706094665,10.354036868019524,to_die,8,0.9166865924015185,0.026966346556226033
ST_by_sens,10001,50,3963,0.9123605365094553,0.08763946349054164,0.9653150967766094,1.19035938767894,10.354036868019524,the_louse,6,0.9127142913263617,0.01917718568744662
ST_by_sens,10001,50,3963,0.7539781843169184,0.24602181568307643,0.19165419831363137,1.5898002581531752,10.354036868019524,five,3,0.7539874279889429,0.0010950025409104665
ST_by_sens,10001,50,3963,0.7514498760872765,0.2485501239127279,0.1906907829749419,1.5962861945309448,10.354036868019524,three,3,0.7514586065857618,0.0010586593025627069
ST_by_sens,10001,50,3963,NA,NA,0.9960045313537106,NA,10.354036868019524,the_.1,3963,NA,NA
ST_by_sens,10001,50,3963,NA,NA,0.00399546864628803,NA,10.354036868019524,the_.2,3963,NA,NA
ST_by_sens,10001,50,3963,NA,NA,0.3379102736496345,NA,10.354036868019524,the_mud,33,NA,NA
