"","age","simulation","root","root_age","first_split","root_split_age"
"362",13,29,51,6.9653209608,62,5.0162889098
"363",14,29,51,9.120627489,52,8.179836028
"364",15,29,51,9.038965379,73,6.993267555
"365",16,29,51,10.670813831,30,7.106010979
"366",17,29,51,11.721950894,58,7.159205421
"367",2,29,51,1.4458536609,52,1.2412131529
"368",3,29,51,2.3991587167,52,2.1106556798
"369",4,29,51,3.305382615,52,2.8796290979
"370",5,29,51,3.6839047892,52,3.492640158
"371",6,29,51,5.026458461,52,4.4385321184
"372",7,29,51,6.271668184,52,5.2718416382
"373",8,29,51,7.9287626759,52,6.7968781539
"374",9,29,51,6.601270281,52,6.089341175
"375",1,3,51,0.83972691877,52,0.71980922487
"376",10,3,51,7.052810749,78,6.4290910493
"377",11,3,51,6.6229149206,76,5.9299403223
"378",12,3,51,9.494243794,65,8.472065358
"379",13,3,51,9.7571499219,72,8.0343303169
"380",14,3,51,6.7667932811,68,5.4851074831
"381",15,3,51,10.5696663192,74,9.5289611692
"382",16,3,51,9.3107231612,68,7.3655518702
"383",17,3,51,10.47338639,68,7.759854378
"384",2,3,51,1.5865781394,52,1.2132899358
"385",3,3,51,2.44596539,52,1.9695016639
"386",4,3,51,3.633870648,52,3.0061658589
"387",5,3,51,4.545913002,52,3.9411256331
"388",6,3,51,6.046292641,52,4.871175816
"389",7,3,51,6.587035758,52,5.418378618
"390",8,3,51,7.150018262,52,6.2282107615
"391",9,3,51,8.001941095,52,5.727945233
"392",1,30,51,0.8262158289,52,0.6772735808
"393",10,30,51,11.076107392,52,7.825169696
"394",11,30,51,11.130716362,52,8.85574946
"395",12,30,51,8.311002572,70,7.120084984
"396",13,30,51,8.279360483,72,7.7075584427
"397",14,30,51,6.945689195,71,5.9705752013
"398",15,30,51,8.244746087,66,6.643653733
"399",16,30,51,8.794103396,66,6.213803405
"400",17,30,51,10.848526285,52,7.14548254
"401",2,30,51,1.4749528089,52,1.2137843739
"402",3,30,51,2.5892333949,52,2.3221750389
"403",4,30,51,3.105745538,52,2.5087281351
"404",5,30,51,4.681560691,52,3.644059901
"405",6,30,51,5.252431519,52,3.882638841
"406",7,30,51,6.851040862,52,5.476870633
"407",8,30,51,6.932015676,52,5.433061884
"408",9,30,51,7.236772993,52,6.4595030922
"409",1,31,51,0.8635721009,52,0.7732105116
"410",10,31,51,7.699761632,65,7.0388201235
"411",11,31,51,7.423457264,52,6.5228524267
"412",12,31,51,6.897200729,70,6.2672976047
"413",13,31,51,7.843953652,74,6.539773092
"414",14,31,51,7.586194754,71,7.0186933766
"415",15,31,51,8.8203245356,67,6.6895364046
"416",16,31,51,10.405974748,57,7.810579982
"417",17,31,51,10.707814135,56,7.827182093
"418",2,31,51,1.366350654,52,1.1339754804
"419",3,31,51,2.2661873547,52,1.9920214644
"420",4,31,51,3.3717045547,81,3.085362686
"421",5,31,51,4.312261606,52,3.7343274853
"422",6,31,51,4.8048891424,52,3.8989622971
"423",7,31,51,6.007162881,52,5.7036018622
"424",8,31,51,6.8046964091,79,6.211851942
"425",9,31,51,7.663554334,52,7.2127299636
"426",1,32,51,0.8553339044,52,0.6868403143
"427",10,32,51,7.814414603,52,6.766013689
"428",11,32,51,6.030142034,52,5.5618507827
"429",12,32,51,7.1803901622,71,6.3492665612
"430",13,32,51,7.5239420414,73,7.0382616086
"431",14,32,51,7.058843243,71,6.000520891
"432",15,32,51,8.788732184,75,7.397061523
"433",16,32,51,8.153805355,52,7.068515122
"434",17,32,51,10.388220504,68,7.847422497
"435",2,32,51,1.4338159229,52,1.0691078111
"436",3,32,51,2.249836594,52,1.7000159589
"437",4,32,51,3.224888022,52,2.4330189451
"438",5,32,51,4.2680166894,52,3.1607724924
"439",6,32,51,4.783301533,52,3.78047435
"440",7,32,51,5.996619295,52,4.66285523
"441",8,32,51,7.083690067,52,5.197588652
"442",9,32,51,6.208521489,52,5.8244014629
"443",1,33,51,0.83096539002,52,0.77523514713
"444",10,33,51,8.411585168,52,6.505484587
"445",11,33,51,7.319542917,52,6.6263092668
"446",12,33,51,6.961068509,52,6.4336633055
"447",13,33,51,9.488275766,75,7.833978934
"448",14,33,51,7.570633869,70,6.34757628
"449",15,33,51,9.053649643,68,8.018737744
"450",16,33,51,7.2281656682,67,6.4213686085
"451",17,33,51,10.92349816,61,6.514699857
"452",2,33,51,1.3653601478,52,1.2289584017
"453",3,33,51,2.1378425892,52,2.0186383507
"454",4,33,51,3.374131061,52,2.9302133711
"455",5,33,51,4.6615926142,52,4.1179157044
"456",6,33,51,5.4881594961,52,4.7898127218
"457",7,33,51,5.819101875,52,5.3027371232
"458",8,33,51,6.8159600889,78,6.127972456
"459",9,33,51,8.824735947,52,7.819856574
"460",1,34,51,0.85963615038,52,0.68885348988
"461",10,34,51,8.36427412,65,7.6089824271
"462",11,34,51,8.051376287,72,7.4742383247
"463",12,34,51,8.764163901,65,7.712370748
"464",13,34,51,9.265411343,72,7.993544178
"465",14,34,51,8.641107566,52,7.6966039088
"466",15,34,51,10.688214855,69,9.016726092
"467",16,34,51,10.136835634,52,8.602276574
"468",17,34,51,12.084376861,52,8.751080575
"469",2,34,51,1.492813439,52,1.2444975042
"470",3,34,51,2.3370730775,52,1.9521695164
"471",4,34,51,3.2628378311,52,2.8770719874
"472",5,34,51,4.3790741735,52,3.4640089113
"473",6,34,51,5.430666092,52,4.8301487925
"474",7,34,51,6.487138357,52,5.333144536
"475",8,34,51,7.481945419,52,6.402195516
"476",9,34,51,7.683913385,52,6.555694825
"477",1,35,51,0.81036049645,52,0.70427916835
"478",10,35,51,7.33128728,52,6.4080568608
"479",11,35,51,7.407728092,75,6.8436733223
"480",12,35,51,8.825397787,52,7.082889081
"481",13,35,51,8.664762994,71,7.14551372
"482",14,35,51,10.977044508,52,9.9946643508
"483",15,35,51,7.9045834194,68,6.7764379234
"484",16,35,51,10.403124487,57,8.60717372
"485",17,35,51,13.5833375093,52,7.4655591823
"486",2,35,51,1.4109829101,52,1.3063421872
"487",3,35,51,2.7599916264,52,2.2666766614
"488",4,35,51,3.235694703,52,2.8615522623
"489",5,35,51,4.008717781,52,3.581849437
"490",6,35,51,5.711438448,52,4.9967178399
"491",7,35,51,5.740532472,52,5.1149242637
"492",8,35,51,7.738205168,52,6.517499994
"493",9,35,51,6.6430355749,78,5.647643744
"494",1,36,51,0.86911280501,89,0.83344547493
"495",10,36,51,8.303993625,52,7.5578134859
"496",11,36,51,6.862712837,52,6.2900332232
"497",12,36,51,8.308210513,52,6.656432161
"498",13,36,51,7.473805565,70,6.168874355
"499",14,36,51,10.4896665302,52,9.3232626892
"500",15,36,51,9.164909593,71,7.160506812
"501",16,36,51,12.011783376,34,8.075928732
"502",17,36,51,11.6552457861,58,8.9936465871
"503",2,36,51,1.40742082925,52,1.16753817785
"504",3,36,51,2.2785898638,87,2.170081527
"505",4,36,51,3.4131069307,52,3.3113034341
"506",5,36,51,4.2706540444,52,4.0835835892
"507",6,36,51,6.0957087856,52,5.807270577
"508",7,36,51,4.808500288,73,4.6108140221
"509",8,36,51,6.8322884978,70,6.170884913
"510",9,36,51,6.709650966,52,5.9834200187
"511",1,37,51,0.89869758061,52,0.79591894341
"512",10,37,51,8.424079706,70,7.5335227012
"513",11,37,51,8.776098959,52,7.727440747
"514",12,37,51,7.211991142,52,5.539127634
"515",13,37,51,9.4450291185,69,7.2137277685
"516",14,37,51,10.147098779,68,9.009365627
"517",15,37,51,9.28534517,72,8.018531067
"518",16,37,51,10.359974314,68,8.814576155
"519",17,37,51,8.784858896,52,6.579508619
"520",2,37,51,1.4227836559,52,1.3007744108
"521",3,37,51,2.1056849416,52,1.8820691326
"522",4,37,51,4.0157798321,52,3.4962708411
"523",5,37,51,4.570928984,52,3.9410597227
"524",6,37,51,4.608324935,52,3.9391834704
"525",7,37,51,6.304815731,52,5.3285014248
"526",8,37,51,6.580670668,52,6.0381278621
"527",9,37,51,8.0893651093,80,7.3233909477
"528",1,38,51,0.84943212203,52,0.77312707815
"529",10,38,51,6.8984093978,52,6.0961852831
"530",11,38,51,8.677145595,67,6.752271917
"531",12,38,51,7.130498297,66,6.080275463
"532",13,38,51,7.311717651,68,6.3515491299
"533",14,38,51,9.5282939892,69,8.0835564902
"534",15,38,51,9.512161226,69,5.873422939
"535",16,38,51,9.6004281,52,6.231786636
"536",17,38,51,10.839040872,65,8.984940882
"537",2,38,51,1.44463549184,52,1.36201544343
"538",3,38,51,2.1946309705,52,1.8849876271
"539",4,38,51,3.349449579,52,3.2401053707
"540",5,38,51,4.800837721,52,4.0800554343
"541",6,38,51,5.1405389444,81,4.865306537
"542",7,38,51,5.8330510615,52,5.4849157887
"543",8,38,51,5.867358011,80,5.2093366116
"544",9,38,51,6.496063065,52,5.9208008205
"545",1,39,51,0.8161692952,52,0.6420673157
"546",10,39,51,6.993450719,67,6.1370654035
"547",11,39,51,8.339114657,72,7.7010614817
"548",12,39,51,7.884822984,52,6.691692371
"549",13,39,51,8.015416559,73,6.93957914
"550",14,39,51,8.243007597,68,6.642286885
"551",15,39,51,9.8048723307,70,7.9749925097
"552",16,39,51,8.34974554,52,6.202200929
"553",17,39,51,10.47709064,59,6.972342288
"554",2,39,51,1.5536277347,52,1.1629540043
"555",3,39,51,2.5275075987,52,1.9953023102
"556",4,39,51,3.461336113,52,2.5914109249
"557",5,39,51,4.058786348,52,3.3175324708
"558",6,39,51,5.68181839,52,4.664897394
"559",7,39,51,5.914807779,52,4.9635507194
"560",8,39,51,7.174021124,52,6.6041129459
"561",9,39,51,7.141027786,75,6.12645605
"562",1,4,51,0.8144096229,52,0.6884207322
"563",10,4,51,8.017992643,64,6.475452367
"564",11,4,51,8.811841727,64,7.8319667513
"565",12,4,51,8.010619264,72,6.303858342
"566",13,4,51,8.532528073,71,6.561635198
