family,tip,age,depth,root_age
Bantu_subset,Fefe_Grassfields,5.1736722018949495,0,5.17
Bantu_subset,G12_Kagulu,5.1736722018949495,0,5.17
Bantu_subset,G22A_North_Pare,5.173672201894949,0,5.17
Bantu_subset,G22_Asu,5.173672201894949,0,5.17
Bantu_subset,G36_Kami,5.1736722018949495,0,5.17
Bantu_subset,G52_Ndamba,5.1736722018949495,0,5.17
Bantu_subset,H131_Kisundi_Congo_Kimongo_1988,5.1736722018949495,0,5.17
Bantu_subset,H16b_Kindibu_2013,5.1736722018949495,0,5.17
Bantu_subset,H16c_Kiyombe_DRC_1982,5.173672201894949,0,5.17
Bantu_subset,H16d_Ciwoyo_DRC_2012,5.173672201894949,0,5.17
Bantu_subset,H16f_Laadi,5.1736722018949495,0,5.17
Bantu_subset,H16g_Kimpangu_2012,5.1736722018949495,0,5.17
Bantu_subset,H21a_Kimbundu,5.1736722018949495,0,5.17
Bantu_subset,H31_Yaka,5.173672201894949,0,5.17
Bantu_subset,H41_Mbala,5.1736722018949495,0,5.17
Bantu_subset,H42_Hunganna,5.173672201894949,0,5.17
Bantu_subset,JE11_Runyoro,5.1736722018949495,0,5.17
Bantu_subset,JE15_Luganda,5.1736722018949495,0,5.17
Bantu_subset,JE43_Kuria_Mago,5.17367220189495,0,5.17
Bantu_subset,K11_Ciokwe,5.1736722018949495,0,5.17
Bantu_subset,K14_Lwena,5.1736722018949495,0,5.17
Bantu_subset,K15_Mbunda,5.1736722018949495,0,5.17
Bantu_subset,K31_Luyana,5.1736722018949495,0,5.17
Bantu_subset,Kom_Grassfields,5.1736722018949495,0,5.17
Bantu_subset,Kulung_Jarawan,5.1736722018949495,0,5.17
Bantu_subset,L11_Pende,5.1736722018949495,0,5.17
Bantu_subset,L12b_Holu,5.1736722018949495,0,5.17
Bantu_subset,L13_Kwese,5.1736722018949495,0,5.17
Bantu_subset,L23_Songe,5.173672201894949,0,5.17
Bantu_subset,L32_Kanyok,5.1736722018949495,0,5.17
Bantu_subset,L33_Luba-Shaba,5.173672201894949,0,5.17
Bantu_subset,L34_Hemba,5.173672201894949,0,5.17
Bantu_subset,L35_Sanga,5.173672201894949,0,5.17
Bantu_subset,L41_Kaonde,5.173672201894949,0,5.17
Bantu_subset,L51_Salampasu,5.173672201894949,0,5.17
Bantu_subset,L53_Runda,5.173672201894949,0,5.17
Bantu_subset,M21_Ndali,5.1736722018949495,0,5.17
Bantu_subset,M42_Bemba,5.17367220189495,0,5.17
Bantu_subset,M54_Lamba,5.17367220189495,0,5.17
Bantu_subset,Mungaka_Grassfields,5.1736722018949495,0,5.17
Bantu_subset,Oku_Grassfields,5.1736722018949495,0,5.17
Bantu_subset,P21_Yao,5.1736722018949495,0,5.17
Bantu_subset,R11_Umbundu,5.1736722018949495,0,5.17
Bantu_subset,R21_Kwanyama,5.173672201894949,0,5.17
Bantu_subset,R22_Ndonga,5.173672201894949,0,5.17
Bantu_subset,R31_Herero,5.1736722018949495,0,5.17
Bantu_subset,S42_Zulu,5.1736722018949495,0,5.17
Bantu_subset,Tiv_Tivoid,5.1736722018949495,0,5.17
Bantu_subset2,*D308_Ebodo,5.5864244180162,0,5.59
Bantu_subset2,A62A_Nuasue,5.5864244180162,0,5.59
Bantu_subset2,A62B_Mmala,5.5864244180162,0,5.59
Bantu_subset2,A75a_Fang_Bitam,5.5864244180162,0,5.59
Bantu_subset2,A75a_Fang_Medouneu,5.5864244180162,0,5.59
Bantu_subset2,A84_Njem,5.5864244180161995,0,5.59
Bantu_subset2,A86c_Mpiemo,5.5864244180161995,0,5.59
Bantu_subset2,B11b_Orungu,5.5864244180161995,0,5.59
Bantu_subset2,B204_Ndambomo_Massoukou,5.586424418016199,0,5.59
Bantu_subset2,B22b_Koya,5.586424418016199,0,5.59
Bantu_subset2,B252_Mahongwe,5.5864244180161995,0,5.59
Bantu_subset2,B501_Wanzi_E,5.5864244180161995,0,5.59
Bantu_subset2,B53_Tsaangi_Poungi,5.5864244180161995,0,5.59
Bantu_subset2,B71a_Teke_Dj,5.5864244180162,0,5.59
Bantu_subset2,B78_Wuumu,5.5864244180162,0,5.59
Bantu_subset2,B861_Ngul,5.5864244180161995,0,5.59
Bantu_subset2,C24_Koyo,5.586424418016199,0,5.59
Bantu_subset2,C25_Mboshi,5.586424418016199,0,5.59
Bantu_subset2,C323_Mpama,5.5864244180162,0,5.59
Bantu_subset2,C83_Bushong,5.5864244180161995,0,5.59
Bantu_subset2,D11_Mbole,5.5864244180161995,0,5.59
Bantu_subset2,D211_Kango,5.5864244180161995,0,5.59
Bantu_subset2,D333_Ndaaka,5.5864244180161995,0,5.59
Bantu_subset2,D334_Mbo,5.5864244180161995,0,5.59
Bantu_subset2,D33_Nyali,5.5864244180162,0,5.59
Bantu_subset2,F12_Bende,5.5864244180161995,0,5.59
Bantu_subset2,F24_Kimbu,5.586424418016199,0,5.59
Bantu_subset2,Fefe_Grassfields,5.5864244180161995,0,5.59
Bantu_subset2,G24_Bondei,5.586424418016199,0,5.59
Bantu_subset2,H16_Cimbala,5.5864244180162,0,5.59
Bantu_subset2,H16_Kimbeko,5.5864244180162,0,5.59
Bantu_subset2,H16a_Kisikongo_2013,5.5864244180162,0,5.59
Bantu_subset2,H16g_Kimpangu_2012,5.5864244180161995,0,5.59
Bantu_subset2,H16h_Kinkanu_2012,5.5864244180162,0,5.59
Bantu_subset2,H41_Mbala,5.5864244180161995,0,5.59
Bantu_subset2,K31_Luyana,5.5864244180161995,0,5.59
Bantu_subset2,Kom_Grassfields,5.5864244180161995,0,5.59
Bantu_subset2,L11_Pende,5.5864244180161995,0,5.59
Bantu_subset2,L13_Kwese,5.5864244180161995,0,5.59
Bantu_subset2,L23_Songe,5.5864244180162,0,5.59
Bantu_subset2,L31a_Luba-Kasai,5.5864244180161995,0,5.59
Bantu_subset2,L32_Kanyok,5.5864244180161995,0,5.59
Bantu_subset2,L33_Luba-Shaba,5.5864244180162,0,5.59
Bantu_subset2,M42_Bemba,5.5864244180161995,0,5.59
Bantu_subset2,M61_Lenje,5.5864244180161995,0,5.59
Bantu_subset2,M62_Soli,5.5864244180161995,0,5.59
Bantu_subset2,M64_Tonga,5.5864244180161995,0,5.59
Bantu_subset2,Moghamo_Grassfields,5.5864244180161995,0,5.59
Bantu_subset2,Mungaka_Grassfields,5.5864244180161995,0,5.59
Bantu_subset2,Oku_Grassfields,5.5864244180161995,0,5.59
Bantu_subset2,R21_Kwanyama,5.5864244180161995,0,5.59
Bantu_subset2,R31_Herero,5.5864244180161995,0,5.59
IE,AlbanianArberesh,9.363334919000549,0,9.36
IE,AlbanianGheg,9.36333491900055,0,9.36
IE,AlbanianStandard,9.36333491900055,0,9.36
IE,AncientGreek,7.0014877719730695,2.36,9.36
IE,AngloNorman,8.65669908597322,0.7,9.36
IE,ArmenianEastern,9.36333491900055,0,9.36
IE,ArmenianWestern,9.36333491900055,0,9.36
IE,Assamese,9.36333491900055,0,9.36
IE,AvestanYounger,5.806938521241712,3.53,9.34
IE,Bactrian,7.958603371239505,1.4,9.36
IE,Bakhtiari,9.36333491900055,0,9.36
IE,BalochiSistani,9.36333491900055,0,9.36
IE,Belarusian,9.36333491900055,0,9.36
IE,Bengali,9.36333491900055,0,9.36
IE,Bhojpuri,9.36333491900055,0,9.36
IE,BretonGwened,9.36333491900055,0,9.36
IE,BretonTreger,9.36333491900055,0,9.36
IE,Bulgarian,9.363334919000549,0,9.36
IE,Catalan,9.36333491900055,0,9.36
IE,ClassicalArmenian,7.819690976463357,1.54,9.36
IE,Czech,9.363334919000549,0,9.36
IE,DalmatianVegliote,9.235652917137191,0.13,9.37
IE,Danish,9.36333491900055,0,9.36
IE,Delvari,9.36333491900055,0,9.36
IE,Dutch,9.36333491900055,0,9.36
IE,Elfdalian,9.36333491900055,0,9.36
IE,English,9.36333491900055,0,9.36
IE,Faroese,9.36333491900055,0,9.36
IE,Flemish,9.36333491900055,0,9.36
IE,FrancoProvencal,9.363334919000549,0,9.36
IE,French,9.363334919000549,0,9.36
IE,Frisian,9.36333491900055,0,9.36
IE,Friulian,9.36333491900055,0,9.36
IE,GaelicIrish,9.36333491900055,0,9.36
IE,GaelicManx,9.178662658595698,0.19,9.37
IE,GaelicScottish,9.36333491900055,0,9.36
IE,Gaulish,7.280437495002936,2.07,9.35
IE,Gawarbati,9.36333491900055,0,9.36
IE,Gawri,9.36333491900055,0,9.36
IE,German,9.36333491900055,0,9.36
IE,GermanBernese,9.36333491900055,0,9.36
IE,Gothic,7.731831490931442,1.63,9.36
IE,Greek,9.36333491900055,0,9.36
IE,GreekCappodocian,9.36333491900055,0,9.36
IE,GreekCypriot,9.36333491900055,0,9.36
IE,GreekItaliot,9.36333491900055,0,9.36
IE,GreekPontic,9.36333491900055,0,9.36
IE,Hawrami,9.363334919000549,0,9.36
IE,Hindi,9.36333491900055,0,9.36
IE,Hittite,5.921501092267546,3.44,9.36
IE,Icelandic,9.36333491900055,0,9.36
IE,Italian,9.363334919000549,0,9.36
IE,KalasalaNiseigram,9.36333491900055,0,9.36
IE,Kamviri,9.36333491900055,0,9.36
IE,Kashmiri,9.36333491900055,0,9.36
IE,Kashubian,9.363334919000549,0,9.36
IE,KatavariEastern,9.36333491900055,0,9.36
IE,KatavariKtivi,9.36333491900055,0,9.36
IE,Khotanese,7.826471107350356,1.53,9.36
IE,Khowar,9.36333491900055,0,9.36
IE,Khwarazmian,8.485871201384231,0.87,9.36
IE,Kumzari,9.36333491900055,0,9.36
IE,KurdishCJafi,9.363334919000549,0,9.36
IE,KurdishNBahdini,9.36333491900055,0,9.36
IE,KurdishSElami,9.36333491900055,0,9.36
IE,KurdishSQorveh,9.36333491900055,0,9.36
IE,Ladin,9.36333491900055,0,9.36
IE,Lari,9.36333491900055,0,9.36
IE,LateCornish,9.0518030869593,0.31,9.36
IE,Latgalian,9.36333491900055,0,9.36
IE,Latin,7.2631225280393075,2.1,9.36
IE,Latvian,9.36333491900055,0,9.36
IE,Lithuanian,9.36333491900055,0,9.36
IE,Luvian,6.014866565559177,3.35,9.36
IE,Luxembourgish,9.36333491900055,0,9.36
IE,Macedonian,9.363334919000549,0,9.36
IE,MacedonianSuho,9.36333491900055,0,9.36
IE,MacedonianVisoka,9.36333491900055,0,9.36
IE,Magahi,9.36333491900055,0,9.36
IE,Maithili,9.36333491900055,0,9.36
IE,Marathi,9.36333491900055,0,9.36
IE,Mazanderani,9.36333491900055,0,9.36
IE,MeglenoRomanian,9.36333491900055,0,9.36
IE,MiddleBreton,8.906957093802868,0.45,9.36
IE,MiddleCornish,8.824354246679302,0.53,9.35
IE,MiddleDutch,8.568967914440865,0.79,9.36
IE,MiddleHighGerman,8.59244151095961,0.77,9.36
IE,MiddlePersian,7.645803613867001,1.71,9.36
IE,MiddleWelsh,8.715685735366561,0.65,9.37
IE,Milanese,9.363334919000549,0,9.36
IE,MycenaeanGreek,6.005190013620307,3.36,9.37
IE,NTGreek,7.443527826643264,1.92,9.36
IE,Neapolitan,9.36333491900055,0,9.36
IE,Nepali,9.36333491900055,0,9.36
IE,NorwegianBokmal,9.36333491900055,0,9.36
IE,NorwegianNynorsk,9.36333491900055,0,9.36
IE,OldBreton,8.288370648002287,1.07,9.36
IE,OldCatalan,8.63839079397781,0.72,9.36
IE,OldChurchSlavonic,8.391839173392608,0.97,9.36
IE,OldCzech,8.720879478923107,0.64,9.36
IE,OldEnglish,8.264861378555759,1.1,9.36
IE,OldFrisian,8.720622242140571,0.64,9.36
IE,OldHighGerman,8.193255623805417,1.17,9.36
IE,OldIcelandic,8.573599384186021,0.79,9.36
IE,OldIrish,8.127989031165617,1.23,9.36
IE,OldNovgorod,8.549651526702778,0.8,9.35
IE,OldOccitan,8.739005766632518,0.63,9.37
IE,OldPersian,6.908920800811726,2.45,9.36
IE,OldPolish,8.801536051522241,0.56,9.36
IE,OldPrussian,8.852627471686635,0.5,9.35
IE,OldSaxon,8.187611549122666,1.17,9.36
IE,OldSpanish,8.76091408719899,0.6,9.36
IE,OldSwedish,8.685989400177911,0.68,9.37
IE,OldWelsh,8.408371549588892,0.95,9.36
IE,Oscan,7.1647128499930535,2.19,9.35
IE,OsseticDigor,9.36333491900055,0,9.36
IE,OsseticIron,9.36333491900055,0,9.36
IE,Pali,6.820822095208889,2.54,9.36
IE,Palula,9.36333491900055,0,9.36
IE,Parthian,7.250605233194818,2.1,9.35
IE,PashaiNorthWest,9.36333491900055,0,9.36
IE,Pashto,9.36333491900055,0,9.36
IE,PersianTehran,9.36333491900055,0,9.36
IE,Polabian,9.058796065464442,0.3,9.36
IE,Polish,9.363334919000549,0,9.36
IE,Portuguese,9.36333491900055,0,9.36
IE,PortugueseBrazilian,9.36333491900055,0,9.36
IE,Punjabi,9.36333491900055,0,9.36
IE,RajiBarzoki,9.36333491900055,0,9.36
IE,Romanian,9.36333491900055,0,9.36
IE,Russian,9.36333491900055,0,9.36
IE,Rusyn,9.36333491900055,0,9.36
IE,SanuviriWama,9.36333491900055,0,9.36
IE,SardinianLogudoro,9.36333491900055,0,9.36
IE,SardinianNuoro,9.36333491900055,0,9.36
IE,Sarikoli,9.36333491900055,0,9.36
IE,SerboCroatian,9.36333491900055,0,9.36
IE,Sinhalese,9.36333491900055,0,9.36
IE,Slovak,9.363334919000549,0,9.36
IE,Slovene,9.36333491900055,0,9.36
IE,SloveneEarlyModern,9.0606125453581,0.3,9.36
IE,SloveneKostel,9.36333491900055,0,9.36
IE,Sogdian,8.206509916970827,1.15,9.36
IE,SorbianLower,9.36333491900055,0,9.36
IE,SorbianUpper,9.36333491900055,0,9.36
IE,Spanish,9.36333491900055,0,9.36
IE,Swedish,9.36333491900055,0,9.36
IE,Tati,9.36333491900055,0,9.36
IE,TocharianA,7.996337589291605,1.36,9.36
IE,TocharianB,7.9939104135748575,1.37,9.36
IE,TsakonianPeloponnese,9.36333491900055,0,9.36
IE,TsakonianPropontis,9.316611043487043,0.05,9.37
IE,Ukrainian,9.36333491900055,0,9.36
IE,Umbrian,7.183962740999922,2.18,9.36
IE,Urdu,9.36333491900055,0,9.36
IE,VasiVariPaski,9.36333491900055,0,9.36
IE,VedicEarly,5.659478921912241,3.67,9.33
IE,Wakhi,9.36333491900055,0,9.36
IE,Walloon,9.363334919000549,0,9.36
IE,WelshNorth,9.36333491900055,0,9.36
IE,Yaghnobi,9.36333491900055,0,9.36
KD,BeChengmaiMY,2970.5552669120448,0,2970.56
KD,BeChengmaiYL,2970.5552669120448,0,2970.56
KD,BeHaikouCL,2970.5552669120452,0,2970.56
KD,BeHaikouRS,2970.5552669120452,0,2970.56
KD,BeJizhao,2970.5552669120452,0,2970.56
KD,BeLinGaoLC,2970.5552669120448,0,2970.56
KD,BeLinGaoXY,2970.5552669120448,0,2970.56
KD,BeQiongshanLQ,2970.5552669120448,0,2970.56
KD,BeQiongshanLT,2970.5552669120448,0,2970.56
KD,HlaiBaisha,2970.5552669120452,0,2970.56
KD,HlaiBaoding,2970.5552669120452,0,2970.56
KD,HlaiBaoting,2970.5552669120452,0,2970.56
KD,HlaiChangjiang,2970.5552669120452,0,2970.56
KD,HlaiCun,2970.5552669120452,0,2970.56
KD,HlaiHeitu,2970.5552669120452,0,2970.56
KD,HlaiJiamao,2970.5552669120452,0,2970.56
KD,HlaiNadou,2970.5552669120452,0,2970.56
KD,HlaiQiandui,2970.5552669120452,0,2970.56
KD,HlaiTongza,2970.5552669120452,0,2970.56
KD,HlaiXifang,2970.5552669120452,0,2970.56
KD,HlaiYuanmen,2970.5552669120452,0,2970.56
KD,HlaiZhongsha,2970.5552669120452,0,2970.56
KD,KraBuyangBH,2970.5552669120443,0,2970.56
KD,KraBuyangEC,2970.5552669120443,0,2970.56
KD,KraBuyangLJ,2970.5552669120443,0,2970.56
KD,KraBuyangYR,2970.5552669120448,0,2970.56
KD,KraGelaoAS,2970.5552669120443,0,2970.56
KD,KraGelaoDF,2970.5552669120448,0,2970.56
KD,KraGelaoMJ,2970.5552669120448,0,2970.56
KD,KraGelaoZF,2970.5552669120443,0,2970.56
KD,KraLachi,2970.5552669120443,0,2970.56
KD,KraLaha,2970.5552669120448,0,2970.56
KD,KraPubiao,2970.5552669120452,0,2970.56
KD,KsBiao,2970.5552669120448,0,2970.56
KD,KsChadong,2970.5552669120443,0,2970.56
KD,KsJin,2970.5552669120448,0,2970.56
KD,KsKamJP,2970.5552669120448,0,2970.56
KD,KsKamLP,2970.5552669120448,0,2970.56
KD,KsKamRJ,2970.5552669120448,0,2970.56
KD,KsKamTZ,2970.5552669120448,0,2970.56
KD,KsLakkia,2970.5552669120448,0,2970.56
KD,KsMak,2970.5552669120448,0,2970.56
KD,KsMaonan,2970.5552669120443,0,2970.56
KD,KsMulam,2970.5552669120448,0,2970.56
KD,KsSuiDS,2970.5552669120452,0,2970.56
KD,KsSuiDY,2970.5552669120452,0,2970.56
KD,KsSuiLB,2970.5552669120452,0,2970.56
KD,KsSuiSD,2970.5552669120452,0,2970.56
KD,KsThen,2970.5552669120443,0,2970.56
KD,TcCaoBanTai,2970.5552669120452,0,2970.56
KD,TcDaxin,2970.5552669120443,0,2970.56
KD,TcDebao,2970.5552669120443,0,2970.56
KD,TcFusui,2970.5552669120443,0,2970.56
KD,TcLongAn,2970.5552669120443,0,2970.56
KD,TcLongzhou,2970.5552669120443,0,2970.56
KD,TcQinzhou,2970.5552669120443,0,2970.56
KD,TcShangsi,2970.5552669120443,0,2970.56
KD,TcWenma,2970.5552669120448,0,2970.56
KD,TcYanshan,2970.5552669120448,0,2970.56
KD,TcYongning,2970.5552669120443,0,2970.56
KD,TnDonglan,2970.5552669120448,0,2970.56
KD,TnDuAn,2970.5552669120448,0,2970.56
KD,TnFengshan,2970.5552669120452,0,2970.56
KD,TnHengxian,2970.5552669120448,0,2970.56
KD,TnHuishui,2970.5552669120448,0,2970.56
KD,TnLianshan,2970.5552669120452,0,2970.56
KD,TnLibo,2970.5552669120448,0,2970.56
KD,TnLiujiang,2970.5552669120448,0,2970.56
KD,TnLuodian,2970.5552669120452,0,2970.56
KD,TnPanxian,2970.5552669120452,0,2970.56
KD,TnPingguo,2970.5552669120443,0,2970.56
KD,TnQianxi,2970.5552669120452,0,2970.56
KD,TnQiubei,2970.5552669120448,0,2970.56
KD,TnSaek,2970.5552669120448,0,2970.56
KD,TnShuicheng,2970.5552669120452,0,2970.56
KD,TnTiandong,2970.5552669120443,0,2970.56
KD,TnWuming,2970.5552669120448,0,2970.56
KD,TnZhenfeng,2970.5552669120448,0,2970.56
KD,TnZhenning,2970.5552669120452,0,2970.56
KD,TswAiton,2970.5552669120452,0,2970.56
KD,TswBangkok,2970.5552669120448,0,2970.56
KD,TswChiangmai,2970.5552669120452,0,2970.56
KD,TswHsipaw,2970.5552669120452,0,2970.56
KD,TswJinghong,2970.5552669120452,0,2970.56
KD,TswJinping,2970.5552669120452,0,2970.56
KD,TswJinsha,2970.5552669120452,0,2970.56
KD,TswKhuen,2970.5552669120452,0,2970.56
KD,TswKorat,2970.5552669120452,0,2970.56
KD,TswLao,2970.5552669120448,0,2970.56
KD,TswLuchun,2970.5552669120452,0,2970.56
KD,TswMaguan,2970.5552669120452,0,2970.56
KD,TswMangshi,2970.5552669120452,0,2970.56
KD,TswMenglian,2970.5552669120452,0,2970.56
KD,TswNgheAn,2970.5552669120452,0,2970.56
KD,TswSongkhla,2970.5552669120452,0,2970.56
KD,TswTaunggyi,2970.5552669120452,0,2970.56
KD,TswThaiTrang,2970.5552669120452,0,2970.56
KD,TswWuding,2970.5552669120452,0,2970.56
KD,TswYuanjiang,2970.5552669120452,0,2970.56
KD,TswYuanyang,2970.5552669120452,0,2970.56
ST,BodicTshangla,8.531129208661877,0,8.53
ST,BurmishAchang,8.531129208661877,0,8.53
ST,BurmishAtsi,8.531129208661877,0,8.53
ST,BurmishBola,8.531129208661877,0,8.53
ST,BurmishLashi,8.531129208661877,0,8.53
ST,BurmishMaru,8.531129208661877,0,8.53
ST,BurmishOldBurmese,7.810658529740323,0.7,8.51
ST,BurmishRangoon,8.531129208661877,0,8.53
ST,BurmishXiandao,8.531129208661877,0,8.53
ST,ChepangChepang,8.531129208661877,0,8.53
ST,ChinHakha,8.531129208661877,0,8.53
ST,DengDarangTaraon,8.531129208661877,0,8.53
ST,DengYidu,8.531129208661877,0,8.53
ST,GaroGaro,8.531129208661877,0,8.53
ST,JingphoJingpho,8.531129208661877,0,8.53
ST,Karbi,8.531129208661877,0,8.53
ST,KhroskyabsWobzi,8.531129208661877,0,8.53
ST,KirantiBahing,8.531129208661877,0,8.53
ST,KirantiBantawa,8.531129208661877,0,8.53
ST,KirantiHayu,8.531129208661877,0,8.53
ST,KirantiKhaling,8.531129208661877,0,8.53
ST,KirantiKulung,8.531129208661877,0,8.53
ST,KirantiLimbu,8.531129208661877,0,8.53
ST,KirantiThulung,8.531129208661877,0,8.53
ST,LoloishLisu,8.531129208661877,0,8.53
ST,MizoLushai,8.531129208661877,0,8.53
ST,NagaUkhrul,8.531129208661879,0,8.53
ST,NungicDulong,8.531129208661877,0,8.53
ST,QiangicZhaba,8.531129208661877,0,8.53
ST,Rabha,8.531129208661877,0,8.53
ST,SiniticBeijing,8.531129208661877,0,8.53
ST,SiniticChaozhou,8.531129208661877,0,8.53
ST,SiniticGuangzhou,8.531129208661877,0,8.53
ST,SiniticJieyang,8.531129208661877,0,8.53
ST,SiniticLonggang,8.531129208661877,0,8.53
ST,SiniticOldChinese,5.932160503228837,2.62,8.55
ST,SiniticXingning,8.531129208661877,0,8.53
ST,Tangut,7.712518322191723,0.79,8.5
ST,TaniBokar,8.531129208661877,0,8.53
ST,TibetanAlike,8.531129208661877,0,8.53
ST,TibetanBatang,8.531129208661877,0,8.53
ST,TibetanLhasa,8.531129208661877,0,8.53
ST,TibetanOldTibetan,7.212660389930457,1.33,8.54
ST,TibetanXiahe,8.531129208661877,0,8.53
ST,TibetoKinauriBunan,8.531129208661877,0,8.53
ST,TibetoKinauriByangsi,8.531129208661877,0,8.53
ST,TibetoKinauriRongpo,8.531129208661877,0,8.53
ST,rGyalrongDaofu,8.531129208661877,0,8.53
ST,rGyalrongJaphug,8.531129208661877,0,8.53
ST,rGyalrongMaerkang,8.531129208661877,0,8.53
ST_by_sens,BodicTshangla,10.362633927936784,0,10.36
ST_by_sens,BurmishAchang,10.362633927936784,0,10.36
ST_by_sens,BurmishAtsi,10.36263392793678,0,10.36
ST_by_sens,BurmishBola,10.36263392793678,0,10.36
ST_by_sens,BurmishLashi,10.362633927936784,0,10.36
ST_by_sens,BurmishMaru,10.36263392793678,0,10.36
ST_by_sens,BurmishOldBurmese,9.562633927936783,0.8,10.36
ST_by_sens,BurmishRangoon,10.362633927936784,0,10.36
ST_by_sens,BurmishXiandao,10.362633927936784,0,10.36
ST_by_sens,ChepangChepang,10.362633927936784,0,10.36
ST_by_sens,ChinHakha,10.362633927936784,0,10.36
ST_by_sens,DengDarangTaraon,10.362633927936782,0,10.36
ST_by_sens,DengYidu,10.362633927936782,0,10.36
ST_by_sens,GaroGaro,10.362633927936784,0,10.36
ST_by_sens,JingphoJingpho,10.362633927936784,0,10.36
ST_by_sens,Karbi,10.362633927936784,0,10.36
ST_by_sens,KhroskyabsWobzi,10.362633927936784,0,10.36
ST_by_sens,KirantiBahing,10.362633927936784,0,10.36
ST_by_sens,KirantiBantawa,10.362633927936784,0,10.36
ST_by_sens,KirantiHayu,10.362633927936784,0,10.36
ST_by_sens,KirantiKhaling,10.362633927936784,0,10.36
ST_by_sens,KirantiKulung,10.362633927936784,0,10.36
ST_by_sens,KirantiLimbu,10.362633927936784,0,10.36
ST_by_sens,KirantiThulung,10.362633927936784,0,10.36
ST_by_sens,LoloishLisu,10.362633927936784,0,10.36
ST_by_sens,MizoLushai,10.362633927936784,0,10.36
ST_by_sens,NagaUkhrul,10.362633927936784,0,10.36
ST_by_sens,NungicDulong,10.362633927936784,0,10.36
ST_by_sens,QiangicZhaba,10.362633927936784,0,10.36
ST_by_sens,Rabha,10.362633927936784,0,10.36
ST_by_sens,SiniticBeijing,10.362633927936784,0,10.36
ST_by_sens,SiniticChaozhou,10.36263392793678,0,10.36
ST_by_sens,SiniticGuangzhou,10.362633927936784,0,10.36
ST_by_sens,SiniticJieyang,10.36263392793678,0,10.36
ST_by_sens,SiniticLonggang,10.362633927936784,0,10.36
ST_by_sens,SiniticOldChinese,7.718211172462816,2.67,10.39
ST_by_sens,SiniticXingning,10.362633927936784,0,10.36
ST_by_sens,Tangut,9.462633927936785,0.9,10.36
ST_by_sens,TaniBokar,10.362633927936784,0,10.36
ST_by_sens,TibetanAlike,10.362633927936784,0,10.36
ST_by_sens,TibetanBatang,10.362633927936784,0,10.36
ST_by_sens,TibetanLhasa,10.362633927936784,0,10.36
ST_by_sens,TibetanOldTibetan,9.162633927936783,1.2,10.36
ST_by_sens,TibetanXiahe,10.362633927936784,0,10.36
ST_by_sens,TibetoKinauriBunan,10.362633927936784,0,10.36
ST_by_sens,TibetoKinauriByangsi,10.362633927936784,0,10.36
ST_by_sens,TibetoKinauriRongpo,10.362633927936784,0,10.36
ST_by_sens,rGyalrongDaofu,10.362633927936784,0,10.36
ST_by_sens,rGyalrongJaphug,10.362633927936784,0,10.36
ST_by_sens,rGyalrongMaerkang,10.362633927936784,0,10.36
TEA,Amami_Asama,14.672535752791564,0,14.67
TEA,Amami_Yamatohama,14.672535752791564,0,14.67
TEA,Amami_Yoron,14.672535752791564,0,14.67
TEA,Azeri,14.672535752791564,0,14.67
TEA,Baoan,14.67253575279156,0,14.67
TEA,BarabaTatar,14.672535752791566,0,14.67
TEA,Bashkir,14.672535752791568,0,14.67
TEA,Buriat,14.672535752791562,0,14.67
TEA,Chuvash,14.67253575279156,0,14.67
TEA,CodexCumanicus,14.072535752791563,0.6,14.67
TEA,CrimeanTatar,14.672535752791564,0,14.67
TEA,Dagur,14.67253575279156,0,14.67
TEA,Dolgan,14.672535752791564,0,14.67
TEA,Dongxian,14.67253575279156,0,14.67
TEA,Even,14.67253575279156,0,14.67
TEA,Evenki_Kamnigan,14.67253575279156,0,14.67
TEA,Evenki_PT,14.67253575279156,0,14.67
TEA,Fukuoka,14.672535752791564,0,14.67
TEA,Gagauz,14.672535752791564,0,14.67
TEA,Gangwon,14.672535752791564,0,14.67
TEA,Gyeonggi,14.672535752791564,0,14.67
TEA,Hachijo,14.672535752791564,0,14.67
TEA,Hezhe,14.67253575279156,0,14.67
TEA,Huzhu,14.67253575279156,0,14.67
TEA,Hwanghae,14.672535752791564,0,14.67
TEA,Japanese,14.672535752791564,0,14.67
TEA,Jeju,14.672535752791564,0,14.67
TEA,Jurchen,14.272535752791562,0.4,14.67
TEA,Kagoshima,14.672535752791564,0,14.67
TEA,Kalmyck,14.67253575279156,0,14.67
TEA,Kamnigan,14.672535752791562,0,14.67
TEA,Kangjia,14.67253575279156,0,14.67
TEA,KaraKalpak,14.672535752791562,0,14.67
TEA,KarachayBalkar,14.672535752791564,0,14.67
TEA,Karaim,14.672535752791562,0,14.67
TEA,Kazakh,14.672535752791562,0,14.67
TEA,KazanTatar,14.672535752791568,0,14.67
TEA,Khakas,14.672535752791559,0,14.67
TEA,Khalaj,14.672535752791562,0,14.67
TEA,Khalkha,14.672535752791562,0,14.67
TEA,Kirghiz,14.672535752791562,0,14.67
TEA,Koshiki_islands,14.672535752791564,0,14.67
TEA,Kumamoto,14.672535752791564,0,14.67
TEA,Kumyk,14.672535752791564,0,14.67
TEA,Kur-Urmi,14.672535752791564,0,14.67
TEA,Late_Middle_Korean,14.264535752791563,0.41,14.67
TEA,Manchu,14.583535752791562,0.09,14.67
TEA,MiddleChulym,14.67253575279156,0,14.67
