"type","age","simulation","node","exist","N_nodes"
"consensus",8,1,51,38,TRUE
"consensus",8,1,52,38,TRUE
"consensus",8,1,53,38,TRUE
"consensus",8,1,54,38,FALSE
"consensus",8,1,55,38,FALSE
"consensus",8,1,56,38,TRUE
"consensus",8,1,57,38,TRUE
"consensus",8,1,58,38,TRUE
"consensus",8,1,59,38,TRUE
"consensus",8,1,60,38,TRUE
"consensus",8,1,61,38,FALSE
"consensus",8,1,62,38,TRUE
"consensus",8,1,63,38,TRUE
"consensus",8,1,65,38,TRUE
"consensus",8,1,66,38,TRUE
"consensus",8,1,67,38,FALSE
"consensus",8,1,68,38,TRUE
"consensus",8,1,69,38,TRUE
"consensus",8,1,71,38,TRUE
"consensus",8,1,72,38,TRUE
"consensus",8,1,73,38,TRUE
"consensus",8,1,74,38,TRUE
"consensus",8,1,75,38,TRUE
"consensus",8,1,76,38,TRUE
"consensus",8,1,77,38,TRUE
"consensus",8,1,78,38,TRUE
"consensus",8,1,79,38,TRUE
"consensus",8,1,80,38,TRUE
"consensus",8,1,81,38,TRUE
"consensus",8,1,82,38,TRUE
"consensus",8,1,83,38,FALSE
"consensus",8,1,84,38,TRUE
"consensus",8,1,85,38,TRUE
"consensus",8,1,87,38,TRUE
"consensus",8,1,88,38,TRUE
"consensus",8,1,89,38,TRUE
"consensus",8,1,90,38,TRUE
"consensus",8,1,91,38,TRUE
"consensus",8,10,51,39,TRUE
"consensus",8,10,52,39,TRUE
"consensus",8,10,53,39,TRUE
"consensus",8,10,54,39,FALSE
"consensus",8,10,55,39,TRUE
"consensus",8,10,56,39,TRUE
"consensus",8,10,57,39,FALSE
"consensus",8,10,58,39,TRUE
"consensus",8,10,59,39,TRUE
"consensus",8,10,60,39,TRUE
"consensus",8,10,61,39,TRUE
"consensus",8,10,62,39,TRUE
"consensus",8,10,63,39,TRUE
"consensus",8,10,64,39,TRUE
"consensus",8,10,66,39,TRUE
"consensus",8,10,67,39,TRUE
"consensus",8,10,68,39,TRUE
"consensus",8,10,70,39,TRUE
"consensus",8,10,71,39,TRUE
"consensus",8,10,72,39,TRUE
"consensus",8,10,73,39,FALSE
"consensus",8,10,74,39,TRUE
"consensus",8,10,75,39,TRUE
"consensus",8,10,76,39,TRUE
"consensus",8,10,77,39,TRUE
"consensus",8,10,78,39,TRUE
"consensus",8,10,79,39,TRUE
"consensus",8,10,80,39,FALSE
"consensus",8,10,81,39,TRUE
"consensus",8,10,82,39,TRUE
"consensus",8,10,83,39,FALSE
"consensus",8,10,84,39,TRUE
"consensus",8,10,85,39,TRUE
"consensus",8,10,86,39,TRUE
