"","age","simulation","root","root_age","first_split","root_split_age"
"1",8,1,51,8.0000000007,52,7.9458208331
"2",8,10,51,8.00000000074,76,7.68542413764
"3",8,11,51,8.00000000083,52,7.43821250733
"4",8,12,51,8.0000000015,52,7.8228011258
"5",8,13,51,8.000000001,52,7.8287890943
"6",8,14,51,8.0000000006,52,7.7801345368
"7",8,15,51,8.00000000094,55,7.93059525432
"8",8,16,51,8.0000000005,68,7.8814071085
"9",8,17,51,8.00000000084,57,7.72032699974
"10",8,18,51,8.00000000074,84,7.60816302774
"11",8,19,51,8.0000000006,52,7.8404473033
"12",8,2,51,8.0000000008,72,7.7348843646
"13",8,20,51,8.0000000011,52,7.8909062432
"14",8,21,51,8.00000000093,52,7.81913976433
"15",8,22,51,8.00000000054,63,7.74492921614
"16",8,23,51,8.00000000073,52,7.9329126551
"17",8,24,51,8.0000000007,76,7.830575287
"18",8,25,51,8.000000000897,52,7.960115354227
"19",8,26,51,8.00000000103,52,7.90626360275
"20",8,27,51,8.00000000113,67,7.9021176409
"21",8,28,51,8.0000000009,52,7.6549546131
"22",8,29,51,8.00000000076,83,7.87137039146
"23",8,3,51,8.0000000013,72,7.8133616308
"24",8,30,51,8.00000000095,52,7.78547809435
"25",8,31,51,8.00000000066,62,7.89333947076
"26",8,32,51,8.000000001,52,7.99860082903
"27",8,33,51,8.000000001,78,7.2133966151
"28",8,34,51,8.00000000107,52,7.88851521807
"29",8,35,51,8.00000000055,72,7.9505167335
"30",8,36,51,8.00000000084,52,7.9670896601
"31",8,37,51,8.0000000005,52,7.8462249607
"32",8,38,51,8.0000000008,52,7.98605268273
"33",8,39,51,8.00000000131,73,7.97117958383
"34",8,4,51,8.00000000081,52,7.942310553
"35",8,40,51,8.00000000134,60,7.85889575634
"36",8,41,51,8.00000000049,52,7.97790827593
"37",8,42,51,8.00000000085,67,7.973749991
"38",8,43,51,8.0000000009,52,7.8728777488
"39",8,44,51,8.0000000008,52,7.8183544851
"40",8,45,51,8.0000000009,52,7.7869547612
"41",8,46,51,8.00000000098,72,7.981230995
"42",8,47,51,8.00000000071,72,7.80834445041
"43",8,48,51,8.00000000091,52,7.9175867008
"44",8,49,51,8.0000000008,73,7.6267884746
"45",8,5,51,8.00000000099,52,7.9772945861
"46",8,50,51,8.000000000549,71,7.917943208809
"47",8,6,51,8.0000000007,52,7.8515414272
"48",8,7,51,8.00000000074,90,7.69502681694
"49",8,8,51,8.00000000075,52,7.9430575709
"50",8,9,51,8.00000000095,71,7.969610109
