#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="0.8" name="distr" upper="1.3"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-105678.01039302463	-103337.45676256546	-2340.553630459165	-103337.45676256546	164.83765430579007	1.0	1.0	0.5	0.5	-2333.339022360743	0.5	0.5	0.6931471805599453	1.2700275242259513	1.0
10000	-88731.17895664094	-88588.70161091325	-142.47734572768857	-88588.70161091325	17.319375655732898	1.0	0.8986373157899898	0.5023157771716479	0.4976842228283522	-135.3641003134764	0.21604536646341008	0.03428663404176329	0.6931471805599453	0.8712407216845748	0.23522373037078045
20000	-88255.16108167628	-88177.01747471147	-78.14360696481447	-88177.01747471147	4.206356116906536	1.0	0.8986373157899898	0.5020584611362467	0.4979415388637532	-71.0303615506023	0.616367603054748	0.22357103327966862	0.6931471805599453	0.8793980892111942	0.8193661730575149
30000	-88216.44609531746	-88138.6394673222	-77.80662799526421	-88138.6394673222	4.364368617067751	1.0	0.9586812889687024	0.5035001022905717	0.49649989770942815	-70.63333860787331	0.5456149623372928	0.13566813840890726	0.6931471805599453	0.9748292636920561	0.7715789002971926
40000	-88216.2779226933	-88128.02055883146	-88.25736386185369	-88128.02055883146	4.998897272705669	1.0	1.0210941562325897	0.5034484032361723	0.4965515967638278	-81.02166160719891	0.5326066882497594	0.40516521334564193	0.6931471805599453	1.1426615831286464	0.5861572256770686
50000	-88209.7363485565	-88138.75393564143	-70.98241291506919	-88138.75393564143	3.624265587863916	1.0	0.955290149487096	0.5002200422957448	0.49977995770425493	-63.8125146671599	0.5645979095255511	0.1427861441294375	0.6931471805599453	0.8534913104157962	0.8675240743279481
60000	-88214.75499168529	-88127.69276418949	-87.06222749579635	-88127.69276418949	5.205577434318031	1.0	0.999792384576679	0.5003544956960594	0.4996455043039403	-79.84782701279748	0.48644407057936484	0.2312457151951625	0.6931471805599453	1.2373173166278055	0.5957730465642791
70000	-88224.98823510522	-88136.93509843385	-88.05313667137041	-88136.93509843385	5.110057266958297	1.0	0.999792384576679	0.5000955215115427	0.49990447848845704	-80.83873618837154	0.2936201809625545	0.5249256243165787	0.6931471805599453	1.0944449703992192	0.6011432918361013
80000	-88216.65802143334	-88144.12443182942	-72.53358960391202	-88144.12443182942	3.7992341904683102	1.0	1.0399365048684353	0.5001749802152187	0.49982501978478144	-65.2790450006214	0.6001578302781225	0.24366939317529412	0.6931471805599453	0.8997407069018831	0.7806143370439004
90000	-88210.42840909577	-88128.87564999862	-81.55275909714409	-88128.87564999862	4.332260872064232	1.0	1.0328572992831107	0.5018473873628772	0.4981526126371229	-74.30529369943879	0.3973261180938436	0.5105542233297828	0.6931471805599453	1.0794679468537491	0.642518870077416
100000	-88208.86831162953	-88135.12115195715	-73.7471596723707	-88135.12115195715	3.728364165591928	1.0	1.0203018397232229	0.5033351346830895	0.4966648653169102	-66.51224973422529	0.38434871626694184	0.5820915550638788	0.6931471805599453	0.8928782939070714	0.8063238133634395
110000	-88207.79944598723	-88134.0211704565	-73.77827553072146	-88134.0211704565	3.866882121814899	1.0	1.0203018397232229	0.49805866854683256	0.5019413314531672	-66.54336559257605	0.6368573813985947	0.004303982863895535	0.6931471805599453	0.9027459800245621	0.7439324547046828
120000	-88195.14994250413	-88128.18338790258	-66.96655460154369	-88128.18338790258	3.3043673599731767	1.0	1.0203018397232229	0.5032988300318784	0.49670116996812136	-59.731644663398285	0.7333424283653921	0.1887447610891582	0.6931471805599453	0.855971619430064	0.8511286145079018
130000	-88208.44580025537	-88134.30714258592	-74.13865766944542	-88134.30714258592	3.895361251606517	1.0	1.0203018397232229	0.5007870553265585	0.4992129446734411	-66.90374773130002	0.5767630955367015	0.30750168632861863	0.6931471805599453	0.8580960072550357	0.7371863503889845
140000	-88202.9960468784	-88130.80033240646	-72.19571447193289	-88130.80033240646	3.7600381799399916	1.0	1.0808943501828774	0.501275546576025	0.4987244534239749	-64.90021202332782	0.63074908457738	0.1255774691389719	0.6931471805599453	0.9365778704675186	0.7150458729843829
150000	-88204.7317662308	-88130.98965800978	-73.74210822102322	-88130.98965800978	3.7271198759483686	1.0	1.0504764040897907	0.5041536282778307	0.4958463717221691	-66.47702371851123	0.6004714115616443	0.011527826199717373	0.6931471805599453	0.8932977354652607	0.7416420487897102
