#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:tree" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:tree" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="100.0">0.5</parameter>
#            <tree id="Tree.t:tree" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.SequenceSimulator" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:tree" name="distribution" x="@BDBirthRate.t:tree">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:tree" name="distribution" x="@BDDeathRate.t:tree">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:SequenceSimulator" name="distribution">
#            <parameter id="gammaShape.s:SequenceSimulator" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="a.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="a" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t46" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t27" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.5" lower="3.7" name="distr" upper="4.2"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.SequenceSimulator" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree">
#            <data ascertained="true" data="@SequenceSimulator" excludeto="1" filter="::" id="bin.SequenceSimulator" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:SequenceSimulator" shape="@gammaShape.s:SequenceSimulator" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:SequenceSimulator" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:SequenceSimulator" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:SequenceSimulator" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:SequenceSimulator" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:SequenceSimulator" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution id="fossilCalibrations" spec="beast.core.util.CompoundDistribution"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SequenceSimulator	TreeHeight.t:tree	mutationRate.s:SequenceSimulator	gammaShape.s:SequenceSimulator	freqParameter.s:SequenceSimulator.1	freqParameter.s:SequenceSimulator.2	BirthDeath.t:tree	BDBirthRate.t:tree	BDDeathRate.t:tree	logP(mrca(a))	mrca.age(a)	clockRate.c:clock
0	-104840.25072631738	-104462.470000662	-377.78072565537235	-104462.470000662	26.44025241404782	1.0	1.0	0.5	0.5	-370.5661175569502	0.5	0.5	0.6931471805599453	4.0980989272380715	1.019718707737241
10000	-102136.68825153004	-102016.30345921224	-120.38479231779179	-102016.30345921224	17.99570211713213	1.0	0.5473278657765106	0.49534917718122223	0.5046508228187777	-113.6228563535931	0.2469648102898287	0.10044169814890079	0.6931471805599453	3.9030121359994885	7.658814512140398
20000	-101822.73276053365	-101715.48616321546	-107.2465973181803	-101715.48616321546	9.951607646706051	1.0	0.5473278657765106	0.49804434241776196	0.5019556575822381	-100.48466135398161	0.36200108166156164	0.009284636600941941	0.6931471805599453	3.860613984408144	7.2288672377280205
30000	-101752.23944953422	-101620.66917234827	-131.57027718595458	-101620.66917234827	20.035179899690096	1.0	1.0278557978381548	0.4966687026445223	0.5033312973554774	-124.32781328969423	0.17973307408008218	0.1950564870401324	0.6931471805599453	3.739237700319015	1.0734600303287387
40000	-101770.26674782806	-101632.323899643	-137.94284818506284	-101632.323899643	17.94354209718966	1.0	1.019929603198393	0.49639014260845243	0.5036098573915473	-130.70831048344226	0.12001482748677701	0.3996444336144358	0.6931471805599453	3.8300073984767518	0.9723750662020115
50000	-101762.79246281875	-101626.86423185775	-135.92823096099215	-101626.86423185775	14.006838263177096	1.0	1.019929603198393	0.4960838850728196	0.5039161149271801	-128.69369325937157	0.15536228883462475	0.3309714111738984	0.6931471805599453	3.718317298776558	0.9780460183989269
60000	-101786.2401782682	-101634.87438115054	-151.36579711765094	-101634.87438115054	30.690947786535066	1.0	1.165188547538764	0.4953753367221428	0.5046246632778572	-143.98600047168998	0.1318501170894441	0.1766937272612675	0.6931471805599453	4.035962749994927	0.7084458739846048
70000	-101775.8585271094	-101631.88183474504	-143.97669236436428	-101631.88183474504	24.65635832899489	1.0	1.165188547538764	0.4970229187734578	0.5029770812265422	-136.59689571840332	0.11112145586072938	0.3659914653904976	0.6931471805599453	3.8324213535230234	0.7859787497710647
80000	-101777.32861713861	-101631.82101544287	-145.50760169574156	-101631.82101544287	21.31120091235379	1.0	1.04311811077544	0.49595767226795834	0.5040423277320416	-138.2498754865439	0.12540990335259042	0.1965612543314272	0.6931471805599453	4.057047291409329	0.8022556511205944
90000	-101788.51450219705	-101638.61418642651	-149.9003157705503	-101638.61418642651	18.972884817074558	1.0	1.0086287842607464	0.4985093827534839	0.501490617246516	-142.67707888786737	0.09584175134474389	0.6649173545466729	0.6931471805599453	4.025456217557559	0.8214751979587839
100000	-101765.8793892873	-101622.6167126077	-143.26267667959215	-101622.6167126077	17.38178130637187	1.0	1.0165569225082012	0.4961380390886294	0.5038619609113706	-136.03151165866174	0.17448784837274406	0.1677522171628099	0.6931471805599453	4.057261923575456	0.8049668940442428
110000	-101759.89993869145	-101625.36057318913	-134.53936550231555	-101625.36057318913	17.340354368802334	1.0	0.9598975251813658	0.4966062788111952	0.5033937211888048	-127.364859878712	0.19895317314352828	0.24823852102177074	0.6931471805599453	4.027902647047216	1.0754271487476461
120000	-101786.80589918153	-101638.2947649064	-148.51113427513727	-101638.2947649064	32.97999321990768	1.0	0.9699222682312645	0.49543858063949653	0.5045614193605034	-141.3266039084838	0.07227229179870331	0.7304623799052405	0.6931471805599453	4.011595286141765	1.278477834040713
130000	-101773.37882816659	-101635.3535542153	-138.02527395129516	-101635.3535542153	26.254582633834655	1.0	0.9957404755205375	0.4973362709122856	0.5026637290877141	-130.81492537735244	0.14064018612105053	0.32873334911015817	0.6931471805599453	3.91344771746609	1.068238779875992
140000	-101759.40763925153	-101622.57395067421	-136.8336885773121	-101622.57395067421	19.473854301537873	1.0	0.9650776254244805	0.4962851810975821	0.5037148189024176	-129.65400285346544	0.20647000334102766	0.13821031056543426	0.6931471805599453	4.041699666659394	1.1247438489181554
150000	-101751.89689101925	-101630.82575545859	-121.07113556066297	-101630.82575545859	11.096962176223887	1.0	0.9806787448839216	0.49612698149506906	0.5038730185049307	-113.87584871735686	0.21682819224510144	0.40819052035196396	0.6931471805599453	3.736094281701089	1.2469150963029387
160000	-101798.79791507496	-101650.47619341743	-148.3217216575318	-101650.47619341743	33.65004914739822	1.0	0.9748576986340348	0.493693053529849	0.5063069464701507	-141.1322558604756	0.100453918548959	0.42444741905829353	0.6931471805599453	3.86054864780278	1.2215098746674127
